hostname,score,sources,label,level
centralbank.org.sz,4,wikidata,Central Bank of Eswatini,
sz.usembassy.gov,4,wikidata,embassy of the United States in Eswatini,central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Eswatini,
taiwanembassy.org,3,wikidata,"Embassy of the Republic of China (Taiwan), Mbabane",central
