qid,label
Q125711,Cuvette-Ouest Department
Q134457202,Nkéni-Alima Department
Q134457230,Congo-Oubangui Department
Q134457232,Djoué-Léfini Department
Q223920,Pointe-Noire
Q3844,Brazzaville
Q765370,Plateaux Department
Q775410,Sangha Department
Q780884,Cuvette Department
Q827015,Bouenza Department
Q855327,Kouilou Department
Q862753,Lékoumou Department
Q863554,Likouala Department
Q864647,Pool Department
Q969317,Niari Department
