hostname,score,sources,label,level,http_status,mx
ahtc.sg,4,wikidata,Aljunied-Hougang Town Council,,301,10 antispam.iqon-global.com.
amktc.org.sg,4,wikidata,Ang Mo Kio Town Council,,200,0 amktc-org-sg.mail.protection.outlook.com.
angolaembassy.sg,4,wikidata,embassy of Angola in Singapore,central,ConnectException,none
austcham.org.sg,4,wikidata,AustCham Singapore,,301,5 d505431.a.ess.au.barracudanetworks.com.; 10 d505431.b.ess.au.barracudanetworks.com.
bdhc.sg,4,wikidata,"High Commission of Bangladesh, Singapore",central,501,none
btptc.org.sg,4,wikidata,Bishan-Toa Payoh Town Council,,200,0 btptc-org-sg.mail.eo.outlook.com.
ccktc.org.sg,4,wikidata,Chua Chu Kang Town Council,,301,0 ccktc-org-sg.mail.protection.outlook.com.
chinaembassy.org.sg,4,wikidata,"Embassy of the People's Republic of China, Singapore",central,403,1 alltheemails.com.
dso.org.sg,4,wikidata,Defence Science Organisation,,HttpConnectTimeoutException: HTTP connect timed out,0 dso-org-sg.y-v1.mx.microsoft.
ectc.org.sg,4,wikidata,East Coast Town Council,,301,10 ectc-org-sg.mail.protection.outlook.com.
hbptc.org.sg,4,wikidata,Holland-Bukit Panjang Town Council,,301,0 hbptc-org-sg.mail.eo.outlook.com.
international.gouv.qc.ca,4,wikidata,Québec Government Office in Singapore,,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching international.gouv.qc.ca found.,none
iseas.edu.sg,4,wikidata,ISEAS – Yusof Ishak Institute,,301,20 msweeper0.iseas.edu.sg.; 10 msweeper.iseas.edu.sg.; 0 iseas-edu-sg.mail.protection.outlook.com.
ite.edu.sg,4,wikidata,Institute of Technical Education,,301,10 ite-edu-sg.mail.protection.outlook.com.
jbtc.org.sg,4,wikidata,Jalan Besar Town Council,,200,0 jbtc-org-sg.mail.protection.outlook.com.
jrtc.org.sg,4,wikidata,Jurong–Clementi Town Council,,302,1 jrtc-org-sg.mail.eo.outlook.com.
maldivesmission.sg,4,wikidata,"High Commission of the Maldives, Singapore",central,301,none
mptc.org.sg,4,wikidata,Marine Parade Town Council,,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,11 mptc-org-sg.mail.eo.outlook.com.
myttc.org.sg,4,wikidata,Marsiling-Yew Tee Town Council,,301,0 myttc-org-sg.mail.protection.outlook.com.
namic.sg,4,wikidata,National Additive Manufacturing Innovation Cluster,,200,0 namic-sg.mail.protection.outlook.com.
ncpg.org.sg,4,wikidata,National Council on Problem Gambling,,301,0 ncpg-org-sg.mail.protection.outlook.com.
ncss.org.sg,4,wikidata,National Council of Social Service,,HttpConnectTimeoutException: HTTP connect timed out,none
nhic.sg,4,wikidata,National Health Innovation Centre,,301,none
npm.sg,4,wikidata,"Precision Health Research, Singapore",,301,none
prpg-tc.org.sg,4,wikidata,Pasir Ris-Punggol Town Council,,ConnectException,none
rwandahighcomm.org.sg,4,wikidata,high commission of Rwanda in Singapore,central,ConnectException,none
sal.org.sg,4,wikidata,Singapore Academy of Law,,403,6 sal-org-sg.mail.protection.outlook.com.
sbf.org.sg,4,wikidata,Singapore Business Federation,,301,10 au-smtp-inbound-2.mimecast.com.; 10 au-smtp-inbound-1.mimecast.com.
sbtc.org.sg,4,wikidata,Sembawang Town Council,,200,0 sbtc-org-sg.mail.protection.outlook.com.
sccci.org.sg,4,wikidata,Singapore Chinese Chamber of Commerce and Industry,,301,0 sccci.in.tmes.trendmicro.com.; 10 sccci-org-sg.mail.protection.outlook.com.
sile.edu.sg,4,wikidata,Singapore Institute of Legal Education,,301,30 sile-edu-sg.mail.protection.outlook.com.
sktc.sg,4,wikidata,Sengkang Town Council,,200,0 sktc-sg.mail.protection.outlook.com.
sp.mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Singapore",central,ConnectException,none
szingapur.mfa.gov.hu,4,wikidata,"Embassy of Hungary, Singapore",central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
tampines.org.sg,4,wikidata,Tampines Town Council,,301,none
tptc.org.sg,4,wikidata,Tanjong Pagar Town Council,,301,0 tptc-org-sg.mail.eo.outlook.com.
uzembassy.sg,4,wikidata,embassy of Uzbekistan in Singapore,central,500,0 uzembassy.sg.
wctc.org.sg,4,wikidata,West Coast Town Council,,404,10 wctc-org-sg.mail.eo.outlook.com.
aisingapore.org,3,wikidata,AI Singapore,,200,5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 1 aspmx.l.google.com.
eeas.europa.eu,3,wikidata,Delegation of the European Union to Singapore,,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
embassycrsg.com,3,wikidata,embassy of Costa Rica in Singapore,central,301,5 mx-ef.myregisteredsite.com.; 10 mx-ef.myregisteredsite.com.
finlandabroad.fi,3,wikidata,embassy of Finland in Singapore,central,301,10 mail.valtori.fi.
mfa.gr,3,wikidata,"Embassy of Greece, Singapore",central,403,10 mailhost.mfa.gr.
norway.no,3,wikidata,"Embassy of Norway, Singapore",central,301,0 mx.domeneshop.no.
sg.ambafrance.org,3,wikidata,"Embassy of France, Singapore",central,301,none
sg.mfa.lt,3,wikidata,embassy of Lithuania in Singapore,central,403,none
singapore.cz,3,wikidata,Česko-singapurská obchodní komora,,HttpTimeoutException: request timed out,1 wes1-mx2.wedos.net.; 1 wes1-mx1.wedos.net.; 10 wes1-mx-backup.wedos.net.
singapore.mae.ro,3,wikidata,embassy of Romania in Singapore,central,503,none
singapore.mfa.ee,3,wikidata,embassy of Estonia in Singapore,central,200,none
singapore.mid.ru,3,wikidata,embassy of Russia in Singapore,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
singapore.thaiembassy.org,3,wikidata,"Embassy of Thailand, Singapore",,200,none
singapore.um.dk,3,wikidata,embassy of Denmark in Singapore,central,301,none
singapur.diplo.de,3,wikidata,"Embassy of Germany, Singapore",central,200,10 mx1.bund.de.; 10 mx2.bund.de.
swedenabroad.se,3,wikidata,"Embassy of Sweden, Singapore",central,301,none
taiwanembassy.org,3,wikidata,Taipei Representative Office in Singapore,,302,none
visitsingapore.com,3,wikidata,Singapore Tourism Board,,308,none
a-star.edu.sg,2,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,"Science and Engineering Research Council | Advanced Remanufacturing & Technology Centre | Skin Research Institute of Singapore | Agency for Science, Technology and Research | A*STAR Research Entities | Biomedical Research Council",,301,0 astar-edu-sg0c.mail.protection.outlook.com.
holyrosaryprovince.org,1,wikidata;wikidata;wikidata;wikidata,Dominican Province of Our Lady of the Rosary,,301,none
