field,text
country_name,"Republic of Mauritius"
government_type,"parliamentary republic"
capital,"Port Louis"
chief_of_state,"President Dharam GOKHOOL (since 7 December 2024)"
head_of_government,"Prime Minister Navin RAMGOOLAM (since 13 November 2024)"
judicial_highest_courts,"Supreme Court of Mauritius (consists of the chief justice, a senior puisne judge, and 24 puisne judges)"
constitution_history,"several previous; latest adopted 12 March 1968"
