subdomain,http_status,mx
2159.go.jp,Could not resolve host: 2159.go.jp,none
27jsf.smrj.go.jp,Could not resolve host: 27jsf.smrj.go.jp,none
27jss.smrj.go.jp,Could not resolve host: 27jss.smrj.go.jp,none
50th-jocv.jica.go.jp,Connection timed out after 3002 milliseconds,none
9910.mlit.go.jp,Could not resolve host: 9910.mlit.go.jp,none
a-manage.kosen-k.go.jp,Could not resolve host: a-manage.kosen-k.go.jp,none
a.aist.go.jp,Could not resolve host: a.aist.go.jp,none
acc.ebid.mhlw.go.jp,Could not resolve host: acc.ebid.mhlw.go.jp,none
acc.maff-ebic.go.jp,200,none
acc.mod-eboc.go.jp,Could not resolve host: acc.mod-eboc.go.jp,none
acp.cals.epco.mod.go.jp,Could not resolve host: acp.cals.epco.mod.go.jp,none
acpt.cals.epco.mod.go.jp,Could not resolve host: acpt.cals.epco.mod.go.jp,none
active.go.jp,Could not resolve host: active.go.jp,none
aegiscom.tokai-sc.jaea.go.jp,Could not resolve host: aegiscom.tokai-sc.jaea.go.jp,dig error
ag.ide.go.jp,Could not resolve host: ag.ide.go.jp,none
agis-oap02.jaffic.go.jp,Could not resolve host: agis-oap02.jaffic.go.jp,none
agris.nn-net.go.jp,Could not resolve host: agris.nn-net.go.jp,none
aids.nih.go.jp,Could not resolve host: aids.nih.go.jp,none
aipn.ipdl.inpit.go.jp,Could not resolve host: aipn.ipdl.inpit.go.jp,none
airport.cab.mlit.go.jp,401,none
aisjapan.mlit.go.jp,Could not resolve host: aisjapan.mlit.go.jp,none
aist.go.jp,Connection timed out after 3002 milliseconds,none
alagin-wordlist.nict.go.jp,Connection timed out after 3002 milliseconds,none
alaginrc.nict.go.jp,200,none
alic.go.jp,200,10 alic-go-jp.mail.protection.outlook.com.
alic.lin.go.jp,Could not resolve host: alic.lin.go.jp,none
amds2012.nims.go.jp,Could not resolve host: amds2012.nims.go.jp,none
an-kokai.jaea.go.jp,Could not resolve host: an-kokai.jaea.go.jp,none
animal.nibio.go.jp,Could not resolve host: animal.nibio.go.jp,none
ankeeto.thr.mlit.go.jp,403,none
anpi-ssl.soumu.go.jp,Could not resolve host: anpi-ssl.soumu.go.jp,none
antispam1.jaea.go.jp,Could not resolve host: antispam1.jaea.go.jp,none
antispam2.jaea.go.jp,Could not resolve host: antispam2.jaea.go.jp,none
ap.ncc.go.jp,Could not resolve host: ap.ncc.go.jp,none
apasd-niaes.dc.affrc.go.jp,Could not resolve host: apasd-niaes.dc.affrc.go.jp,none
api.hellowork.go.jp,Could not resolve host: api.hellowork.go.jp,none
api.jglobal.jst.go.jp,404,none
apis.intra-bs.aist.go.jp,Could not resolve host: apis.intra-bs.aist.go.jp,none
app.sys.affrc.go.jp,403,none
app3.infoc.nedo.go.jp,Could not resolve host: app3.infoc.nedo.go.jp,none
app5.infoc.nedo.go.jp,Could not resolve host: app5.infoc.nedo.go.jp,none
approval.sys.affrc.go.jp,Could not resolve host: approval.sys.affrc.go.jp,none
apwl.intra-bs.aist.go.jp,Could not resolve host: apwl.intra-bs.aist.go.jp,none
arubalogin.nies.go.jp,Could not resolve host: arubalogin.nies.go.jp,none
asa.tobunken.go.jp,Could not resolve host: asa.tobunken.go.jp,none
at-nied.bosai.go.jp,Recv failure: Connexion ré-initialisée par le correspondant,none
atomin.go.jp,Could not resolve host: atomin.go.jp,none
