field,text
country_name,"Republic of Palau"
government_type,"presidential republic in free association with the US"
capital,"Ngerulmud"
chief_of_state,"President Surangel WHIPPS, Jr. (since 21 January 2021)"
head_of_government,"President Surangel WHIPPS, Jr. (since 21 January 2021)"
judicial_highest_courts,"Supreme Court (consists of the chief justice and 3 associate justices organized into appellate trial divisions; the Supreme Court organization also includes the Common Pleas and Land Courts)"
constitution_history,"ratified 9 July 1980, effective 1 January 1981"
