subdomain,parent_domain,http_status,mx
bcbp.gov.pw,gov.pw,200,none
boc.gov.pw,gov.pw,Could not resolve host: boc.gov.pw,none
crimestoppers.gov.pw,gov.pw,200,none
gov.pw,gov.pw,ConnectException,none
nsc.gov.pw,gov.pw,200,none
palau.gov.pw,gov.pw,200,none
palaucourts.gov.pw,gov.pw,200,none
palaulaw.gov.pw,gov.pw,301,none
president.gov.pw,gov.pw,SSL: no alternative certificate subject name matches target hostname 'president.gov.pw',1 aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
suppliers.gov.pw,gov.pw,curl: (28) Connection timed out after 5002 milliseconds,0 secure328.inmotionhosting.com.
www.palaucourts.gov.pw,gov.pw,Could not resolve host: www.palaucourts.gov.pw,none
www.palaulaw.gov.pw,gov.pw,200,none
