hostname,http_status,mx
01.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
06.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
07.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
08.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
09.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
10.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
12.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
13.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
14.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
15.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
16.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
18.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
19.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
21.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
22.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
41.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
77.xn--b1aew.xn--p1ai,HttpConnectTimeoutException: HTTP connect timed out,none
79.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
82.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
92.mvd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
agro.tatarstan.ru,HttpConnectTimeoutException: HTTP connect timed out,none
akzs.ru,200,10 mx.alregn.ru.
algerianembassy.ru,200,none
ambacam.ru,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,5 mx02.nicmail.ru.; 10 mx01.nicmail.ru.; 20 mx03.nicmail.ru.
ambafrance-ru.org,ConnectException,5 mta-gw.infomaniak.ch.
ambamadagascar.ru,200,10 mx1.hosting.reg.ru.; 20 mx2.hosting.reg.ru.
ambassenmos.ru,200,10 _dc-mx.80f99666f9f1.ambassenmos.ru.; 20 _dc-mx.80f99666f9f1.ambassenmos.ru.
ambmaroc.ru,200,none
angolarussia.ru,526,none
ar.mil.ru,HttpConnectTimeoutException: HTTP connect timed out,none
arbitr.ru,200,5 mx1.arbitr.ru.
archive06.ru,200,10 mail.archive06.ru.
arheologpskov.ru,SSLHandshakeException: (handshake_failure) Received fatal alert: handshake_failure,20 mx03.nicmail.ru.; 10 mx01.nicmail.ru.; 5 mx02.nicmail.ru.
assembly.spb.ru,HttpConnectTimeoutException: HTTP connect timed out,35 relay.la.spb.ru.; 10 mail.assembly.spb.ru.; 20 mail.la.spb.ru.; 25 relay.assembly.spb.ru.
astroblduma.ru,HttpConnectTimeoutException: HTTP connect timed out,8 mxs.armgs.team.
azembassy.msk.ru,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,0 mail.azembassy.msk.ru.
bangladeshembassy.ru,200,none
bolivia-rusia.ru,ConnectException,none
burundiemb.ru,200,none
cbr.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,50 mx.cbr.ru.
center-albreht.ru,200,10 mailbox.center-albreht.ru.
chem.ras.ru,ConnectException,none
chinaconsulate.khb.ru,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching chinaconsulate.khb.ru found.,none
chkalovsky.svd.sudrf.ru,200,none
cikrf.ru,HttpConnectTimeoutException: HTTP connect timed out,10 mail.cikrf.ru.
cons-ua.ru,HttpConnectTimeoutException: HTTP connect timed out,none
cspfmba.ru,ConnectException,10 mail.cspfmba.ru.
culture.gov-murman.ru,200,none
culture.volgograd.ru,HttpConnectTimeoutException: HTTP connect timed out,none
customs.ru,HttpConnectTimeoutException: HTTP connect timed out,10 mg2.customs.ru.; 40 mg.customs.ru.; 40 mg5.customs.ru.; 40 mg3.customs.ru.; 40 mg6.customs.ru.; 20 edata.customs.ru.; 10 mg4.customs.ru.
dagminobr.ru,200,20 mx.yandex.net.; 10 mail.dagminobr.ru.
digital.tatarstan.ru,HttpConnectTimeoutException: HTTP connect timed out,none
dit.mos.ru,HttpConnectTimeoutException: HTTP connect timed out,none
duma.chukotka.ru,HttpConnectTimeoutException: HTTP connect timed out,none
duma.khv.ru,ConnectException,5 duma-exch13.duma.khv.ru.; 20 relay.redcom.ru.
duma.mos.ru,ConnectException,20 mgate01.mgd.mos.ru.; 10 mgate02.mgd.mos.ru.
duma.murman.ru,ConnectException,none
duma.tomsk.ru,200,3 duma.tomsk.ru.
duma.yar.ru,HttpTimeoutException: request timed out,10 mail.yarduma.ru.
duma32.ru,403,20 mail.duma32.ru.
duma39.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.duma39.ru.; 30 mx1.spaceweb.ru.; 20 mx1.gazinter.net.
duma72.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mx.duma72.ru.
dumahmao.ru,200,5 mx1.dumahmao.ru.; 20 mx.dumahmao.ru.; 5 mx2.dumahmao.ru.; 20 ironport.dumahmao.ru.; 30 mail.dumahmao.ru.
dumasakhalin.ru,HttpConnectTimeoutException: HTTP connect timed out,10 mail.dumasakhalin.ru.
dumask.ru,HttpConnectTimeoutException: HTTP connect timed out,10 mail.dumask.ru.
eco.tatarstan.ru,HttpConnectTimeoutException: HTTP connect timed out,none
eeas.europa.eu,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
egov-buryatia.ru,200,10 smtp.govrb.ru.
elkurultay.ru,HttpConnectTimeoutException: HTTP connect timed out,20 mx2.timeweb.ru.; 10 mx1.timeweb.ru.
emb-abkhazia.ru,200,10 mx1.spaceweb.ru.; 20 mx2.spaceweb.ru.
embaguate.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,20 mx2.spaceweb.ru.; 10 mx1.spaceweb.ru.
embajadadom.ru,HttpConnectTimeoutException: HTTP connect timed out,20 _dc-mx.a04b9d5716e7.embajadadom.ru.; 10 _dc-mx.a04b9d5716e7.embajadadom.ru.
embapanamarusia.ru,303,10 mx4.masterhost.ru.
embapar.ru,HttpConnectTimeoutException: HTTP connect timed out,none
embassybel.ru,HttpConnectTimeoutException: HTTP connect timed out,10 mail.embassybel.ru.
en.sledcom.ru,403,none
eng.mil.ru,HttpConnectTimeoutException: HTTP connect timed out,none
english.gpntb.ru,HttpConnectTimeoutException: HTTP connect timed out,none
es.mil.ru,HttpConnectTimeoutException: HTTP connect timed out,none
euro.who.int,HttpConnectTimeoutException: HTTP connect timed out,none
faprid.ru,HttpConnectTimeoutException: HTTP connect timed out,10 mx1.timeweb.ru.; 20 mx2.timeweb.ru.
fedsfm.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 smtp1.fedsfm.ru.; 20 smtp2.fedsfm.ru.
fgup-ohrana.ru,HttpConnectTimeoutException: HTTP connect timed out,50 mx02.fgup-ohrana.ru.; 60 mx666.fgup-ohrana.ru.; 9 mx03.fgup-ohrana.ru.; 5 mx66.fgup-ohrana.ru.; 10 mx01.fgup-ohrana.ru.
finlandabroad.fi,301,10 mail.valtori.fi.
fr.mil.ru,HttpConnectTimeoutException: HTTP connect timed out,none
frccsc.ru,HttpConnectTimeoutException: HTTP connect timed out,10 postal.frccsc.ru.
fsb.ru,HttpConnectTimeoutException: HTTP connect timed out,10 mail10.fsb.ru.; 20 mail20.fsb.ru.
fstec.ru,HttpConnectTimeoutException: HTTP connect timed out,10 mx01.nicmail.ru.; 5 mx02.nicmail.ru.; 20 mx03.nicmail.ru.
gambiaembassy.ru,200,20 mx03.nicmail.ru.; 10 mx01.nicmail.ru.; 5 mx02.nicmail.ru.
germania.diplo.de,200,none
ghanaembassy-russia.com,HttpConnectTimeoutException: HTTP connect timed out,none
gorduma-voronezh.ru,200,none
gorduma.nnov.ru,301,10 mail.r52.ru.
gosnadzor.ru,SSLHandshakeException: Remote host terminated the handshake,20 mail7.gosnadzor.ru.; 30 r7-mail.gosnadzor.ru.; 10 mail5.gosnadzor.ru.
gossov.tatarstan.ru,HttpConnectTimeoutException: HTTP connect timed out,10 mx1.gossov.tatarstan.ru.; 20 mx2.gossov.tatarstan.ru.
goszakupki.tatarstan.ru,HttpConnectTimeoutException: HTTP connect timed out,none
