field,text
country_name,"State of Israel"
government_type,"parliamentary democracy"
capital,"Jerusalem"
chief_of_state,"President Isaac HERZOG (since 7 July 2021)"
head_of_government,"Prime Minister Benyamin NETANYAHU (since 29 December 2022)"
judicial_highest_courts,"Supreme Court (consists of the president, deputy president, 13 justices, and 2 registrars) and normally sits in panels of 3 justices; in special cases, the panel is expanded with an uneven number of justices"
constitution_history,"no formal constitution; some functions of a constitution are filled by the Declaration of Establishment (1948), the Basic Laws, and the Law of Return (as amended)"
