subdomain,http_status
cdu001-test.cdu.gov.hr,"Could not resolve host: cdu001-test.cdu.gov.hr"
demoleatest.cdu.gov.hr,"Could not resolve host: demoleatest.cdu.gov.hr"
businesscroatia.gov.hr,"SSL certificate problem: self-signed certificate"
demoskripta.cdu.gov.hr,"Could not resolve host: demoskripta.cdu.gov.hr"
demolea3.cdu.gov.hr,"Could not resolve host: demolea3.cdu.gov.hr"
autodiscover.mailtest4.cdu.gov.hr,"Could not resolve host: autodiscover.mailtest4.cdu.gov.hr"
demo1105.cdu.gov.hr,"Could not resolve host: demo1105.cdu.gov.hr"
demo1.webs001.cdu.gov.hr,"Could not resolve host: demo1.webs001.cdu.gov.hr"
addondomena.hr.webs004-demo.cdu.gov.hr,"Could not resolve host: addondomena.hr.webs004-demo.cdu.gov.hr"
ek-demo.cdu.gov.hr,"Could not resolve host: ek-demo.cdu.gov.hr"
hr.webst001-test.cdu.gov.hr,"Could not resolve host: hr.webst001-test.cdu.gov.hr"
lea3.patchtestiranje3.cdu.gov.hr,"Could not resolve host: lea3.patchtestiranje3.cdu.gov.hr"
demo2.webs002.cdu.gov.hr,"Could not resolve host: demo2.webs002.cdu.gov.hr"
mailout.cdu.gov.hr,"Could not resolve host: mailout.cdu.gov.hr"
leatest.patchwebs0210.cdu.gov.hr,"Could not resolve host: leatest.patchwebs0210.cdu.gov.hr"
demo0202.webs002.cdu.gov.hr,"Could not resolve host: demo0202.webs002.cdu.gov.hr"
demo2.webs001.cdu.gov.hr,"Could not resolve host: demo2.webs001.cdu.gov.hr"
jeer-mrosp.gov.hr,"Could not resolve host: jeer-mrosp.gov.hr"
demo1.webs000.cdu.gov.hr,"Could not resolve host: demo1.webs000.cdu.gov.hr"
isorportor.gov.hr,"Could not resolve host: isorportor.gov.hr"
demo3.webs002.cdu.gov.hr,"Could not resolve host: demo3.webs002.cdu.gov.hr"
leicatest.cdu.gov.hr,"Could not resolve host: leicatest.cdu.gov.hr"
demo1.webs002.cdu.gov.hr,"Could not resolve host: demo1.webs002.cdu.gov.hr"
info-udruge.gov.hr,"Could not resolve host: info-udruge.gov.hr"
info.fzo.gov.hr,"Could not resolve host: info.fzo.gov.hr"
crm.investcroatia.gov.hr,"SSL: no alternative certificate subject name matches target hostname 'crm.investcroatia.gov.hr'"
demo1.webs003.cdu.gov.hr,"Could not resolve host: demo1.webs003.cdu.gov.hr"
demo2.webs003.cdu.gov.hr,"Could not resolve host: demo2.webs003.cdu.gov.hr"
markotest.cdu.gov.hr,"Could not resolve host: markotest.cdu.gov.hr"
app.fzo.gov.hr,"Could not resolve host: app.fzo.gov.hr"
addon.test.ozujak1203.cdu.gov.hr,"Could not resolve host: addon.test.ozujak1203.cdu.gov.hr"
