subdomain,parent_domain,http_status
aac.gob.sv,gob.sv,403
acajutlaweb.cepa.gob.sv,gob.sv,SSL certificate problem: unable to get local issuer certificate
admin.alcaldialaunion.gob.sv,gob.sv,Could not resolve host: admin.alcaldialaunion.gob.sv
ads.zacatecoluca.gob.sv,gob.sv,Could not resolve host: ads.zacatecoluca.gob.sv
aduana.gob.sv,gob.sv,Recv failure: Connexion ré-initialisée par le correspondant
afiliados.ssf.gob.sv,gob.sv,403
agenda.gob.sv,gob.sv,Could not resolve host: agenda.gob.sv
ahuachapan.gob.sv,gob.sv,Could not resolve host: ahuachapan.gob.sv
alcaldiadechilanga.gob.sv,gob.sv,Could not resolve host: alcaldiadechilanga.gob.sv
alcaldiadecoatepeque.gob.sv,gob.sv,Could not resolve host: alcaldiadecoatepeque.gob.sv
alcaldiadeilopango.gob.sv,gob.sv,Resolving timed out after 3000 milliseconds
alcaldiadejayaque.gob.sv,gob.sv,Could not resolve host: alcaldiadejayaque.gob.sv
alcaldiadejicalapa.gob.sv,gob.sv,Could not resolve host: alcaldiadejicalapa.gob.sv
alcaldiadejocoro.gob.sv,gob.sv,Could not resolve host: alcaldiadejocoro.gob.sv
alcaldiademetapan.gob.sv,gob.sv,Could not resolve host: alcaldiademetapan.gob.sv
alcaldiadenahulingo.gob.sv,gob.sv,Could not resolve host: alcaldiadenahulingo.gob.sv
alcaldiadenahulingo.gob.sv.cp-14.webhostbox.net,gob.sv,SSL: no alternative certificate subject name matches target hostname 'alcaldiadenahulingo.gob.sv.cp-14.webhostbox.net'
alcaldiadesanlorenzo.gob.sv,gob.sv,Could not resolve host: alcaldiadesanlorenzo.gob.sv
alcaldiadesanpedromasahuat.gob.sv,gob.sv,Could not resolve host: alcaldiadesanpedromasahuat.gob.sv
alcaldiadesanvicente.gob.sv,gob.sv,Could not resolve host: alcaldiadesanvicente.gob.sv
alcaldiadetonacatepeque.gob.sv,gob.sv,Could not resolve host: alcaldiadetonacatepeque.gob.sv
alcaldiaguazapa.gob.sv,gob.sv,Could not resolve host: alcaldiaguazapa.gob.sv
alcaldialaunion.gob.sv,gob.sv,Could not resolve host: alcaldialaunion.gob.sv
alcaldiamunicipaldejocoro.gob.sv,gob.sv,Could not resolve host: alcaldiamunicipaldejocoro.gob.sv
alcaldianejapa.gob.sv,gob.sv,Could not resolve host: alcaldianejapa.gob.sv
alcaldiasancarlos.gob.sv,gob.sv,Could not resolve host: alcaldiasancarlos.gob.sv
alcaldiasanjosevillanueva.gob.sv,gob.sv,Could not resolve host: alcaldiasanjosevillanueva.gob.sv
alcaldiasanluisdelcarmen.gob.sv,gob.sv,Could not resolve host: alcaldiasanluisdelcarmen.gob.sv
alcaldiasansebastian.gob.sv,gob.sv,Could not resolve host: alcaldiasansebastian.gob.sv
alcaldiasensuntepeque.gob.sv,gob.sv,Could not resolve host: alcaldiasensuntepeque.gob.sv
alcaldiatexis.gob.sv,gob.sv,Could not resolve host: alcaldiatexis.gob.sv
alcaldiausulutan.gob.sv,gob.sv,Could not resolve host: alcaldiausulutan.gob.sv
alcaldiavillaelcarmen.gob.sv,gob.sv,Could not resolve host: alcaldiavillaelcarmen.gob.sv
almsrv.rnpn.gob.sv,gob.sv,Could not resolve host: almsrv.rnpn.gob.sv
amp.gob.sv,gob.sv,200
amsjo.gob.sv,gob.sv,Could not resolve host: amsjo.gob.sv
amst.gob.sv,gob.sv,Could not resolve host: amst.gob.sv
amsv.gob.sv,gob.sv,200
antiguocuscatlan.gob.sv,gob.sv,301
aplicaciones.bmi.gob.sv,gob.sv,Could not resolve host: aplicaciones.bmi.gob.sv
aplicaciones.correos.gob.sv,gob.sv,Operation timed out after 3001 milliseconds with 0 bytes received
aplicaciones.isbm.gob.sv,gob.sv,Connection timed out after 3001 milliseconds
aplicaciones.tacachico.gob.sv,gob.sv,Could not resolve host: aplicaciones.tacachico.gob.sv
aplicaciones03.isbm.gob.sv,gob.sv,Could not resolve host: aplicaciones03.isbm.gob.sv
aplicaciones04.isbm.gob.sv,gob.sv,Connection timed out after 3002 milliseconds
aplicaciones06.isbm.gob.sv,gob.sv,Connection timed out after 3002 milliseconds
aplicaciones1.bmi.gob.sv,gob.sv,Could not resolve host: aplicaciones1.bmi.gob.sv
app.bandesal.gob.sv,gob.sv,403
app1.bandesal.gob.sv,gob.sv,Could not resolve host: app1.bandesal.gob.sv
app2.bandesal.gob.sv,gob.sv,Could not resolve host: app2.bandesal.gob.sv
apps.alcaldiadejayaque.gob.sv,gob.sv,Could not resolve host: apps.alcaldiadejayaque.gob.sv
apps.ccr.gob.sv,gob.sv,503
apps.csj.gob.sv,gob.sv,403
apps.gob.sv,gob.sv,Could not resolve host: apps.gob.sv
apps.migracion.gob.sv,gob.sv,200
apps.tacachico.gob.sv,gob.sv,Could not resolve host: apps.tacachico.gob.sv
aps.isss.gob.sv,gob.sv,Could not resolve host: aps.isss.gob.sv
arambala.gob.sv,gob.sv,Could not resolve host: arambala.gob.sv
arambala.rree.gob.sv,gob.sv,Resolving timed out after 3000 milliseconds
asamblea.gob.sv,gob.sv,SSL certificate problem: unable to get local issuer certificate
atencion.rnpn.gob.sv,gob.sv,403
atencionciudadana.gob.sv,gob.sv,Could not resolve host: atencionciudadana.gob.sv
aulavirtual.asamblea.gob.sv,gob.sv,Could not resolve host: aulavirtual.asamblea.gob.sv
aulavirtual.tse.gob.sv,gob.sv,200
autenticacion.asamblea.gob.sv,gob.sv,Could not resolve host: autenticacion.asamblea.gob.sv
auth.miempresa.gob.sv,gob.sv,Could not resolve host: auth.miempresa.gob.sv
autodiscover.alcaldiadecoatepeque.gob.sv,gob.sv,Could not resolve host: autodiscover.alcaldiadecoatepeque.gob.sv
autodiscover.alcaldiadeilopango.gob.sv,gob.sv,Resolving timed out after 3000 milliseconds
autodiscover.alcaldiadejicalapa.gob.sv,gob.sv,Could not resolve host: autodiscover.alcaldiadejicalapa.gob.sv
autodiscover.alcaldiadejocoro.gob.sv,gob.sv,Could not resolve host: autodiscover.alcaldiadejocoro.gob.sv
autodiscover.alcaldiadesanvicente.gob.sv,gob.sv,Could not resolve host: autodiscover.alcaldiadesanvicente.gob.sv
autodiscover.alcaldiasanjosevillanueva.gob.sv,gob.sv,Could not resolve host: autodiscover.alcaldiasanjosevillanueva.gob.sv
autodiscover.alcaldiasanluisdelcarmen.gob.sv,gob.sv,Could not resolve host: autodiscover.alcaldiasanluisdelcarmen.gob.sv
autodiscover.alcaldiasansebastian.gob.sv,gob.sv,Could not resolve host: autodiscover.alcaldiasansebastian.gob.sv
autodiscover.alcaldiasensuntepeque.gob.sv,gob.sv,Could not resolve host: autodiscover.alcaldiasensuntepeque.gob.sv
autodiscover.alcaldiavillaelcarmen.gob.sv,gob.sv,Could not resolve host: autodiscover.alcaldiavillaelcarmen.gob.sv
autodiscover.amsjo.gob.sv,gob.sv,Could not resolve host: autodiscover.amsjo.gob.sv
autodiscover.bcr.gob.sv,gob.sv,Connection timed out after 3001 milliseconds
autodiscover.cifco.gob.sv,gob.sv,Connection timed out after 3002 milliseconds
autodiscover.ciudadarce.gob.sv,gob.sv,Could not resolve host: autodiscover.ciudadarce.gob.sv
autodiscover.cojutepeque.gob.sv,gob.sv,403
autodiscover.colon.gob.sv,gob.sv,400
autodiscover.conasevi.gob.sv,gob.sv,Could not resolve host: autodiscover.conasevi.gob.sv
autodiscover.cuscatancingo.gob.sv,gob.sv,Could not resolve host: autodiscover.cuscatancingo.gob.sv
autodiscover.elrosariolapaz.gob.sv,gob.sv,Could not resolve host: autodiscover.elrosariolapaz.gob.sv
autodiscover.enepasa.gob.sv,gob.sv,Could not resolve host: autodiscover.enepasa.gob.sv
autodiscover.fisdl.gob.sv,gob.sv,Could not resolve host: autodiscover.fisdl.gob.sv
autodiscover.fonat.gob.sv,gob.sv,Could not resolve host: autodiscover.fonat.gob.sv
autodiscover.guachipilin.gob.sv,gob.sv,Could not resolve host: autodiscover.guachipilin.gob.sv
