field,text
country_name,"Kingdom of Bahrain"
government_type,"constitutional monarchy"
capital,"Manama"
chief_of_state,"King HAMAD bin Isa Al-Khalifa (since 6 March 1999)"
head_of_government,"Prime Minister Crown Prince SALMAN bin Hamad Al-Khalifa (since 11 November 2020)"
judicial_highest_courts,"Court of Cassation (consists of the chairman and 3 judges); Supreme Court of Appeal (consists of the chairman and 3 judges); Constitutional Court (consists of the president and 6 members); High Sharia Court of Appeal (court sittings include the president and at least one judge)"
constitution_history,"previous 1973; latest adopted 14 February 2002, entry into force 14 February 2002"
