subdomain,parent_domain,http_status
1.marneuli.gov.ge,gov.ge,"Could not resolve host: 1.marneuli.gov.ge"
123.hrajara.gov.ge,gov.ge,"Could not resolve host: 123.hrajara.gov.ge"
4phouse.tsageri.gov.ge,gov.ge,"Could not resolve host: 4phouse.tsageri.gov.ge"
5g.gov.ge,gov.ge,"200"
abkhazia.gov.ge,gov.ge,"302"
acc1.mfa.gov.ge,gov.ge,"Connection timed out after 3001 milliseconds"
access.mrg.gov.ge,gov.ge,"Connection timed out after 3002 milliseconds"
accreditation.mfa.gov.ge,gov.ge,"200"
addreg.reestri.gov.ge,gov.ge,"302"
adfs.mes.gov.ge,gov.ge,"Could not resolve host: adfs.mes.gov.ge"
admin.bfd.gov.ge,gov.ge,"Could not resolve host: admin.bfd.gov.ge"
admin.bsa.gov.ge,gov.ge,"Could not resolve host: admin.bsa.gov.ge"
admin.test.ems.dea.gov.ge,gov.ge,"Connection timed out after 3001 milliseconds"
ais-dashboard.archive.gov.ge,gov.ge,"403"
ais.archive.gov.ge,gov.ge,"200"
akhaltsikhe.gov.ge,gov.ge,"200"
apa.gov.ge,gov.ge,"301"
api.bfd.gov.ge,gov.ge,"Could not resolve host: api.bfd.gov.ge"
api.my.gov.ge,gov.ge,"200"
api.sp.gov.ge,gov.ge,"Connection timed out after 3002 milliseconds"
app.culturalroutes.gov.ge,gov.ge,"TLS connect error: error:0A000126:SSL routines::unexpected eof while reading"
app.iec.gov.ge,gov.ge,"SSL: no alternative certificate subject name matches target hostname 'app.iec.gov.ge'"
app.nplg.gov.ge,gov.ge,"Connection timed out after 3002 milliseconds"
app.stajireba.gov.ge,gov.ge,"Connection timed out after 3002 milliseconds"
apps.municipal.gov.ge,gov.ge,"301"
archival-services.gov.ge,gov.ge,"403"
archive.gov.ge,gov.ge,"200"
archives-ajara.gov.ge,gov.ge,"SSL: no alternative certificate subject name matches target hostname 'archives-ajara.gov.ge'"
aspindza.gov.ge,gov.ge,"Connection timed out after 3002 milliseconds"
atlas.mepa.gov.ge,gov.ge,"200"
auto.sa.gov.ge,gov.ge,"Connection timed out after 3002 milliseconds"
autodiscover.5g.gov.ge,gov.ge,"400"
autodiscover.abkhazia.gov.ge,gov.ge,"400"
autodiscover.apa.gov.ge,gov.ge,"302"
autodiscover.archives-ajara.gov.ge,gov.ge,"Could not resolve host: autodiscover.archives-ajara.gov.ge"
autodiscover.baghdati.gov.ge,gov.ge,"Could not resolve host: autodiscover.baghdati.gov.ge"
autodiscover.bolnisi.gov.ge,gov.ge,"Could not resolve host: autodiscover.bolnisi.gov.ge"
autodiscover.boulevard.gov.ge,gov.ge,"400"
autodiscover.chiatura.gov.ge,gov.ge,"Could not resolve host: autodiscover.chiatura.gov.ge"
autodiscover.cloud.gov.ge,gov.ge,"Connection timed out after 3002 milliseconds"
autodiscover.coworking.gov.ge,gov.ge,"Could not resolve host: autodiscover.coworking.gov.ge"
autodiscover.dea.gov.ge,gov.ge,"Connection timed out after 3000 milliseconds"
autodiscover.delta.gov.ge,gov.ge,"Could not resolve host: autodiscover.delta.gov.ge"
autodiscover.dmanisi.gov.ge,gov.ge,"Resolving timed out after 3000 milliseconds"
autodiscover.dusheti.gov.ge,gov.ge,"Could not resolve host: autodiscover.dusheti.gov.ge"
autodiscover.events.gov.ge,gov.ge,"Could not resolve host: autodiscover.events.gov.ge"
autodiscover.fablab.gov.ge,gov.ge,"Could not resolve host: autodiscover.fablab.gov.ge"
autodiscover.gardabani.gov.ge,gov.ge,"400"
autodiscover.geo.gov.ge,gov.ge,"Connection timed out after 3002 milliseconds"
autodiscover.gita.gov.ge,gov.ge,"Failed to connect to autodiscover.gita.gov.ge port 443 after 150 ms: Could not connect to server"
autodiscover.gori.gov.ge,gov.ge,"Could not resolve host: autodiscover.gori.gov.ge"
autodiscover.idea.gov.ge,gov.ge,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.idea.gov.ge'"
autodiscover.justice.gov.ge,gov.ge,"Connection timed out after 3002 milliseconds"
autodiscover.kaspi.gov.ge,gov.ge,"Resolving timed out after 3000 milliseconds"
autodiscover.keda.gov.ge,gov.ge,"400"
autodiscover.khashuri.gov.ge,gov.ge,"Could not resolve host: autodiscover.khashuri.gov.ge"
autodiscover.marneuli.gov.ge,gov.ge,"Could not resolve host: autodiscover.marneuli.gov.ge"
autodiscover.medeamuseum.gov.ge,gov.ge,"400"
autodiscover.megzuri.gov.ge,gov.ge,"Resolving timed out after 3000 milliseconds"
autodiscover.mes.gov.ge,gov.ge,"Failed to connect to autodiscover.mes.gov.ge port 443 after 194 ms: Could not connect to server"
autodiscover.mestia.gov.ge,gov.ge,"400"
autodiscover.mfa.gov.ge,gov.ge,"Connection timed out after 3002 milliseconds"
autodiscover.moh.gov.ge,gov.ge,"Connection timed out after 3002 milliseconds"
autodiscover.mrdi.gov.ge,gov.ge,"Connection timed out after 3002 milliseconds"
autodiscover.old.abkhazia.gov.ge,gov.ge,"Could not resolve host: autodiscover.old.abkhazia.gov.ge"
autodiscover.ozurgeti.gov.ge,gov.ge,"Could not resolve host: autodiscover.ozurgeti.gov.ge"
autodiscover.samtredia.gov.ge,gov.ge,"400"
autodiscover.scara.gov.ge,gov.ge,"Could not resolve host: autodiscover.scara.gov.ge"
autodiscover.soa.gov.ge,gov.ge,"Could not resolve host: autodiscover.soa.gov.ge"
autodiscover.ssps.gov.ge,gov.ge,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.ssps.gov.ge'"
autodiscover.terjola.gov.ge,gov.ge,"SSL certificate problem: unable to get local issuer certificate"
autodiscover.tkibuli.gov.ge,gov.ge,"400"
autodiscover.tsalka.gov.ge,gov.ge,"Resolving timed out after 3000 milliseconds"
autodiscover.zestafoni.gov.ge,gov.ge,"400"
autodiscover.zugdidi.gov.ge,gov.ge,"Could not resolve host: autodiscover.zugdidi.gov.ge"
autodiscover.zugdidicity.gov.ge,gov.ge,"Could not resolve host: autodiscover.zugdidicity.gov.ge"
av.cloud.gov.ge,gov.ge,"Connection timed out after 3001 milliseconds"
av.justice.gov.ge,gov.ge,"Could not resolve host: av.justice.gov.ge"
baghdati.gov.ge,gov.ge,"Operation timed out after 3000 milliseconds with 0 bytes received"
barracuda.mfa.gov.ge,gov.ge,"Could not resolve host: barracuda.mfa.gov.ge"
bfd.gov.ge,gov.ge,"200"
bolnisi.gov.ge,gov.ge,"200"
borjomi.gov.ge,gov.ge,"Could not resolve host: borjomi.gov.ge"
boulevard.gov.ge,gov.ge,"200"
bs.napr.gov.ge,gov.ge,"200"
bsa.gov.ge,gov.ge,"Could not resolve host: bsa.gov.ge"
bti.reestri.gov.ge,gov.ge,"302"
cagareli.hrajara.gov.ge,gov.ge,"Resolving timed out after 3000 milliseconds"
cat.archive.gov.ge,gov.ge,"Resolving timed out after 3000 milliseconds"
catalog.nplg.gov.ge,gov.ge,"200"
cdn.trainings.gov.ge,gov.ge,"Could not resolve host: cdn.trainings.gov.ge"
cec.gov.ge,gov.ge,"301"
chat.declaration.gov.ge,gov.ge,"SSL: no alternative certificate subject name matches target hostname 'chat.declaration.gov.ge'"
chat.eugeo-readmission.gov.ge,gov.ge,"Connection timed out after 3000 milliseconds"
checkingeorgia.gov.ge,gov.ge,"SSL certificate problem: unable to get local issuer certificate"
chiatura.gov.ge,gov.ge,"200"
chiragdani.tskaltubo.gov.ge,gov.ge,"Could not resolve host: chiragdani.tskaltubo.gov.ge"
cloud.delta.gov.ge,gov.ge,"Could not resolve host: cloud.delta.gov.ge"
cloud.gov.ge,gov.ge,"Resolving timed out after 3000 milliseconds"
complaint.napr.gov.ge,gov.ge,"Recv failure: Connexion ré-initialisée par le correspondant"
confluence.es.gov.ge,gov.ge,"SSL certificate problem: unable to get local issuer certificate"
coworking.gov.ge,gov.ge,"200"
cpanel.5g.gov.ge,gov.ge,"200"
cpanel.abkhazia.gov.ge,gov.ge,"200"
cpanel.akhaltsikhe.gov.ge,gov.ge,"200"
cpanel.apa.gov.ge,gov.ge,"Could not resolve host: cpanel.apa.gov.ge"
cpanel.archives-ajara.gov.ge,gov.ge,"Could not resolve host: cpanel.archives-ajara.gov.ge"
cpanel.baghdati.gov.ge,gov.ge,"200"
cpanel.bfd.gov.ge,gov.ge,"Could not resolve host: cpanel.bfd.gov.ge"
cpanel.bolnisi.gov.ge,gov.ge,"200"
cpanel.boulevard.gov.ge,gov.ge,"Resolving timed out after 3000 milliseconds"
cpanel.chiatura.gov.ge,gov.ge,"Could not resolve host: cpanel.chiatura.gov.ge"
cpanel.coworking.gov.ge,gov.ge,"Resolving timed out after 3001 milliseconds"
cpanel.diaspora.gov.ge,gov.ge,"Could not resolve host: cpanel.diaspora.gov.ge"
cpanel.dmanisi.gov.ge,gov.ge,"200"
cpanel.dusheti.gov.ge,gov.ge,"Could not resolve host: cpanel.dusheti.gov.ge"
cpanel.events.gov.ge,gov.ge,"Resolving timed out after 3000 milliseconds"
cpanel.fablab.gov.ge,gov.ge,"Could not resolve host: cpanel.fablab.gov.ge"
cpanel.gardabani.gov.ge,gov.ge,"Could not resolve host: cpanel.gardabani.gov.ge"
cpanel.garemo-adjara.gov.ge,gov.ge,"Could not resolve host: cpanel.garemo-adjara.gov.ge"
cpanel.gdi.gov.ge,gov.ge,"Resolving timed out after 3000 milliseconds"
cpanel.gita.gov.ge,gov.ge,"Could not resolve host: cpanel.gita.gov.ge"
cpanel.gori.gov.ge,gov.ge,"Could not resolve host: cpanel.gori.gov.ge"
cpanel.gori.mun.gov.ge,gov.ge,"Resolving timed out after 3000 milliseconds"
cpanel.gsc.gov.ge,gov.ge,"Could not resolve host: cpanel.gsc.gov.ge"
cpanel.hrajara.gov.ge,gov.ge,"200"
cpanel.idea.gov.ge,gov.ge,"SSL: no alternative certificate subject name matches target hostname 'cpanel.idea.gov.ge'"
cpanel.internet.gov.ge,gov.ge,"Could not resolve host: cpanel.internet.gov.ge"
cpanel.kaspi.gov.ge,gov.ge,"Could not resolve host: cpanel.kaspi.gov.ge"
cpanel.keda.gov.ge,gov.ge,"Could not resolve host: cpanel.keda.gov.ge"
cpanel.khashuri.gov.ge,gov.ge,"Could not resolve host: cpanel.khashuri.gov.ge"
cpanel.kids.gov.ge,gov.ge,"Could not resolve host: cpanel.kids.gov.ge"
cpanel.kvemokartli.gov.ge,gov.ge,"SSL: no alternative certificate subject name matches target hostname 'cpanel.kvemokartli.gov.ge'"
cpanel.lentekhi.gov.ge,gov.ge,"Could not resolve host: cpanel.lentekhi.gov.ge"
cpanel.marneuli.gov.ge,gov.ge,"Could not resolve host: cpanel.marneuli.gov.ge"
cpanel.mea.gov.ge,gov.ge,"Resolving timed out after 3000 milliseconds"
cpanel.medeamuseum.gov.ge,gov.ge,"200"
cpanel.megzuri.gov.ge,gov.ge,"Resolving timed out after 3000 milliseconds"
cpanel.mestia.gov.ge,gov.ge,"200"
cpanel.old.abkhazia.gov.ge,gov.ge,"Could not resolve host: cpanel.old.abkhazia.gov.ge"
cpanel.oz.gov.ge,gov.ge,"Could not resolve host: cpanel.oz.gov.ge"
cpanel.ozurgeti.gov.ge,gov.ge,"Could not resolve host: cpanel.ozurgeti.gov.ge"
cpanel.probation.gov.ge,gov.ge,"Could not resolve host: cpanel.probation.gov.ge"
cpanel.qsb.gov.ge,gov.ge,"Could not resolve host: cpanel.qsb.gov.ge"
cpanel.rustavi.gov.ge,gov.ge,"Could not resolve host: cpanel.rustavi.gov.ge"
cpanel.samtredia.gov.ge,gov.ge,"200"
cpanel.scara.gov.ge,gov.ge,"Could not resolve host: cpanel.scara.gov.ge"
cpanel.soa.gov.ge,gov.ge,"200"
cpanel.terjola.gov.ge,gov.ge,"SSL certificate problem: unable to get local issuer certificate"
cpanel.tkibuli.gov.ge,gov.ge,"Could not resolve host: cpanel.tkibuli.gov.ge"
cpanel.tsageri.gov.ge,gov.ge,"200"
cpanel.tsalka.gov.ge,gov.ge,"Could not resolve host: cpanel.tsalka.gov.ge"
cpanel.tskaltubo.gov.ge,gov.ge,"Could not resolve host: cpanel.tskaltubo.gov.ge"
cpanel.zestafoni.gov.ge,gov.ge,"200"
cpanel.zugdidi.gov.ge,gov.ge,"Could not resolve host: cpanel.zugdidi.gov.ge"
cpanel.zugdidicity.gov.ge,gov.ge,"Could not resolve host: cpanel.zugdidicity.gov.ge"
crp.napr.gov.ge,gov.ge,"302"
csbd.gov.ge,gov.ge,"Could not resolve host: csbd.gov.ge"
cybercube.cert.gov.ge,gov.ge,"Resolving timed out after 3001 milliseconds"
data.mepa.gov.ge,gov.ge,"Could not resolve host: data.mepa.gov.ge"
dav.archive.gov.ge,gov.ge,"SSL: no alternative certificate subject name matches target hostname 'dav.archive.gov.ge'"
