hostname,http_status,mx
afghanistan-vienna.org,301,none
agraroekonomik.at,301,10 mail.agraroekonomik.at.
aiz.at,200,10 mx.mymailwall.com.
algerische-botschaft.at,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,5 mail.dz-embassy-at.org.
ambasadat.net,200,10 mx1.emailsrvr.com.; 20 mx2.emailsrvr.com.
at.ambafrance.org,301,none
at.mfa.hr,ConnectException,none
at.mfa.lt,403,none
austria.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
austria.representation.ec.europa.eu,302,none
avzirl.at,200,10 mx01.hornetsecurity.com.; 20 mx02.hornetsecurity.com.; 30 mx03.hornetsecurity.com.; 40 mx04.hornetsecurity.com.
bda.at,301,10 mailx22.cna.at.; 10 mailx23.cna.at.; 10 mailx21.cna.at.; 10 mailx20.cna.at.
becs.mfa.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 maila.becs.mfa.gov.hu.; 10 mailb.becs.mfa.gov.hu.
bgld-landtag.at,301,11 mail.bgld-landtag.at.; 10 barracuda.bgld-landtag.at.
bh-botschaft.at,200,100 mxlb.ispgateway.de.
biz-up.at,301,10 bizup-at0i.mail.protection.outlook.com.
bundesforste.at,301,0 bundesforste-at.mail.protection.outlook.com.
bundesgaerten.at,301,10 mx.mymailwall.com.; 20 exchange.gartenbau.at.
bundesheer.at,404,10 mx1.bundesheer.at.; 20 mx2.bundesheer.at.
bundeskriminalamt.at,301,none
bupp.at,301,10 mail.bupp.at.
burghauptmannschaft.at,301,10 smtp1.wirtschaftsministerium.at.; 20 smtp2.wirtschaftsministerium.at.
chinaembassy.at,ConnectException,none
dunaj.veleposlanistvo.si,SSLHandshakeException: Remote host terminated the handshake,none
e-control.at,302,15 mail2.e-control.at.; 10 mail.e-control.at.
eeas.europa.eu,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
egyptembassyvienna.at,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching egyptembassyvienna.at found.,10 mx1.a1.net.
ehg-online.at,HttpConnectTimeoutException: HTTP connect timed out,10 mx1.jimdo.com.; 20 mx2.jimdo.com.
embangola.at,200,10 mail.embangola.at.
embnamibia.at,200,10 mx1.bon.at.
entwicklung.at,301,none
euro.centre.org,308,0 euro-centre-org.mail.protection.outlook.com.
feuerwehr-alberschwende.at,301,0 feuerwehr-alberschwende.at.
feuerwehr-doren.at,200,0 feuerwehrdoren-at02c.mail.protection.outlook.com.
feuerwehr-egg.at,HttpConnectTimeoutException: HTTP connect timed out,10 w00e0e1d.kasserver.com.
feuerwehr-hittisau.at,302,10 mail.feuerwehr-hittisau.at.
feuerwehr-klagenfurt.at,200,10 w0209160.kasserver.com.
feuerwehr-langenegg.at,200,10 dedi2632.your-server.de.
feuerwehr-ludesch.at,HttpConnectTimeoutException: HTTP connect timed out,10 mail.feuerwehr-ludesch.at.
feuerwehr-silbertal.at,301,10 mail.feuerwehr-silbertal.at.
feuerwehr.dornbirn.at,200,none
feuerwehr.duens.at,200,none
feuerwehr.graz.at,302,none
feuerwehr.puchenau.at,ConnectException,none
feuerwehrlingenau.at,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,10 mx01.easyname.eu.; 10 mx02.easyname.eu.
feuerwehrschule.at,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 mx.mymagenta.business.
ff-grillenberg.at,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching ff-grillenberg.at found.,10 w016f23c.kasserver.com.
ff-hernstein.at,ConnectException,10 mail.ff-hernstein.at.
ff-leonstein.at,HttpConnectTimeoutException: HTTP connect timed out,none
ff-pachfurth.at,301,10 mail.ff-pachfurth.at.
ff-wr-neudorf.at,301,0 ffwrneudorf-at0ec.mail.protection.outlook.com.
ffg.at,308,5 email.ffg.at.
ffmaissau.at,200,10 mail.ffmaissau.at.
ffneusiedl.at,HttpConnectTimeoutException: HTTP connect timed out,10 mail.ffneusiedl.at.
fgoe.org,200,10 fgoe-org.mail.eo.outlook.com.
finlandabroad.fi,301,10 mail.valtori.fi.
forwit.at,200,10 forwit-at.mail.protection.outlook.com.
fw-duenserberg.jimdofree.com,200,none
fw-rankweil.at,200,10 fwrankweil-at0e.mail.protection.outlook.com.
geologie.ac.at,ConnectException,20 mx2.geosphere.at.; 10 mx1.geosphere.at.
geosphere.at,302,20 zaairon2.zamg.ac.at.; 10 zaairon1.zamg.ac.at.
ghanaembassy.at,200,5 mx1.hostinger.com.; 10 mx2.hostinger.com.
goeg.at,200,10 goeg-at.mail.eo.outlook.com.
hesek.net,ConnectException,10 mail.hesek.net.
hk-schweiz.at,301,10 mx01.hornetsecurity.com.; 20 mx02.hornetsecurity.com.; 30 mx03.hornetsecurity.com.; 40 mx04.hornetsecurity.com.
innsbruck.mfa.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 maila.innsbruck.mfa.gov.hu.; 10 mailb.innsbruck.mfa.gov.hu.
j1dev.agrarforschung.at,301,none
jesuiten.org,301,10 jesuiten-org.mail.protection.outlook.com.
jordanembassy.at,307,0 jordanembassy-at.mail.protection.outlook.com.
kaerntner-linien.at,301,10 kaerntnerlinien-at02c.mail.protection.outlook.com.
kenyaembassyvienna.at,200,10 mx1.ipax.at.; 10 mx2.ipax.at.
