field,text
country_name,"Republic of Cameroon"
government_type,"presidential republic"
capital,"Yaounde"
chief_of_state,"President Paul BIYA (since 6 November 1982)"
head_of_government,"Prime Minister Joseph NGUTE (since 4 January 2019)"
judicial_highest_courts,"Supreme Court of Cameroon (consists of 9 titular and 6 surrogate judges and organized into judicial, administrative, and audit chambers); Constitutional Council (consists of 11 members)"
constitution_history,"several previous; latest effective 18 January 1996"
