domain,label,level,name
gob.ar,turismocatamarca,central-1,Turismo de la Provincia de Catamarca
gob.ar,tvrionegrina,central-1,Radio y Televisión Río Negro
gob.ar,viviendacatamarca,central-1,Instituto Provincial de la Vivienda (Catamarca)
gob.ar,147pilar,local,Línea 147 de la Municipalidad del Pilar (Buenos Aires)
gob.ar,alpacorral,local,Municipalidad de Alpa Corral (Córdoba)
gob.ar,alumine,local,Municipalidad de Aluminé (Neuquén)
gob.ar,armstrong,local,Municipalidad de Armstrong (Santa Fe)
gob.ar,atalivaroca,local,Comisión de Fomento de Ataliva Roca (La Pampa)
gob.ar,avellaneda,local,Municipalidad de Avellaneda (Buenos Aires)
gob.ar,bahia,local,Municipalidad de Bahía Blanca (Buenos Aires)
gob.ar,bahiablanca,local,Municipalidad de Bahia Blanca (Buenos Aires)
gob.ar,bahiaemprende,local,Bahía Emprende - Municipalidad de Bahía Blanca (Buenos Aires)
gob.ar,baldissera,local,Municipalidad de General Baldissera (Córdoba)
gob.ar,barilocheturismo,local,Turismo de San Carlos de Bariloche (Río Negro)
gob.ar,bellaitalia,local,Comuna de Bella Italia (Santa Fe)
gob.ar,bialetmasse,local,Municipalidad de Bialet Massé (Córdoba)
gob.ar,bovril,local,Municipalidad de Bovril (Entre Ríos)
gob.ar,cabalango,local,Comuna de Cabalango (Córdoba)
gob.ar,camiloaldao,local,Municipalidad de Camilo Aldao (Córdoba)
gob.ar,campana,local,Municipalidad de Campana (Buenos Aires)
gob.ar,campogrande,local,Municipalidad de Campo Grande
gob.ar,canuelas,local,Municipalidad de Cañuelas (Buenos Aires)
gob.ar,cipolletti,local,Municipalidad de Cipolletti (Río Negro)
gob.ar,ciudadmalvinas,local,Municipalidad de Malvinas Argentinas
gob.ar,coloniapellegrini,local,Municipalidad de Colonia Carlos Pellegrini (Corrientes)
gob.ar,comunadealejandra,local,Comuna de Alejandra (Santa Fe)
gob.ar,comunadepilar,local,Comuna de Pilar (Santa Fe)
gob.ar,concejocdg,local,Concejo Municipal de Cañada de Gómez (Santa Fe)
gob.ar,concejoreconquista,local,Concejo Municipal de Reconquista (Santa Fe)
gob.ar,concejovillamaria,local,Concejo Deliberante de Villa María (Córdoba)
gob.ar,concordia,local,Municipalidad de Concordia (Entre Ríos)
gob.ar,conquistadores,local,Municipalidad de Los Conquistadores (Entre Ríos)
gob.ar,cordoba,local,Municipalidad de Córdoba
gob.ar,coronda,local,Municipalidad de Coronda (Santa Fe)
gob.ar,cruzdelosmilagros,local,Municipalidad de Cruz de los Milagros (Corrientes)
gob.ar,cuestablanca,local,Comuna de Cuesta Blanca (Córdoba)
gob.ar,dalmaciovelez,local,Municipalidad de Dalmacio Vélez (Córdoba)
gob.ar,defensoriabariloche,local,Defensoría del Pueblo de San Carlos de Bariloche (Río Negro)
gob.ar,deliberanteobera,local,Concejo Deliberante de Oberá (Misiones)
gob.ar,dorrego,local,Municipalidad de Coronel Dorrego (Buenos Aires)
gob.ar,eduardocastex,local,Municipalidad de Eduardo Castex (La Pampa)
gob.ar,elchalten,local,Municipalidad de El Chaltén (Santa Cruz)
gob.ar,eltio,local,Municipalidad de El Tío (Córdoba)
gob.ar,eltrebol,local,Municipalidad de El Trébol (Santa Fe)
gob.ar,estebanecheverria,local,Municipalidad de Esteban Echeverría (Buenos Aires)
gob.ar,federal,local,Municipalidad de Federal (Entre Ríos)
gob.ar,generalarenales,local,Municipalidad de General Arenales (Buenos Aires)
gob.ar,generalroca,local,Municipalidad de General Roca (Río Negro)
gob.ar,godoycruz,local,Municipalidad de Godoy Cruz (Mendoza)
gob.ar,gonzaleschaves,local,Municipalidad de Adolfo Gonzales Chaves (Buenos Aires)
gob.ar,gralfernandezoro,local,Municipalidad de General Fernández Oro (Río Negro)
gob.ar,hcdbahiablanca,local,Concejo Deliberante de Bahía Blanca (Buenos Aires)
gob.ar,hcdcaletaolivia,local,Concejo Deliberante de Caleta Olivia (Santa Cruz)
gob.ar,hcddorrego,local,Concejo Deliberante de Coronel Dorrego (Buenos Aires)
gob.ar,hcdeduardocastex,local,Concejo Deliberante de Eduardo Castex (La Pampa)
gob.ar,hcdlanus,local,Concejo Deliberante de Lanús (Buenos Aires)
gob.ar,hcdmarcospaz,local,Concejo Deliberante de Marcos Paz (Buenos Aires)
gob.ar,hcdnecochea,local,Concejo Deliberante de Necochea (Buenos Aires)
gob.ar,hcdptosantacruz,local,Concejo Deliberante de Puerto Santa Cruz (Santa Cruz)
gob.ar,hcdpuertorico,local,Concejo Deliberante de Puerto Rico (Misiones)
gob.ar,hcdsancayetano,local,Concejo Deliberante de San Cayetano (Buenos Aires)
gob.ar,hcdvictorica,local,Concejo Deliberante de Victorica (La Pampa)
gob.ar,hcdvlopez,local,Concejo Deliberante de Vicente López (Buenos Aires)
gob.ar,hipolitoyrigoyen,local,Municipalidad de Hipólito Yrigoyen
gob.ar,lacautiva,local,Municipalidad de La Cautiva (Córdoba)
gob.ar,lacumbre,local,Municipalidad de La Cumbre (Córdoba)
gob.ar,lafrancia,local,Municipalidad de La Francia (Córdoba)
gob.ar,lagranja,local,Municipalidad de La Granja (Córdoba)
gob.ar,lamendieta,local,Municipalidad de La Mendieta (Jujuy)
gob.ar,lanus,local,Municipalidad de Lanus (Buenos Aires)
gob.ar,lapaz,local,Municipalidad de La Paz
gob.ar,laplata,local,Municipalidad de La Plata (Buenos Aires)
gob.ar,lapuertaambato,local,Municipalidad de La Puerta - Ambato (Catamarca)
gob.ar,laquiaca,local,Municipalidad de La Quiaca (Jujuy)
gob.ar,lasgrutasturismo,local,Turismo de Las Grutas - San Antonio Oeste (Río Negro)
gob.ar,lastermasderiohondo,local,Municipalidad de Las Termas de Río Hondo (Santiago del Estero)
gob.ar,lavalle,local,Municipalidad de Lavalle
gob.ar,lavallemendoza,local,Municipalidad de Lavalle (Mendoza)
gob.ar,lincoln,local,Municipalidad de Lincoln (Buenos Aires)
gob.ar,macia,local,Municipalidad de Maciá (Entre Ríos)
gob.ar,mardelplata,local,Municipalidad de General Pueyrredon - Mar del Plata
gob.ar,marull,local,Municipalidad de Marull (Córdoba)
gob.ar,mercedescorrientes,local,Municipalidad de Mercedes (Corrientes)
gob.ar,merlo,local,Municipalidad de Merlo
gob.ar,mibicitubici,local,Mi Bici Tu Bici - Municipalidad de Rosario (Santa Fe)
gob.ar,montecaseros,local,Municipalidad de Monte Caseros (Corrientes)
gob.ar,montehermoso,local,Municipalidad de Monte Hermoso (Buenos Aires)
gob.ar,montemaiz,local,Municipalidad de Monte Maíz (Córdoba)
gob.ar,montesdeoca,local,Comuna de Montes de Oca (Santa Fe)
gob.ar,moreno,local,Municipalidad de Moreno (Buenos Aires)
gob.ar,moron,local,Municipalidad de Morón (Buenos Aires)
gob.ar,mosconi,local,Municipalidad de General Mosconi (Salta)
gob.ar,mplibres,local,Municipalidad de Paso de los Libres (Corrientes)
gob.ar,munsenillosa,local,Municipalidad de Senillosa (Neuquén)
gob.ar,noetinger,local,Municipalidad de Noetinger (Córdoba)
gob.ar,nono,local,Municipalidad de Nono (Córdoba)
gob.ar,nonoturismo,local,Turismo de Nono (Córdoba)
gob.ar,oncativo,local,Municipalidad de Oncativo (Córdoba)
gob.ar,oroverde,local,Municipalidad de Oro Verde (Entre Ríos)
gob.ar,pasodeloslibres,local,Municipalidad de Paso de los Libres (Corrientes)
gob.ar,pehuajo,local,Municipalidad de Pehuajó (Buenos Aires)
gob.ar,pinamar,local,Municipalidad de Pinamar (Buenos Aires)
gob.ar,pinedo,local,Municipalidad de General Pinedo (Chaco)
gob.ar,pocito,local,Municipalidad de Pocito (San Juan)
gob.ar,portalandresito,local,Municipalidad de Comandante Andresito (Misiones)
gob.ar,potrerodelosfunes,local,Municipalidad de Potrero de los Funes (San Luis)
gob.ar,produccionrosario,local,Producción - Municipalidad de Rosario (Santa Fe)
gob.ar,puan,local,Municipalidad de Puan (Buenos Aires)
gob.ar,puertolibertad,local,Municipalidad de Puerto Libertad (Misiones)
gob.ar,pujato,local,Comuna de Pujato (Santa Fe)
gob.ar,quemuquemu,local,Municipalidad de Quemú Quemú (La Pampa)
gob.ar,quilmes,local,Municipalidad de Quilmes (Buenos Aires)
gob.ar,rafaela,local,Municipalidad de Rafaela (Santa Fe)
gob.ar,resistencia,local,Municipalidad de Resistencia (Chaco)
gob.ar,riogrande,local,Municipalidad de Río Grande (Tierra del Fuego)
gob.ar,rosario,local,Municipalidad de Rosario (Santa Fe)
gob.ar,rosariomasjoven,local,Rosario Más Joven - Municipalidad de Rosario (Santa Fe)
gob.ar,rosarionoticias,local,Noticias - Municipalidad de Rosario (Santa Fe)
gob.ar,sampacho,local,Municipalidad de Sampacho (Córdoba)
gob.ar,sanisidro,local,Municipalidad de San Isidro (Buenos Aires)
gob.ar,sanjorge,local,Municipalidad de San Jorge (Santa Fe)
gob.ar,sanmartinmza,local,Municipalidad de General San Martín (Mendoza)
gob.ar,sanpedrodejujuy,local,Municipalidad de San Pedro de Jujuy
gob.ar,sansalvadordejujuy,local,Municipalidad de San Salvador de Jujuy
gob.ar,sansalvadorer,local,Municipalidad de San Salvador (Entre Ríos)
gob.ar,santarosa,local,Municipalidad de Santa Rosa (La Pampa)
gob.ar,santotome,local,Municipalidad de Santo Tomé
gob.ar,tancacha,local,Municipalidad de Tancacha (Córdoba)
gob.ar,tanti,local,Municipalidad de Tanti (Córdoba)
gob.ar,tcmriogrande,local,Tribunal de Cuentas Municipal de Río Grande (Tierra del Fuego)
gob.ar,teodelina,local,Comuna de Teodelina (Santa Fe)
gob.ar,terminalrosario,local,Terminal de Ómnibus de Rosario (Santa Fe)
gob.ar,tigre,local,Municipalidad de Tigre (Buenos Aires)
gob.ar,toay,local,Municipalidad de Toay (La Pampa)
gob.ar,tornquist,local,Municipalidad de Tornquist (Buenos Aires)
gob.ar,tortugas,local,Comuna de Tortugas (Santa Fe)
gob.ar,trevelin,local,Municipalidad de Trevelin (Chubut)
gob.ar,unquillo,local,Municipalidad de Unquillo (Córdoba)
gob.ar,ushuaia,local,Municipalidad de Ushuaia (Tierra del Fuego)
gob.ar,vicentelopez,local,Municipalidad de Vicente Lopez (Buenos Aires)
gob.ar,victorica,local,Municipalidad de Victorica (La Pampa)
gob.ar,viedma,local,Municipalidad de Viedma (Río Negro)
gob.ar,villaberthet,local,Municipalidad de Villa Berthet (Chaco)
gob.ar,villamaria,local,Municipalidad de Villa María (Córdoba)
gob.ar,villapehuenia,local,Municipalidad de Villa Pehuenia (Neuquén)
gob.ar,villatrinidad,local,Comuna de Villa Trinidad (Santa Fe)
gob.ar,xn--caadadegomez-bhb,local,Municipalidad de Cañada de Gómez (Santa Fe)
gob.ar,xn--cauelas-5za,local,Municipalidad de Cañuelas (Buenos Aires)
gob.ar,zapala,local,Municipalidad de Zapala (Neuquén)
