subdomain,parent_domain,http_status,mx
1gov-accesschannels.gov.bw,gov.bw,Connection timed out after 3001 milliseconds,none
1gov-dev-gateway-acc.gov.bw,gov.bw,Connection timed out after 3000 milliseconds,none
1gov-dev-gateway.gov.bw,gov.bw,200,none
1gov-ext-gateway-acc.gov.bw,gov.bw,Failed to connect to 1gov-ext-gateway-acc.gov.bw port 443 after 2082 ms: Could not connect to server,none
1gov-iam-acc.gov.bw,gov.bw,Failed to connect to 1gov-iam-acc.gov.bw port 443 after 392 ms: Could not connect to server,none
1gov-int-gateway-acc.gov.bw,gov.bw,Failed to connect to 1gov-int-gateway-acc.gov.bw port 443 after 772 ms: Could not connect to server,none
1gov-int-gateway.gov.bw,gov.bw,Operation timed out after 3000 milliseconds with 0 bytes received,none
1gov-sr-helpdesk.gov.bw,gov.bw,200,none
1gov.gov.bw,gov.bw,200,none
accdev.gov.bw,gov.bw,Connection timed out after 3002 milliseconds,none
admin-thuo-letlotlo.gov.bw,gov.bw,Could not resolve host: admin-thuo-letlotlo.gov.bw,none
admin.botswanaspeaks.gov.bw,gov.bw,302,none
agc.gov.bw,gov.bw,Could not resolve host: agc.gov.bw,none
agreements.gov.bw,gov.bw,Could not resolve host: agreements.gov.bw,none
agrima.gov.bw,gov.bw,SSL certificate problem: certificate has expired,none
animalhealth-service-uat.gov.bw,gov.bw,Could not resolve host: animalhealth-service-uat.gov.bw,none
animalhealth-uat.gov.bw,gov.bw,SSL certificate problem: unable to get local issuer certificate,none
api.childprotection.gov.bw,gov.bw,Could not resolve host: api.childprotection.gov.bw,none
api.temo.gov.bw,gov.bw,Recv failure: Connexion ré-initialisée par le correspondant,none
app-ecsrm.gov.bw,gov.bw,Could not resolve host: app-ecsrm.gov.bw,none
appoint.gov.bw,gov.bw,200,none
assets-acc.gov.bw,gov.bw,Could not resolve host: assets-acc.gov.bw,none
assets-test.gov.bw,gov.bw,Failed to connect to assets-test.gov.bw port 443 after 586 ms: Could not connect to server,none
assets.gov.bw,gov.bw,Could not resolve host: assets.gov.bw,none
atlas.gov.bw,gov.bw,Could not resolve host: atlas.gov.bw,none
autodiscover.botswanaspeaks.gov.bw,gov.bw,Could not resolve host: autodiscover.botswanaspeaks.gov.bw,none
autodiscover.gov.bw,gov.bw,302,none
baits2.gov.bw,gov.bw,Could not resolve host: baits2.gov.bw,none
baits3-uat.gov.bw,gov.bw,401,none
baits3.gov.bw,gov.bw,Resolving timed out after 3000 milliseconds,none
baits3admin-uat.gov.bw,gov.bw,401,none
baits3admin.gov.bw,gov.bw,200,none
bdf-irecruit-uat.gov.bw,gov.bw,SSL certificate problem: unable to get local issuer certificate,none
bdf.gov.bw,gov.bw,Could not resolve host: bdf.gov.bw,none
bdfmail45.gov.bw,gov.bw,Could not resolve host: bdfmail45.gov.bw,none
bhis.gov.bw,gov.bw,502,none
bhmis.gov.bw,gov.bw,502,none
bhrims.gov.bw,gov.bw,Connection timed out after 3001 milliseconds,none
bobirwa.cdc.gov.bw,gov.bw,Connection timed out after 3000 milliseconds,none
bodamis.gov.bw,gov.bw,Connection timed out after 3000 milliseconds,none
boteti.cdc.gov.bw,gov.bw,Connection timed out after 3002 milliseconds,none
botswana.gov.bw,gov.bw,Connection timed out after 3001 milliseconds,none
botswanaemr.gov.bw,gov.bw,Connection timed out after 3000 milliseconds,none
botswanaspeaks.gov.bw,gov.bw,200,none
bpermit.gov.bw,gov.bw,Connection timed out after 3002 milliseconds,none
bpo01su300drccrsapp.bpol.gov.bw,gov.bw,Could not resolve host: bpo01su300drccrsapp.bpol.gov.bw,none
bpo01su303trccrs.bpol.gov.bw,gov.bw,Could not resolve host: bpo01su303trccrs.bpol.gov.bw,none
bpo01su304trccrsapp.bpol.gov.bw,gov.bw,Could not resolve host: bpo01su304trccrsapp.bpol.gov.bw,none
bpo01su311prdaplccrs.bpol.gov.bw,gov.bw,Could not resolve host: bpo01su311prdaplccrs.bpol.gov.bw,none
bpo01su54.bpol.gov.bw,gov.bw,Could not resolve host: bpo01su54.bpol.gov.bw,none
bpo01su55.bpol.gov.bw,gov.bw,Could not resolve host: bpo01su55.bpol.gov.bw,none
bpo01su56.bpol.gov.bw,gov.bw,Could not resolve host: bpo01su56.bpol.gov.bw,none
bpo01sw01ads01.bpol.gov.bw,gov.bw,Could not resolve host: bpo01sw01ads01.bpol.gov.bw,none
bpo01sw10.bpol.gov.bw,gov.bw,Could not resolve host: bpo01sw10.bpol.gov.bw,none
bpo01sw11.bpol.gov.bw,gov.bw,Could not resolve host: bpo01sw11.bpol.gov.bw,none
bpo50su01.bpol.gov.bw,gov.bw,Could not resolve host: bpo50su01.bpol.gov.bw,none
bpo50su02.bpol.gov.bw,gov.bw,Could not resolve host: bpo50su02.bpol.gov.bw,none
bpo50su03.bpol.gov.bw,gov.bw,Could not resolve host: bpo50su03.bpol.gov.bw,none
bpo50su05.bpol.gov.bw,gov.bw,Could not resolve host: bpo50su05.bpol.gov.bw,none
bpol.gov.bw,gov.bw,Could not resolve host: bpol.gov.bw,none
bps-test.gov.bw,gov.bw,Could not resolve host: bps-test.gov.bw,none
bps.gov.bw,gov.bw,Could not resolve host: bps.gov.bw,none
bpsmail.bpol.gov.bw,gov.bw,200,none
btv.gov.bw,gov.bw,Could not resolve host: btv.gov.bw,0 mx6.gov.bw.
cdc.gov.bw,gov.bw,Connection timed out after 3001 milliseconds,none
cfi.gov.bw,gov.bw,Could not resolve host: cfi.gov.bw,none
childprotection.gov.bw,gov.bw,SSL certificate problem: certificate has expired,none
cms-cct-acc.gov.bw,gov.bw,Could not resolve host: cms-cct-acc.gov.bw,none
cms-cct.gov.bw,gov.bw,Could not resolve host: cms-cct.gov.bw,none
cms-ic.gov.bw,gov.bw,Could not resolve host: cms-ic.gov.bw,none
cms-labour-acc.gov.bw,gov.bw,Could not resolve host: cms-labour-acc.gov.bw,none
cms-labour.gov.bw,gov.bw,Could not resolve host: cms-labour.gov.bw,none
cms-omb.gov.bw,gov.bw,Could not resolve host: cms-omb.gov.bw,none
cms.gov.bw,gov.bw,Could not resolve host: cms.gov.bw,none
cms1.gov.bw,gov.bw,401,none
cms2.gov.bw,gov.bw,Could not resolve host: cms2.gov.bw,none
collab-edge.gov.bw,gov.bw,Could not resolve host: collab-edge.gov.bw,none
commonapi-test.imaap.gov.bw,gov.bw,Could not resolve host: commonapi-test.imaap.gov.bw,none
coms-acc.gov.bw,gov.bw,Could not resolve host: coms-acc.gov.bw,none
coms.gov.bw,gov.bw,Could not resolve host: coms.gov.bw,none
comsmanager.gov.bw,gov.bw,Could not resolve host: comsmanager.gov.bw,none
cors.gov.bw,gov.bw,Could not resolve host: cors.gov.bw,none
covid19.gov.bw,gov.bw,Could not resolve host: covid19.gov.bw,none
covid19admin.gov.bw,gov.bw,Could not resolve host: covid19admin.gov.bw,none
covid19portal.gov.bw,gov.bw,Could not resolve host: covid19portal.gov.bw,none
covid19systems.gov.bw,gov.bw,Could not resolve host: covid19systems.gov.bw,none
cpanel.botswanaspeaks.gov.bw,gov.bw,Could not resolve host: cpanel.botswanaspeaks.gov.bw,none
cpanel.cdc.gov.bw,gov.bw,Could not resolve host: cpanel.cdc.gov.bw,none
cpanel.stc.gov.bw,gov.bw,Could not resolve host: cpanel.stc.gov.bw,none
cpcalendars.botswanaspeaks.gov.bw,gov.bw,Could not resolve host: cpcalendars.botswanaspeaks.gov.bw,none
cpcalendars.cdc.gov.bw,gov.bw,Could not resolve host: cpcalendars.cdc.gov.bw,none
cpcalendars.stc.gov.bw,gov.bw,Could not resolve host: cpcalendars.stc.gov.bw,none
cpcontacts.botswanaspeaks.gov.bw,gov.bw,Could not resolve host: cpcontacts.botswanaspeaks.gov.bw,none
cpcontacts.cdc.gov.bw,gov.bw,Could not resolve host: cpcontacts.cdc.gov.bw,none
cpcontacts.stc.gov.bw,gov.bw,Could not resolve host: cpcontacts.stc.gov.bw,none
cra.gov.bw,gov.bw,Could not resolve host: cra.gov.bw,none
crashapi-test.imaap.gov.bw,gov.bw,Failed to connect to crashapi-test.imaap.gov.bw port 443 after 590 ms: Could not connect to server,none
crm-acc.gov.bw,gov.bw,Could not resolve host: crm-acc.gov.bw,none
crm-admin.gov.bw,gov.bw,200,none
crm.gov.bw,gov.bw,301,none
crmportal.gov.bw,gov.bw,301,none
csm1.gov.bw,gov.bw,Could not resolve host: csm1.gov.bw,none
csr.gov.bw,gov.bw,Could not resolve host: csr.gov.bw,none
cssapi-trade-acc.gov.bw,gov.bw,SSL certificate problem: certificate has expired,none
cssdptapi-trade-acc.gov.bw,gov.bw,404,none
cssmtiapi-trade-acc.gov.bw,gov.bw,403,none
cssrmq-trade-acc.gov.bw,gov.bw,404,none
cvsr.gov.bw,gov.bw,Could not resolve host: cvsr.gov.bw,none
dailynews.gov.bw,gov.bw,404,none
dbcache-acc.gov.bw,gov.bw,Could not resolve host: dbcache-acc.gov.bw,none
dchis.moh.gov.bw,gov.bw,SSL: no alternative certificate subject name matches target hostname 'dchis.moh.gov.bw',none
dcmcis.gov.bw,gov.bw,Could not resolve host: dcmcis.gov.bw,none
dev-baits3.gov.bw,gov.bw,Connection timed out after 3002 milliseconds,none
dev.cdc.gov.bw,gov.bw,Connection timed out after 3001 milliseconds,none
dev.cra.gov.bw,gov.bw,Could not resolve host: dev.cra.gov.bw,none
dev.rims.gov.bw,gov.bw,Could not resolve host: dev.rims.gov.bw,none
devadmin-baits3.gov.bw,gov.bw,Connection timed out after 3001 milliseconds,none
dhis.tsogojwame.gov.bw,gov.bw,404,none
dhis2sms.gov.bw,gov.bw,Could not resolve host: dhis2sms.gov.bw,none
dit-expe.gov.bw,gov.bw,Could not resolve host: dit-expe.gov.bw,none
dit-expe1.gov.bw,gov.bw,303,none
dit-expe2.gov.bw,gov.bw,Could not resolve host: dit-expe2.gov.bw,none
doingbusiness.gov.bw,gov.bw,Failed to connect to doingbusiness.gov.bw port 443 after 397 ms: Could not connect to server,none
dpms.mfdp.gov.bw,gov.bw,Connection timed out after 3002 milliseconds,none
dreams.gov.bw,gov.bw,Connection timed out after 3002 milliseconds,none
dsmcis.gov.bw,gov.bw,Could not resolve host: dsmcis.gov.bw,none
dwmsmti.gov.bw,gov.bw,Could not resolve host: dwmsmti.gov.bw,none
ecsrm.gov.bw,gov.bw,Could not resolve host: ecsrm.gov.bw,none
ecsrmhelpdesk.gov.bw,gov.bw,Failed to connect to ecsrmhelpdesk.gov.bw port 443 after 582 ms: Could not connect to server,none
elk-acc.gov.bw,gov.bw,Could not resolve host: elk-acc.gov.bw,none
elk.gov.bw,gov.bw,Could not resolve host: elk.gov.bw,none
enketo.childprotection.gov.bw,gov.bw,SSL certificate problem: certificate has expired,none
esaamlg.gov.bw,gov.bw,Connection timed out after 3002 milliseconds,none
eservices.gov.bw,gov.bw,Could not resolve host: eservices.gov.bw,none
ethuto.gov.bw,gov.bw,SSL certificate problem: certificate has expired,none
evisa.gov.bw,gov.bw,200,none
expe.gov.bw,gov.bw,Could not resolve host: expe.gov.bw,none
feedbackauth.gov.bw,gov.bw,302,none
feedbackhub.gov.bw,gov.bw,200,none
fenyacovid.gov.bw,gov.bw,302,none
fileshare.gov.bw,gov.bw,Connection timed out after 3002 milliseconds,none
finance.gov.bw,gov.bw,Could not resolve host: finance.gov.bw,none
forms.childprotection.gov.bw,gov.bw,Could not resolve host: forms.childprotection.gov.bw,none
forums.gov.bw,gov.bw,Connection timed out after 3000 milliseconds,none
ftmms.gov.bw,gov.bw,Connection timed out after 3001 milliseconds,none
