hostname,score,sources,label,level
statsbots.org.bw,7,wikidata;wikidata,Statistics Botswana | Central Statistics Office,central
bankofbotswana.bw,4,wikidata,Bank of Botswana,
bera.co.bw,4,wikidata,Botswana Energy Regulatory Authority,
bobstandards.bw,4,wikidata,Botswana Bureau of Standards,
bocra.org.bw,4,wikidata,Botswana Communications Regulatory Authority,
bqa.org.bw,4,wikidata,Botswana Qualifications Authority,
burs.org.bw,4,wikidata,Botswana Unified Revenue Service,central
bw.usembassy.gov,4,wikidata,"Embassy of the United States, Gaborone",central
gamblingauthority.co.bw,4,wikidata,Botswana Gambling Authority,
nacb.org.bw,4,wikidata,National Arts Council of Botswana,central
botswana.mid.ru,3,wikidata,embassy of Russia in Botswana,central
bw.ambafrance.org,3,wikidata,"Embassy of France, Gaborone",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Botswana and SADC,central
gaborone.diplo.de,3,wikidata,"Embassy of Germany, Gaborone",central
localbotswana.com,3,wikidata,Kgalagadi Land Board,
wuc.bw,2,wikidata;wikidata;wikidata,Water Utilities Corporation Serowe Service Centre | Water Utilities Corporation Mahalpye | Molepolole Water Utilities Corporation,
