hostname,score,sources,label,level
congresonacional.hn,7,wikidata;wikidata,National Congress of Honduras,central
jesuitascam.org,6,wikidata;wikidata,Jesuit Province of Central America,
taiwanembassy.org,6,wikidata;wikidata,"Embassy of the Republic of China (Taiwan), Tegucigalpa",central
bch.hn,4,wikidata,Central Bank of Honduras,central
cne.hn,4,wikidata,National Electoral Council of Honduras,central
hn.usembassy.gov,4,wikidata,Embassy of the United States of America in Tegucigalpa,central
ihah.hn,4,wikidata,Instituto Hondureño de Antropología e Historia,
ihss.hn,4,wikidata,Honduran Social Security Institute,
iht.hn,4,wikidata,Q17634842,
mp.hn,4,wikidata,Public Prosecutor's Office,
ccetegucigalpa.org,3,wikidata,Centro Cultural de España Tegucigalpa,
eeas.europa.eu,3,wikidata,Delegation of the European Union to Honduras,
hn.ambafrance.org,3,wikidata,"Embassy of France, Tegucigalpa",central
tegucigalpa.diplo.de,3,wikidata,"Embassy of Germany, Tegucigalpa",central
web.archive.org,3,wikidata,Archivo Nacional de Honduras,
