hostname,http_status,mx
ambassadealgerieconakry.info,ConnectException,none
anss-guinee.org,200,10 mx1.mail.ovh.net.; 30 mx3.mail.ovh.net.; 20 mx2.mail.ovh.net.; 40 mx4.mail.ovh.net.; 1 mx0.mail.ovh.net.
bcrg-guinee.org,301,0 bcrgguinee-org01b.mail.protection.outlook.com.
ceniguinee.org,521,none
conakry.diplo.de,200,10 mx1.bund.de.; 10 mx2.bund.de.
conakry.mfa.ir,307,none
eeas.europa.eu,200,10 mxb-00338601.gslb.pphosted.com.; 10 mxa-00338601.gslb.pphosted.com.
ghanaembassy-guinea.com,ConnectException,none
gn.ambafrance.org,301,5 mta-gw.infomaniak.ch.
guinea.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
insp-guinee.org,301,none
irag-guinee.org,200,none
misiones.cubaminrex.cu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
stat-guinee.org,200,none
