hostname,http_status,mx
academialenguarapanui.cl,HttpTimeoutException: request timed out,0 mail.academialenguarapanui.cl.
aduana.cl,HttpConnectTimeoutException: HTTP connect timed out,10 aduana-cl.mail.protection.outlook.com.
agenciaeducacion.cl,301,1 aspmx.l.google.com.; 10 aspmx3.googlemail.com.; 5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 aspmx2.googlemail.com.
anid.cl,HttpConnectTimeoutException: HTTP connect timed out,15 anid-cl.mail.protection.outlook.com.
archivonacional.cl,HttpConnectTimeoutException: HTTP connect timed out,10 smtp.dibam.cl.
bcentral.cl,HttpConnectTimeoutException: HTTP connect timed out,10 mx2.hc4571-96.iphmx.com.; 10 mx1.hc4571-96.iphmx.com.
bibliotecaspublicas.cl,HttpTimeoutException: request timed out,0 bibliotecaspublicas.cl.
bienesnacionales.cl,301,none
bomberos.cl,HttpConnectTimeoutException: HTTP connect timed out,0 bomberos-cl.mail.protection.outlook.com.
bomberosancud.cl,HttpConnectTimeoutException: HTTP connect timed out,0 bomberosancud.cl.
bomberosconchali.cl,200,1 ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.; 5 ALT2.ASPMX.L.GOOGLE.COM.
bomberoscopiapo.cl,HttpConnectTimeoutException: HTTP connect timed out,none
bomberosmaipu.cl,HttpConnectTimeoutException: HTTP connect timed out,0 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.; 10 aspmx2.googlemail.com.; 10 aspmx3.googlemail.com.
bomberosvinadelmar.cl,HttpConnectTimeoutException: HTTP connect timed out,0 bomberosvinadelmar-cl.mail.protection.outlook.com.
cajmetro.cl,HttpConnectTimeoutException: HTTP connect timed out,dig error
camara.cl,HttpConnectTimeoutException: HTTP connect timed out,10 relay.camara.cl.
carabineros.cl,ConnectException,20 d141429b.ess.barracudanetworks.com.; 10 d141429a.ess.barracudanetworks.com.
cbgranja.cl,HttpConnectTimeoutException: HTTP connect timed out,5 ALT2.ASPMX.L.GOOGLE.COM.; 1 ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.
