subdomain,http_status
aaa.teststeder.regjeringen.no,"Could not resolve host: aaa.teststeder.regjeringen.no"
beredskapssenter.regjeringen.no,"Could not resolve host: beredskapssenter.regjeringen.no"
antikorrupsjon.regjeringen.no,"Could not resolve host: antikorrupsjon.regjeringen.no"
beta.edit.regjeringen.no,"Could not resolve host: beta.edit.regjeringen.no"
beta.svar.regjeringen.no,"Could not resolve host: beta.svar.regjeringen.no"
bbb.teststeder.regjeringen.no,"Could not resolve host: bbb.teststeder.regjeringen.no"
betaedit.regjeringen.no,"Could not resolve host: betaedit.regjeringen.no"
build.regjeringen.no,"Could not resolve host: build.regjeringen.no"
cms12.regjeringen.no,"Could not resolve host: cms12.regjeringen.no"
ccc.teststeder.regjeringen.no,"Could not resolve host: ccc.teststeder.regjeringen.no"
data.regjeringen.no,"Could not resolve host: data.regjeringen.no"
ddd.teststeder.regjeringen.no,"Could not resolve host: ddd.teststeder.regjeringen.no"
dev.bak.regjeringen.no,"Could not resolve host: dev.bak.regjeringen.no"
dxp.regjeringen.no,"Could not resolve host: dxp.regjeringen.no"
direkte.regjeringen.no,"SSL: no alternative certificate subject name matches target hostname 'direkte.regjeringen.no'"
eee.teststeder.regjeringen.no,"Could not resolve host: eee.teststeder.regjeringen.no"
edit.regjeringen.no,"Could not resolve host: edit.regjeringen.no"
asylumregulations.teststeder.regjeringen.no,"302"
baerekraftnorge.teststeder.regjeringen.no,"302"
actionforequality.teststeder.regjeringen.no,"302"
files.stagesteder.regjeringen.no,"Could not resolve host: files.stagesteder.regjeringen.no"
eksternedit.regjeringen.no,"Could not resolve host: eksternedit.regjeringen.no"
fff.teststeder.regjeringen.no,"Could not resolve host: fff.teststeder.regjeringen.no"
folkehelsemelding.regjeringen.no,"Could not resolve host: folkehelsemelding.regjeringen.no"
ggg.teststeder.regjeringen.no,"Could not resolve host: ggg.teststeder.regjeringen.no"
beta.regjeringen.no,"301"
langskip.regjeringen.no,"Could not resolve host: langskip.regjeringen.no"
api.test.data.regjeringen.no,"404"
autismeogtourettesutvalget.teststeder.regjeringen.no,"302"
likestiltnorden2017.regjeringen.no,"Could not resolve host: likestiltnorden2017.regjeringen.no"
attache.teststeder.regjeringen.no,"302"
blogg.regjeringen.no,"302"
lov.teststeder.regjeringen.no,"Could not resolve host: lov.teststeder.regjeringen.no"
banklovkommisjonen.teststeder.regjeringen.no,"302"
22juli.teststeder.regjeringen.no,"302"
kurs.regjeringen.no,"Could not resolve host: kurs.regjeringen.no"
lov2.teststeder.regjeringen.no,"Could not resolve host: lov2.teststeder.regjeringen.no"
kurs.svar.regjeringen.no,"Could not resolve host: kurs.svar.regjeringen.no"
media.regjeringen.no,"TLS connect error: error:0A000410:SSL routines::ssl/tls alert handshake failure"
barnehagelarerrollen.teststeder.regjeringen.no,"302"
bedrestyringogledelse.teststeder.regjeringen.no,"302"
newafd.teststeder.regjeringen.no,"Could not resolve host: newafd.teststeder.regjeringen.no"
ny.regjeringen.no,"Could not resolve host: ny.regjeringen.no"
nygenerelldel.regjeringen.no,"Could not resolve host: nygenerelldel.regjeringen.no"
boligsosialpolitikk.teststeder.regjeringen.no,"302"
nettv.regjeringen.no,"SSL: no alternative certificate subject name matches target hostname 'nettv.regjeringen.no'"
blankholmutvalget.teststeder.regjeringen.no,"302"
az.teststeder.regjeringen.no,"302"
depkatalog.teststeder.regjeringen.no,"302"
beredskapssenter.teststeder.regjeringen.no,"302"
davidtest.teststeder.regjeringen.no,"302"
files.nettsteder.regjeringen.no,"400"
bpa.teststeder.regjeringen.no,"302"
files.teststeder.regjeringen.no,"400"
campusutvikling.teststeder.regjeringen.no,"302"
cert.teststeder.regjeringen.no,"302"
dev.regjeringen.no,"403"
granskingsutvalg-trygdeforordning.teststeder.regjeringen.no,"302"
old.frieinntekter.regjeringen.no,"Could not resolve host: old.frieinntekter.regjeringen.no"
byoglevekarsutvalget.teststeder.regjeringen.no,"302"
dssquiz.teststeder.regjeringen.no,"302"
byerogdistrikter.teststeder.regjeringen.no,"302"
delingsokonomiutvalget.teststeder.regjeringen.no,"302"
distriktsnaringsutvalget.teststeder.regjeringen.no,"302"
digitaldep.teststeder.regjeringen.no,"302"
dss.teststeder.regjeringen.no,"302"
etikkinformasjonsutvalget.teststeder.regjeringen.no,"302"
eiti.teststeder.regjeringen.no,"302"
dev.svar.regjeringen.no,"403"
samarbeidforarbeid.regjeringen.no,"Could not resolve host: samarbeidforarbeid.regjeringen.no"
dxp.svar.regjeringen.no,"302"
kommunedata.regjeringen.no,"301"
etikkutvalget.teststeder.regjeringen.no,"302"
frieinntekter.regjeringen.no,"301"
ecec.teststeder.regjeringen.no,"302"
r1814.regjeringen.no,"Could not resolve host: r1814.regjeringen.no"
regjeringen.no,"301"
eierskapskonferansen.teststeder.regjeringen.no,"302"
etikkradet3.teststeder.regjeringen.no,"302"
satispress.teststeder.regjeringen.no,"SSL: no alternative certificate subject name matches target hostname 'satispress.teststeder.regjeringen.no'"
sosentkokbok.regjeringen.no,"Could not resolve host: sosentkokbok.regjeringen.no"
satis.teststeder.regjeringen.no,"Could not resolve host: satis.teststeder.regjeringen.no"
evaluering-nye-metoder.teststeder.regjeringen.no,"302"
eierskapskonferansen2018.teststeder.regjeringen.no,"302"
familieportalen.teststeder.regjeringen.no,"302"
stage.svar.regjeringen.no,"Could not resolve host: stage.svar.regjeringen.no"
stagesteder.regjeringen.no,"Could not resolve host: stagesteder.regjeringen.no"
stage.regjeringen.no,"Could not resolve host: stage.regjeringen.no"
