subdomain,http_status,mx
2016.ibz.be,SSLHandshakeException > CertificateException: No subject alternative DNS name matching 2016.ibz.be found.,
a.apps.ibz.be,ConnectException > UnresolvedAddressException,
a.we.apps.ibz.be,ConnectException > UnresolvedAddressException,
adfs.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
api-a.ibz.be,ConnectException > UnresolvedAddressException,
api-d.ibz.be,ConnectException > UnresolvedAddressException,
api-p.ibz.be,ConnectException > UnresolvedAddressException,
api-t.ibz.be,ConnectException > UnresolvedAddressException,
api.ibz.be,SSLHandshakeException > CertificateException: No subject alternative DNS name matching api.ibz.be found.,
apim.a.platform.ibz.be,ConnectException > UnresolvedAddressException,
apim.a.we.platform.ibz.be,ConnectException > UnresolvedAddressException,
apim.d.platform.ibz.be,ConnectException > UnresolvedAddressException,
apim.d.we.platform.ibz.be,ConnectException > UnresolvedAddressException,
apim.p.platform.ibz.be,ConnectException > UnresolvedAddressException,
apim.p.we.platform.ibz.be,ConnectException > UnresolvedAddressException,
apim.t.platform.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
apim.t.we.platform.ibz.be,ConnectException > UnresolvedAddressException,
arma-acc.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
arma.ibz.be,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
arrivalcenterappointment.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
backstage.np.platform.ibz.be,ConnectException > UnresolvedAddressException,
backstage.np.we.platform.ibz.be,ConnectException > UnresolvedAddressException,
backstage.p.platform.ibz.be,ConnectException > UnresolvedAddressException,
backstage.p.we.platform.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-airalbania-prod.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-airalbania-test.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-airbelgium-prod.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
belpnr-airbelgium-test.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-anadolujet-prod.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-anadolujet-test.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-animawings-prod.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-animawings-test.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-danair-prod.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-danair-test.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-emirates-prod.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
belpnr-emirates-test.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-eurostar-prod.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-eurostar-test.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-flixbus-prod.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-flixbus-test.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-flyr-test.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-iberia-prod.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-nouvelair-prod.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-nouvelair-test.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
belpnr-pegasus-prod.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-pegasus-test.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-skyalps-prod.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-skyalps-test.ibz.be,ConnectException > UnresolvedAddressException,
belpnr-smartjet-test.ibz.be,ConnectException > UnresolvedAddressException,
beltiasacc.ibz.be,ConnectException > UnresolvedAddressException,
bosatest.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
box.ibz.be,ConnectException > UnresolvedAddressException,
certauth.sts.fgov.ibz.be,ConnectException > UnresolvedAddressException,
certauth.sts.ibz.be,ConnectException > UnresolvedAddressException,
cpcalendars.ibz.be,ConnectException > UnresolvedAddressException,
cpcontacts.ibz.be,ConnectException > UnresolvedAddressException,
cube-01.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
cube-02.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
d.apps.ibz.be,ConnectException > UnresolvedAddressException,
d.we.apps.ibz.be,ConnectException > UnresolvedAddressException,
developer.api-d.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
developer.ibz.be,ConnectException > UnresolvedAddressException,
developer.np.platform.ibz.be,403,
developer.np.we.platform.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
developer.p.platform.ibz.be,403,
developer.p.we.platform.ibz.be,403,
developer.platform.ibz.be,403,
dofi.ibz.be,302,
dvz-rsz-uniek-loket-client-a-0308356862.ibz.be,ConnectException > UnresolvedAddressException,
dvz-rsz-uniek-loket-client-p-0308356862.ibz.be,ConnectException > UnresolvedAddressException,
dvzrrnws.ibz.be,ConnectException > UnresolvedAddressException,
elocket-acc.ibz.be,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
elocket.ibz.be,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
eloketarma-acc.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
emigration.ibz.be,ConnectException > UnresolvedAddressException,
emm.ibz.be,ConnectException > UnresolvedAddressException,
encryption.services-acc-dvzoe.ibz.be,ConnectException > UnresolvedAddressException,
encryption.services-dvzoe.ibz.be,ConnectException > UnresolvedAddressException,
eufunding.ibz.be,301,
evigilis-uat.ibz.be,ConnectException > UnresolvedAddressException,
evigilis.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
evigilisadmintest.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
evigilisapitest.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
evigiliscardtest.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
evigilistest.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
evigilistestidp.ibz.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
eviglisapitest.ibz.be,ConnectException > UnresolvedAddressException,
external.rcms.d.we.apps.ibz.be,502,
external.rcms.p.we.apps.ibz.be,502,
