subdomain,http_status,mx
accevents.mil.be,400,
amarona.med.mil.be,ConnectException > UnresolvedAddressException,
amaronb.med.mil.be,ConnectException > UnresolvedAddressException,
api.icesquirrel.mil.be,SSLHandshakeException > ValidatorException > CertPathValidatorException > CertificateExpiredException: NotAfter: Tue Jul 14 09:34:24 CEST 2026,
argus.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
auth.icesquirrel.mil.be,SSLHandshakeException > ValidatorException > CertPathValidatorException > CertificateExpiredException: NotAfter: Tue Jul 14 09:34:24 CEST 2026,
autodiscover.mik.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
bel1defsaeaacc01.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
bel1defsaeawcon01.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
bel1defsbc01.voice.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
bel2defsaeaacc01.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
bel2defsaeawcon01.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
bel2defsbc01.voice.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
beladl.mil.be,200,
beldefnews.mil.be,301,
beta.argus.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
bg.mil.be,403,
boc-ccb.mil.be,301,
bosaconnection-dta.mil.be,ConnectException > UnresolvedAddressException,
bosaconnection.mil.be,ConnectException > UnresolvedAddressException,
budef.mil.be,200,
careers.mil.be,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
cfbypass.mil.be,ConnectException > UnresolvedAddressException,
cidmat.mil.be,200,
cloud.ls21.cyber.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
cms.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
complystation.mil.be,301,
connect.mil.be,ConnectException > UnresolvedAddressException,
contracts.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
core.miron.dta.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
core.miron.mil.be,302,
ctf.cert.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
dev1-careers.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
doc.icesquirrel.mil.be,SSLHandshakeException > ValidatorException > CertPathValidatorException > CertificateExpiredException: NotAfter: Tue Jul 14 09:34:24 CEST 2026,
doccom.mil.be,301,
dummy.mil.be,ConnectException > UnresolvedAddressException,
dummy1.mil.be,ConnectException > UnresolvedAddressException,
dummy10.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
dummy11.mil.be,ConnectException > UnresolvedAddressException,
dummy12.mil.be,ConnectException > UnresolvedAddressException,
dummy13.mil.be,ConnectException > UnresolvedAddressException,
dummy2.mil.be,ConnectException > UnresolvedAddressException,
dummy3.mil.be,ConnectException > UnresolvedAddressException,
dummy4.mil.be,ConnectException > UnresolvedAddressException,
dummy5.mil.be,ConnectException > UnresolvedAddressException,
dummy6.mil.be,ConnectException > UnresolvedAddressException,
dummy7.mil.be,ConnectException > UnresolvedAddressException,
dummy8.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
dummy9.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
eas.mil.be,ConnectException > UnresolvedAddressException,
efb.fs.mil.be,302,
enterpriseenrollment.mil.be,ConnectException > UnresolvedAddressException,
enterprisenrollment.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
events.mil.be,400,
exit.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
fed1defsaeaacc01.mil.be,ConnectException > UnresolvedAddressException,
fed1defsaeawcon01.mil.be,ConnectException > UnresolvedAddressException,
fed2defsaeaacc01.mil.be,ConnectException > UnresolvedAddressException,
fed2defsaeawcon01.mil.be,ConnectException > UnresolvedAddressException,
front.icesquirrel.mil.be,SSLHandshakeException > ValidatorException > CertPathValidatorException > CertificateExpiredException: NotAfter: Tue Jul 14 09:34:24 CEST 2026,
fs.mil.be,ConnectException > UnresolvedAddressException,
git.icesquirrel.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
guest.mil.be,ConnectException > NoRouteToHostException: Host is unreachable,
hermes.mil.be,ConnectException > UnresolvedAddressException,
hybrid.mil.be,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
