subdomain,parent_domain,http_status,mx
112mt.gov.mt,gov.mt,Connection timed out after 3002 milliseconds,none
aacbeta.gov.mt,gov.mt,SSL: no alternative certificate subject name matches target hostname 'aacbeta.gov.mt',none
aacc.gov.mt,gov.mt,403,none
aaccbeta.gov.mt,gov.mt,SSL: no alternative certificate subject name matches target hostname 'aaccbeta.gov.mt',none
academybeta.gov.mt,gov.mt,SSL: no alternative certificate subject name matches target hostname 'academybeta.gov.mt',none
accomstat.nso.gov.mt,gov.mt,Could not resolve host: accomstat.nso.gov.mt,none
activeageing.gov.mt,gov.mt,403,none
admin.consularplus-test.gov.mt,gov.mt,200,none
admin.consularplus.gov.mt,gov.mt,200,none
admin.staging.ncc-mita.gov.mt,gov.mt,403,none
adminhosting.s1.cloud.gov.mt,gov.mt,Resolving timed out after 3002 milliseconds,dig error
adminhosting.s2.cloud.gov.mt,gov.mt,Resolving timed out after 3001 milliseconds,dig error
adminhosting.s3.cloud.gov.mt,gov.mt,Resolving timed out after 3001 milliseconds,dig error
adminhosting.s4.cloud.gov.mt,gov.mt,Resolving timed out after 3001 milliseconds,dig error
adminhosting.s5.cloud.gov.mt,gov.mt,Resolving timed out after 3001 milliseconds,dig error
adminmanagement.s1.cloud.gov.mt,gov.mt,Resolving timed out after 3001 milliseconds,dig error
adminmanagement.s2.cloud.gov.mt,gov.mt,Resolving timed out after 3002 milliseconds,dig error
adminmanagement.s3.cloud.gov.mt,gov.mt,Resolving timed out after 3001 milliseconds,dig error
adminmanagement.s4.cloud.gov.mt,gov.mt,Resolving timed out after 3002 milliseconds,dig error
adminmanagement.s5.cloud.gov.mt,gov.mt,Resolving timed out after 3001 milliseconds,dig error
adminportal.s1.cloud.gov.mt,gov.mt,Resolving timed out after 3001 milliseconds,dig error
adminportal.s2.cloud.gov.mt,gov.mt,Resolving timed out after 3001 milliseconds,dig error
adminportal.s3.cloud.gov.mt,gov.mt,Resolving timed out after 3001 milliseconds,dig error
adminportal.s4.cloud.gov.mt,gov.mt,Resolving timed out after 3001 milliseconds,dig error
adminportal.s5.cloud.gov.mt,gov.mt,Resolving timed out after 3001 milliseconds,dig error
adminvault.s1.cloud.gov.mt,gov.mt,Resolving timed out after 3003 milliseconds,dig error
