field,text
country_name,"Republic of Fiji"
government_type,"parliamentary republic"
capital,"Suva (on Viti Levu)"
chief_of_state,"President Ratu Naiqama LALABALAVU (since 12 November 2024)"
head_of_government,"Prime Minister Sitiveni Ligamamada RABUKA (since 24 December 2022)"
judicial_highest_courts,"Supreme Court (consists of the chief justice, all justices of the Court of Appeal, and judges appointed specifically as Supreme Court judges); Court of Appeal (consists of the court president, all puisne judges of the High Court, and judges specifically appointed to the Court of Appeal); High Court (chaired by the chief justice and includes a minimum of 10 puisne judges; High Court organized into civil, criminal, family, employment, and tax divisions)"
constitution_history,"several previous; latest signed into law 6 September 2013"
