subdomain,parent_domain,http_status,mx
123.gov.bn,gov.bn,SSL certificate problem: unable to get local issuer certificate,10 smtp.brunet.bn.
acc.cnv.rd.ocp.mofe.gov.bn,gov.bn,Operation timed out after 3001 milliseconds with 0 bytes received,none
acc.pt.rd.ocp.mofe.gov.bn,gov.bn,404,none
acc.qa.rd.ocp.mofe.gov.bn,gov.bn,404,none
acc.trn.rd.ocp.mofe.gov.bn,gov.bn,Operation timed out after 3000 milliseconds with 0 bytes received,none
accounts.dev.ocp.mofe.gov.bn,gov.bn,200,none
accounts.qa.ocp.mofe.gov.bn,gov.bn,Operation timed out after 3000 milliseconds with 0 bytes received,none
adaudit.mindef.gov.bn,gov.bn,Could not resolve host: adaudit.mindef.gov.bn,none
admin.live.epg.gov.bn,gov.bn,Connection timed out after 3000 milliseconds,dig error
agc.gov.bn,gov.bn,SSL certificate problem: certificate has expired,15 smtp1.egc.gov.bn.; 10 smtp2.egc.gov.bn.
aims.agriculture.gov.bn,gov.bn,Connection timed out after 3001 milliseconds,none
aiti.gov.bn,gov.bn,500,0 aiti-gov-bn.mail.protection.outlook.com.
ambd.gov.bn,gov.bn,Could not resolve host: ambd.gov.bn,none
ambdnet.ambd.gov.bn,gov.bn,Could not resolve host: ambdnet.ambd.gov.bn,none
angel.dare.gov.bn,gov.bn,302,none
api.dev.brucensus.gov.bn,gov.bn,Operation timed out after 3001 milliseconds with 0 bytes received,none
api.live.epg.gov.bn,gov.bn,Connection timed out after 3001 milliseconds,dig error
api.mindef.gov.bn,gov.bn,Could not resolve host: api.mindef.gov.bn,none
api.uat.brucensus.gov.bn,gov.bn,Operation timed out after 3000 milliseconds with 0 bytes received,none
app01.moe.gov.bn,gov.bn,302,none
apps.brunei.gov.bn,gov.bn,SSL certificate problem: certificate has expired,none
apps.e-syariah.gov.bn,gov.bn,Connection timed out after 3000 milliseconds,none
apps.katalyst.gov.bn,gov.bn,200,none
autodiscover.aiti.gov.bn,gov.bn,Failed to connect to autodiscover.aiti.gov.bn port 443 after 636 ms: Could not connect to server,none
autodiscover.egc.gov.bn,gov.bn,Connection timed out after 3000 milliseconds,none
autodiscover.gov.bn,gov.bn,SSL certificate problem: unable to get local issuer certificate,none
autodiscover.hmsf.gov.bn,gov.bn,SSL: no alternative certificate subject name matches target hostname 'autodiscover.hmsf.gov.bn',none
autodiscover.mfa.gov.bn,gov.bn,Connection timed out after 3000 milliseconds,none
autodiscover.pa.gov.bn,gov.bn,Failed to connect to autodiscover.pa.gov.bn port 443 after 318 ms: Could not connect to server,none
av.mfa.gov.bn,gov.bn,Connection timed out after 3001 milliseconds,none
