hostname,score,sources,label,level
ulshb.edu.ml,4,wikidata,Université des lettres et des sciences humaines de Bamako,university
usjpb.edu.ml,4,wikidata,University of Legal and Political Sciences of Bamako,university
usttb.edu.ml,4,wikidata,"Université des Sciences, des Techniques et des Technologies de Bamako",university
