subdomain,parent_domain,http_status
2020.mines.gouv.ml,gouv.ml,"Could not resolve host: 2020.mines.gouv.ml"
a-ns.cpanel.gouv.ml,gouv.ml,"Resolving timed out after 3001 milliseconds"
a-ns.gouv.ml,gouv.ml,"Connection timed out after 3000 milliseconds"
a.tourisme.gouv.ml,gouv.ml,"SSL: no alternative certificate subject name matches target hostname 'a.tourisme.gouv.ml'"
accesuniversel.gouv.ml,gouv.ml,"Could not resolve host: accesuniversel.gouv.ml"
adm.gouv.ml,gouv.ml,"Could not resolve host: adm.gouv.ml"
administration.gouv.ml,gouv.ml,"Operation timed out after 3000 milliseconds with 0 bytes received"
aedd.gouv.ml,gouv.ml,"Operation timed out after 3001 milliseconds with 0 bytes received"
affaires-etrangeres.gouv.ml,gouv.ml,"Could not resolve host: affaires-etrangeres.gouv.ml"
agefau.gouv.ml,gouv.ml,"Could not resolve host: agefau.gouv.ml"
ageroute.gouv.ml,gouv.ml,"200"
agetic-adm.gouv.ml,gouv.ml,"Resolving timed out after 3000 milliseconds"
agetic-communication.gouv.ml,gouv.ml,"Resolving timed out after 3000 milliseconds"
agetic.gouv.ml,gouv.ml,"200"
agtic.gouv.ml,gouv.ml,"SSL certificate problem: unable to get local issuer certificate"
amam.gouv.ml,gouv.ml,"SSL certificate problem: certificate has expired"
anict.gouv.ml,gouv.ml,"200"
ap.gouv.ml,gouv.ml,"Could not resolve host: ap.gouv.ml"
apex-mali.gouv.ml,gouv.ml,"200"
api.sigap.gouv.ml,gouv.ml,"Connection timed out after 3000 milliseconds"
aptm.gouv.ml,gouv.ml,"Could not resolve host: aptm.gouv.ml"
archive.collab.gouv.ml,gouv.ml,"Could not resolve host: archive.collab.gouv.ml"
archivesmali.gouv.ml,gouv.ml,"200"
armds.gouv.ml,gouv.ml,"Could not resolve host: armds.gouv.ml"
artisanat.gouv.ml,gouv.ml,"SSL: no alternative certificate subject name matches target hostname 'artisanat.gouv.ml'"
authsrv.gouv.ml,gouv.ml,"Could not resolve host: authsrv.gouv.ml"
autodiscover.artisanat.gouv.ml,gouv.ml,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.artisanat.gouv.ml'"
autodiscover.carfip.finances.gouv.ml,gouv.ml,"Could not resolve host: autodiscover.carfip.finances.gouv.ml"
