domain,label,level,name
gov.pl,um,local,Urzędy miast (mairies — hôtes <ville>.um.gov.pl)
gov.pl,ug,local,Urzędy gmin (communes rurales — hôtes <gmina>.ug.gov.pl)
gov.pl,pup,local,Powiatowe urzędy pracy (offices du travail des powiats)
