subdomain,mx
acc.gov.ws,0 acc-gov-ws.mail.protection.outlook.com.
aeoi.revenue.gov.ws,none
ag.gov.ws,0 ag-gov-ws.mail.protection.outlook.com.
audit.gov.ws,10 saosamoa.in.tmes-anz.trendmicro.com.
autodiscover.cbs.gov.ws,none
autodiscover.mwcsd.gov.ws,none
autodiscover.mwti.gov.ws,none
autodiscover.sao.gov.ws,none
autodiscover.swa.gov.ws,none
azmaps.swa.gov.ws,none
businessregistries.gov.ws,none
byelection.oec.gov.ws,none
cbs.gov.ws,0 cbs-gov-ws.mail.protection.outlook.com.
cbsemail.cbs.gov.ws,none
cloud.sqa.gov.ws,none
companies.gov.ws,10 elele.peacesat.hawaii.edu.; 20 yarrina.connect.com.au.
cpanel.sqa.gov.ws,none
cpcalendars.sqa.gov.ws,none
cpcontacts.sqa.gov.ws,none
cssp.gov.ws,0 cssp-gov-ws.mail.protection.outlook.com.
db.ombudsman.gov.ws,none
dcef.gov.ws,none
e-water.swa.gov.ws,none
eforms.psc.gov.ws,none
eforum.psc.gov.ws,none
eis.oec.gov.ws,none
elearning.mesc.gov.ws,none
email.mec.gov.ws,none
email.mesc.gov.ws,none
email.mjca.gov.ws,none
email.mwti.gov.ws,none
esurveys.psc.gov.ws,none
exchange.audit.gov.ws,none
exchange.sao.gov.ws,none
ftp.sqa.gov.ws,none
gca.gov.ws,5 ALT2.ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 1 ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.
gov.ws,none
hac.gov.ws,10 elele.peacesat.hawaii.edu.; 20 yarrina.connect.com.au.
health.gov.ws,5 mail.health.gov.ws.; 10 angel.samoa.net.ws.
ims.regulator.gov.ws,none
imu.health.gov.ws,none
imu.nhs.gov.ws,none
investorportal.cbs.gov.ws,none
ipros.mcil.gov.ws,none
jss.mcil.gov.ws,none
leep.gov.ws,1 leep-gov-ws.mail.protection.outlook.com.
livefeed.oec.gov.ws,none
lmis.mcil.gov.ws,none
lta.gov.ws,none
maf.gov.ws,10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.
mail.ag.gov.ws,none
mail.cbs.gov.ws,none
mail.health.gov.ws,5 mail.health.gov.ws.; 10 angel.samoa.net.ws.
mail.maf.gov.ws,none
mail.mwcsd.gov.ws,none
mail.nhs.gov.ws,none
mail.oec.gov.ws,none
mail.police.gov.ws,none
mail.regulator.gov.ws,none
mail.sqa.gov.ws,none
mail.swa.gov.ws,none
maps.swa.gov.ws,none
mcil.gov.ws,5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt4.aspmx.google.com.; 10 alt3.aspmx.google.com.; 1 aspmx.l.google.com.
mcit.gov.ws,none
