domain,label,level,name
gov.br,ac,central-1,Acre
gov.br,al,central-1,Alagoas
gov.br,am,central-1,Amazonas
gov.br,ap,central-1,Amapá
gov.br,ba,central-1,Bahia
gov.br,ce,central-1,Ceará
gov.br,df,central-1,Distrito Federal
gov.br,es,central-1,Espírito Santo
gov.br,go,central-1,Goiás
gov.br,ma,central-1,Maranhão
gov.br,mg,central-1,Minas Gerais
gov.br,ms,central-1,Mato Grosso do Sul
gov.br,mt,central-1,Mato Grosso
gov.br,pa,central-1,Pará
gov.br,pb,central-1,Paraíba
gov.br,pe,central-1,Pernambuco
gov.br,pi,central-1,Piauí
gov.br,pr,central-1,Paraná
gov.br,rj,central-1,Rio de Janeiro
gov.br,rn,central-1,Rio Grande do Norte
gov.br,ro,central-1,Rondônia
gov.br,rr,central-1,Roraima
gov.br,rs,central-1,Rio Grande do Sul
gov.br,sc,central-1,Santa Catarina
gov.br,se,central-1,Sergipe
gov.br,sp,central-1,São Paulo
gov.br,to,central-1,Tocantins
