field,text
country_name,"Republic of Yemen"
government_type,"in transition"
capital,"Sanaa"
chief_of_state,"Presidential Leadership Council Chairperson Dr. Rashad Muhammad al-ALIMI (since 19 April 2022)"
head_of_government,"Prime Minister Salim Salih BIN BURAYK (since 9 May 2025)"
judicial_highest_courts,"Supreme Court (consists of the court president, 2 deputies, and nearly 50 judges; court organized into constitutional, civil, commercial, family, administrative, criminal, military, and appeals scrutiny divisions)"
constitution_history,"adopted by referendum 16 May 1991 (following unification)"
