type,label,website,hostname
ministry,"Ministry of Foreign Affairs of Israel","https://www.gov.il/he/departments/ministry_of_foreign_affairs/",gov.il
ministry,"Ministry of Community Affairs","https://www.gov.il/he/departments/ministry_of_community_affairs",gov.il
ministry,"Ministry of Tourism","https://www.gov.il/ar/departments/ministry_of_tourism/govil-landing-page",gov.il
ministry,"Ministry of Tourism","https://www.gov.il/en/departments/ministry_of_tourism/govil-landing-page",gov.il
ministry,"Ministry of Tourism","https://www.gov.il/es/departments/ministry_of_tourism/govil-landing-page",gov.il
ministry,"Ministry of Tourism","https://www.gov.il/fr/departments/ministry_of_tourism/govil-landing-page",gov.il
ministry,"Ministry of Tourism","https://www.gov.il/he/departments/ministry_of_tourism/govil-landing-page",gov.il
ministry,"Ministry of Tourism","https://www.gov.il/ru/departments/ministry_of_tourism/govil-landing-page",gov.il
ministry,"Ministry of National Security","https://www.gov.il/he/Departments/ministry_of_public_security",gov.il
ministry,"Ministry of Justice of Israel","https://www.gov.il/he/departments/ministry_of_justice",gov.il
ministry,"Ministry of Finance","https://www.gov.il/he/departments/ministry_of_finance",gov.il
ministry,"Q98094096","https://www.mod.gov.il/%D7%90%D7%92%D7%A4%D7%99%D7%9D-%D7%95%D7%99%D7%97%D7%99%D7%93%D7%95%D7%AA/%D7%90%D7%92%D7%A4%D7%99%D7%9D/%D7%9E%D7%99%D7%A0%D7%94%D7%9C%D7%AA-%D7%A4%D7%99%D7%AA%D7%95%D7%97-%D7%94%D7%98%D7%A0%D7%A7",mod.gov.il
ministry,"Ministry of Diaspora Affairs","https://www.gov.il/he/departments/ministry_of_diaspora",gov.il
ministry,"Prime Minister's Office","http://www.pmo.gov.il",pmo.gov.il
ministry,"Prime Minister's Office","http://www.pmo.gov.il/English/Pages/default.aspx",pmo.gov.il
ministry,"Regional Development Ministry of Israel","https://www.gov.il/he/departments/the_ministry_for_regional_cooperation/govil-landing-page",gov.il
ministry,"Q122790599","https://www.gov.il/he/departments/units/department_sachar",gov.il
ministry,"Ministry of Health","https://www.gov.il/he/departments/ministry_of_health",gov.il
ministry,"Israel Ministry of Education","https://www.edu.gov.il/",edu.gov.il
ministry,"Department of Families and Commemoration","https://english.mod.gov.il/Departments/Pages/DepartmentofFamiliesandCommemoration.aspx",english.mod.gov.il
ministry,"Department of Families and Commemoration","https://www.mod.gov.il/Departments/Pages/Families_and_Commemoration_Department.aspx",mod.gov.il
ministry,"Ministry of Construction and Housing","http://www.moch.gov.il/english/Pages/HomePage.aspx",moch.gov.il
ministry,"Ministry of Religious Services","http://www.dat.gov.il",dat.gov.il
ministry,"Ministry of Culture and Sports","https://www.gov.il/he/departments/ministry_of_culture_and_sport/",gov.il
ministry,"Ministry of Agriculture and Food Security of Israel","https://www.gov.il/he/Departments/ministry_of_agriculture_and_rural_development",gov.il
ministry,"Ministry of Communications","https://www.gov.il/he/departments/ministry_of_communications",gov.il
ministry,"Ministry for the Development of the Negev and Galilee","https://negev-galil.gov.il/",negev-galil.gov.il
ministry,"Ministry for Social Equality","https://www.gov.il/he/departments/ministry_for_social_equality",gov.il
ministry,"State Comptroller of Israel","https://www.mevaker.gov.il/",mevaker.gov.il
ministry,"Ministry of Science and Technology, Israel","https://www.gov.il/he/departments/ministry_of_science_and_technology",gov.il
ministry,"Ministry of Transport and Road Safety","https://www.gov.il/he/departments/ministry_of_transport_and_road_safety",gov.il
ministry,"Ministry of Aliyah and Integration","https://www.gov.il/he/departments/ministry_of_aliyah_and_integration",gov.il
ministry,"Ministry of Defense","https://mod.gov.il/",mod.gov.il
ministry,"Israel Ministry of Economy and Industry","https://www.gov.il/he/departments/ministry_of_economy",gov.il
ministry,"Ministry of Energy and infrastructures","https://www.gov.il/he/departments/ministry_of_energy",gov.il
ministry,"Ministry of Interior","https://www.gov.il/he/departments/ministry_of_interior",gov.il
ministry,"Ministry of Environmental Protection","https://www.gov.il/he/departments/ministry_of_environmental_protection",gov.il
ministry,"Ministry of Welfare and Social Affairs","https://www.gov.il/he/departments/molsa",gov.il
parliament,"The Knesset","https://main.knesset.gov.il",main.knesset.gov.il
parliament,"The Knesset","https://main.knesset.gov.il/ar",main.knesset.gov.il
parliament,"The Knesset","https://main.knesset.gov.il/en",main.knesset.gov.il
parliament,"The Knesset","https://main.knesset.gov.il/ru",main.knesset.gov.il
parliament,"20th Knesset","https://www.knesset.gov.il/review/ReviewPage2.aspx?kns=20",knesset.gov.il
constitutional_court,"thirty-seventh government of Israel","https://main.knesset.gov.il/AR/mk/government/Pages/governments.aspx?govId=37",main.knesset.gov.il
constitutional_court,"thirty-seventh government of Israel","https://main.knesset.gov.il/EN/mk/government/Pages/governments.aspx?govId=37",main.knesset.gov.il
constitutional_court,"thirty-seventh government of Israel","https://main.knesset.gov.il/mk/government/pages/governments.aspx?govId=37",main.knesset.gov.il
constitutional_court,"Eshkol - Galil Maaravi","https://wegalil.org",wegalil.org
constitutional_court,"Israeli Civil Administration","https://www.gov.il/he/departments/civil_authority_in_judea_and_samaria/govil-landing-page",gov.il
constitutional_court,"Q16338638","https://eastgalil.org.il/",eastgalil.org.il
constitutional_court,"Custodian of the Holy Land","http://www.custodia.org/",custodia.org
supreme_court,"The Knesset","https://main.knesset.gov.il",main.knesset.gov.il
supreme_court,"The Knesset","https://main.knesset.gov.il/ar",main.knesset.gov.il
supreme_court,"The Knesset","https://main.knesset.gov.il/en",main.knesset.gov.il
supreme_court,"The Knesset","https://main.knesset.gov.il/ru",main.knesset.gov.il
