hostname,score,sources,label,level
assemblee-nationale.dj,7,wikidata;wikidata,National Assembly,central
ministere-finances.dj,7,wikidata;wikidata,Ministry of Economy and Finances,central
banque-centrale.dj,4,wikidata,Central Bank of Djibouti,central
dised.dj,4,wikidata,DISED,central
dj.usembassy.gov,4,wikidata,embassy of the United States in Djibouti,central
instad.dj,4,wikidata,Institut National de la Statistique de Djibouti,
dj.ambafrance.org,3,wikidata,"Embassy of France, Djibouti",central
djibouti.diplo.de,3,wikidata,"Embassy of Germany, Djibouti",central
djibouti.mid.ru,3,wikidata,embassy of Russia in Djibouti,central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Djibouti and IGAD,central
