subdomain,http_status,mx
a-feeds.government.nl,Connection timed out after 3002 milliseconds,none
a-magazines.government.nl,Could not resolve host: a-magazines.government.nl,none
a-magazinesintern.government.nl,Could not resolve host: a-magazinesintern.government.nl,none
a-newsletter.government.nl,Could not resolve host: a-newsletter.government.nl,none
a-opendata.government.nl,Connection timed out after 3001 milliseconds,none
a-www.government.nl,Connection timed out after 3002 milliseconds,none
acc.quarantinedeclaration.government.nl,Could not resolve host: acc.quarantinedeclaration.government.nl,none
coronadashboard.government.nl,301,0 .
feeds.government.nl,Could not resolve host: feeds.government.nl,none
government.nl,301,0 .
magazines.government.nl,Could not resolve host: magazines.government.nl,none
magazinesintern.government.nl,Could not resolve host: magazinesintern.government.nl,none
newsletter.government.nl,Could not resolve host: newsletter.government.nl,none
opendata.government.nl,404,none
quarantinedeclaration.government.nl,Could not resolve host: quarantinedeclaration.government.nl,none
sdg.government.nl,200,0 .
staging.coronadashboard.government.nl,Could not resolve host: staging.coronadashboard.government.nl,none
static.government.nl,Could not resolve host: static.government.nl,none
subscribe.government.nl,Could not resolve host: subscribe.government.nl,none
test.coronadashboard.government.nl,Could not resolve host: test.coronadashboard.government.nl,none
www.coronadashboard.government.nl,Could not resolve host: www.coronadashboard.government.nl,none
www.government.nl,200,0 .
www.magazines.government.nl,Could not resolve host: www.magazines.government.nl,none
www.sdg.government.nl,Could not resolve host: www.sdg.government.nl,none
www.subscribe.government.nl,Could not resolve host: www.subscribe.government.nl,none
