field,text
country_name,"Republic of Malta"
government_type,"parliamentary republic"
capital,"Valletta"
chief_of_state,"President Myriam Spiteri DEBONO (since 4 April 2024)"
head_of_government,"Prime Minister Robert ABELA (since 13 January 2020)"
judicial_highest_courts,"Court of Appeal (consists of either 1 or 3 judges); Constitutional Court (consists of 3 judges); Court of Criminal Appeal (consists of either 1 or 3 judges)"
constitution_history,"many previous; latest adopted 21 September 1964"
