type,label,website,hostname
ministry,Ministry of Culture (Greece),https://culture.gov.gr/el/SitePages/default.aspx,culture.gov.gr
ministry,Ministry of Citizen Protection (Greece),https://www.minocp.gov.gr,minocp.gov.gr
ministry,Ministry of Infrastructure and Transport (Greece),https://www.yme.gr,yme.gr
ministry,Ministry of Labour and Social Security,http://www.ypakp.gr/,ypakp.gr
ministry,Ministry of Digital Governance (Greece),https://mindigital.gr,mindigital.gr
ministry,Ministry of Labour and Social Security (Greece),https://ypergasias.gov.gr,ypergasias.gov.gr
ministry,Q134981574,https://www.culture.gov.gr/en/ministry/SitePages/Home.aspx,culture.gov.gr
ministry,Ministry of Social Cohesion and Family,https://minscfa.gov.gr,minscfa.gov.gr
ministry,Ministry of Tourism (Greece),https://mintour.gov.gr,mintour.gov.gr
ministry,Ministry of Foreign Affairs (Greece),https://www.mfa.gr,mfa.gr
ministry,Ministry of Justice (Greece),https://ministryofjustice.gr,ministryofjustice.gr
ministry,Ministry of National Economy and Finance (Greece),https://minfin.gov.gr,minfin.gov.gr
ministry,Ministry of Health (Greece),https://www.moh.gov.gr,moh.gov.gr
ministry,Ministry of Public Order and Citizen Protection,http://www.mopocp.gov.gr,mopocp.gov.gr
ministry,Ministry of National Defence (Greece),https://www.mod.mil.gr,mod.mil.gr
ministry,Ministry of Migration and Asylum,https://migration.gov.gr,migration.gov.gr
ministry,"Ministry of Education, Religious Affairs and Sports",https://www.minedu.gov.gr,minedu.gov.gr
ministry,Ministry of Climate Crisis and Civil Protection,https://civilprotection.gov.gr,civilprotection.gov.gr
ministry,"Ministry of Development, Competitiveness and Shipping",http://www.mindev.gov.gr/,mindev.gov.gr
ministry,Ministry of the Interior (Greece),https://www.ypes.gr,ypes.gr
ministry,Ministry of Rural Development and Food (Greece),https://minagric.gr,minagric.gr
ministry,Ministry of Shipping and Island Policy (Greece),https://www.ynanp.gr,ynanp.gr
ministry,Ministry of the Environment and Energy (Greece),https://ypen.gov.gr,ypen.gov.gr
ministry,Ministry of Development (Greece),https://www.mindev.gov.gr,mindev.gov.gr
ministry,"Ministry of Economy, Development and Tourism",http://www.mnec.gr/,mnec.gr
parliament,Hellenic Parliament,https://www.hellenicparliament.gr,hellenicparliament.gr
constitutional_court,Xanthi Municipal Radio,https://www.radio899.gr,radio899.gr
constitutional_court,Government of Greece,https://www.government.gov.gr,government.gov.gr
supreme_court,Hellenic Parliament,https://www.hellenicparliament.gr,hellenicparliament.gr
