subdomain,http_status
cpanel.macce.gov.sc,"200"
cpanel.nihss.gov.sc,"200"
cpcontacts.nihss.gov.sc,"401"
cpcontacts.macce.gov.sc,"401"
cpanel.ysd.gov.sc,"Could not resolve host: cpanel.ysd.gov.sc"
cpcalendars.macce.gov.sc,"401"
cpanel.teacherscouncil.gov.sc,"200"
cpcontacts.teacherscouncil.gov.sc,"401"
cpcontacts.stagingpublicsale.src.gov.sc,"Could not resolve host: cpcontacts.stagingpublicsale.src.gov.sc"
iepermitweb.gov.sc,"Could not resolve host: iepermitweb.gov.sc"
employment.gov.sc,"Could not resolve host: employment.gov.sc"
cpcalendars.meteo.gov.sc,"Could not resolve host: cpcalendars.meteo.gov.sc"
cpcalendars.stagingpublicsale.src.gov.sc,"Could not resolve host: cpcalendars.stagingpublicsale.src.gov.sc"
autodiscover.meteo.gov.sc,"Could not resolve host: autodiscover.meteo.gov.sc"
cpcontacts.polls.src.gov.sc,"Could not resolve host: cpcontacts.polls.src.gov.sc"
autodiscover.stagingpublicsale.src.gov.sc,"Could not resolve host: autodiscover.stagingpublicsale.src.gov.sc"
cpcalendars.polls.src.gov.sc,"Could not resolve host: cpcalendars.polls.src.gov.sc"
ics.gov.sc,"Could not resolve host: ics.gov.sc"
auth.src.gov.sc,"302"
cpanel.snpa.gov.sc,"Could not resolve host: cpanel.snpa.gov.sc"
cpcontacts.siah.gov.sc,"Could not resolve host: cpcontacts.siah.gov.sc"
csirt.gov.sc,"Could not resolve host: csirt.gov.sc"
cpcalendars.stagingauction.src.gov.sc,"Could not resolve host: cpcalendars.stagingauction.src.gov.sc"
bulk.src.gov.sc,"Could not resolve host: bulk.src.gov.sc"
cpcontacts.meteo.gov.sc,"Could not resolve host: cpcontacts.meteo.gov.sc"
autodiscover.polls.src.gov.sc,"Could not resolve host: autodiscover.polls.src.gov.sc"
mail.nihss.gov.sc,"301"
cpcalendars.siah.gov.sc,"Could not resolve host: cpcalendars.siah.gov.sc"
autodiscover.stagingauction.src.gov.sc,"Could not resolve host: autodiscover.stagingauction.src.gov.sc"
dpa.gov.sc,"SSL: no alternative certificate subject name matches target hostname 'dpa.gov.sc'"
mail.stagingpublicsale.src.gov.sc,"Could not resolve host: mail.stagingpublicsale.src.gov.sc"
autodiscover.siah.gov.sc,"Could not resolve host: autodiscover.siah.gov.sc"
cpanel.stagingauction.src.gov.sc,"Could not resolve host: cpanel.stagingauction.src.gov.sc"
cpanel.siah.gov.sc,"Could not resolve host: cpanel.siah.gov.sc"
devauth.src.gov.sc,"302"
cpcalendars.snpa.gov.sc,"Could not resolve host: cpcalendars.snpa.gov.sc"
mail.meteo.gov.sc,"Could not resolve host: mail.meteo.gov.sc"
dwww.webgis.gov.sc,"Could not resolve host: dwww.webgis.gov.sc"
cpanel.stagingpublicsale.src.gov.sc,"Could not resolve host: cpanel.stagingpublicsale.src.gov.sc"
health.gov.sc,"Could not resolve host: health.gov.sc"
mail.polls.src.gov.sc,"Could not resolve host: mail.polls.src.gov.sc"
mail.ysd.gov.sc,"Could not resolve host: mail.ysd.gov.sc"
mail.siah.gov.sc,"Could not resolve host: mail.siah.gov.sc"
auction.src.gov.sc,"Could not resolve host: auction.src.gov.sc"
gov.sc,"SSL: no alternative certificate subject name matches target hostname 'gov.sc'"
mail.snpa.gov.sc,"Could not resolve host: mail.snpa.gov.sc"
cpcalendars.spga.gov.sc,"503"
cpcontacts.spga.gov.sc,"503"
miei.gov.sc,"Could not resolve host: miei.gov.sc"
mail.stagingauction.src.gov.sc,"Could not resolve host: mail.stagingauction.src.gov.sc"
mail.publicsale.src.gov.sc,"Could not resolve host: mail.publicsale.src.gov.sc"
meteo.gov.sc,"301"
finance.gov.sc,"302"
polls.src.gov.sc,"Could not resolve host: polls.src.gov.sc"
family.gov.sc,"200"
cis.gov.sc,"404"
autodiscover.gov.sc,"302"
mail.srcaeoiuat.src.gov.sc,"SSL: no alternative certificate subject name matches target hostname 'mail.srcaeoiuat.src.gov.sc'"
cert.gov.sc,"404"
mia.gov.sc,"TLS connect error: error:0A000438:SSL routines::tlsv1 alert internal error"
attorneygeneraloffice.gov.sc,"200"
cpcontacts.srcaeoiuat.src.gov.sc,"401"
permits.ics.gov.sc,"301"
cpcalendars.srcaeoiuat.src.gov.sc,"401"
cpanel.srcaeoiuat.src.gov.sc,"200"
certexpress.gov.sc,"301"
bio.gov.sc,"200"
lmis.gov.sc,"502"
gis.gov.sc,"200"
egov.sc,"405"
asp.gov.sc,"200"
sals.edu.gov.sc,"Could not resolve host: sals.edu.gov.sc"
beta.gov.sc,"403"
apps.gov.sc,"403"
publicsale.src.gov.sc,"Could not resolve host: publicsale.src.gov.sc"
bizauth.gov.sc,"200"
mofbe.gov.sc,"200"
godata-r14.gov.sc,"401"
preview-sign.seyid.gov.sc,"302"
mhat.gov.sc,"SSL: no alternative certificate subject name matches target hostname 'mhat.gov.sc'"
aspservices.gov.sc,"200"
eplanning.gov.sc,"302"
esa.gov.sc,"404"
poec.gov.sc,"Could not resolve host: poec.gov.sc"
qld-counselling.gov.sc,"200"
publicsale1.auction.src.gov.sc,"Could not resolve host: publicsale1.auction.src.gov.sc"
mofa.gov.sc,"200"
siah.gov.sc,"TLS connect error: error:0A000410:SSL routines::ssl/tls alert handshake failure"
qa.permits.ics.gov.sc,"301"
rcoc.gov.sc,"Could not resolve host: rcoc.gov.sc"
sebs.ics.gov.sc,"Could not resolve host: sebs.ics.gov.sc"
cpcalendars.nihss.gov.sc,"401"
cpcalendars.teacherscouncil.gov.sc,"401"
spa.gov.sc,"Could not resolve host: spa.gov.sc"
mfa.gov.sc,"200"
seychellespost.gov.sc,"Could not resolve host: seychellespost.gov.sc"
nbs.gov.sc,"301"
cpanel.meteo.gov.sc,"Could not resolve host: cpanel.meteo.gov.sc"
cpanel.polls.src.gov.sc,"Could not resolve host: cpanel.polls.src.gov.sc"
stagingauction.src.gov.sc,"Could not resolve host: stagingauction.src.gov.sc"
laptopscheme.gov.sc,"200"
spga.gov.sc,"Could not resolve host: spga.gov.sc"
pou.gov.sc,"404"
localgovernment.gov.sc,"200"
teacherscouncil.gov.sc,"Could not resolve host: teacherscouncil.gov.sc"
tickets.spga.gov.sc,"Could not resolve host: tickets.spga.gov.sc"
srcdev.auction.src.gov.sc,"Could not resolve host: srcdev.auction.src.gov.sc"
macce.gov.sc,"200"
iecd.gov.sc,"301"
tms.teacherscouncil.gov.sc,"Could not resolve host: tms.teacherscouncil.gov.sc"
cpcontacts.stagingauction.src.gov.sc,"Could not resolve host: cpcontacts.stagingauction.src.gov.sc"
cpcontacts.snpa.gov.sc,"Could not resolve host: cpcontacts.snpa.gov.sc"
psab.gov.sc,"403"
srcaeoiuat.src.gov.sc,"200"
prisonservice.gov.sc,"404"
mail.macce.gov.sc,"301"
mail.teacherscouncil.gov.sc,"Could not resolve host: mail.teacherscouncil.gov.sc"
webdisk.macce.gov.sc,"401"
webdisk.nihss.gov.sc,"401"
registry.gov.sc,"403"
statehouse.gov.sc,"200"
forms.src.gov.sc,"Could not resolve host: forms.src.gov.sc"
nbgf.gov.sc,"200"
webdisk.stagingauction.src.gov.sc,"Could not resolve host: webdisk.stagingauction.src.gov.sc"
mail.family.gov.sc,"Could not resolve host: mail.family.gov.sc"
police.gov.sc,"200"
webdisk.meteo.gov.sc,"Could not resolve host: webdisk.meteo.gov.sc"
portal.mfa.gov.sc.csinnovative.com,"200"
webdisk.stagingpublicsale.src.gov.sc,"Could not resolve host: webdisk.stagingpublicsale.src.gov.sc"
seyid.gov.sc,"200"
vwayaz.ics.gov.sc,"404"
webmail.macce.gov.sc,"Could not resolve host: webmail.macce.gov.sc"
nihss.gov.sc,"301"
sfrsa.gov.sc,"404"
webdisk.srcaeoiuat.src.gov.sc,"Could not resolve host: webdisk.srcaeoiuat.src.gov.sc"
webdisk.teacherscouncil.gov.sc,"401"
src.gov.sc.cloudsrc.name,"301"
tmshelpdesk.src.gov.sc,"Could not resolve host: tmshelpdesk.src.gov.sc"
webmail.stagingauction.src.gov.sc,"Could not resolve host: webmail.stagingauction.src.gov.sc"
syn.meteo.gov.sc,"TLS connect error: error:0A000458:SSL routines::tlsv1 unrecognized name"
anseroyaleda.gov.sc,"404"
webmail.stagingpublicsale.src.gov.sc,"Could not resolve host: webmail.stagingpublicsale.src.gov.sc"
webdisk.snpa.gov.sc,"Could not resolve host: webdisk.snpa.gov.sc"
webmail.nihss.gov.sc,"200"
training.src.gov.sc,"Could not resolve host: training.src.gov.sc"
webdisk.ysd.gov.sc,"Could not resolve host: webdisk.ysd.gov.sc"
webmail.meteo.gov.sc,"Could not resolve host: webmail.meteo.gov.sc"
stagingpublicsale.src.gov.sc,"Could not resolve host: stagingpublicsale.src.gov.sc"
ftc.gov.sc,"200"
src.gov.sc,"200"
webmail.teacherscouncil.gov.sc,"200"
portal.mfa.gov.sc,"200"
tourism.gov.sc,"200"
niscc.gov.sc,"Could not resolve host: niscc.gov.sc"
webmail.polls.src.gov.sc,"Could not resolve host: webmail.polls.src.gov.sc"
www.education.gov.sc,"Could not resolve host: www.education.gov.sc"
socialaffairs.gov.sc,"301"
auction.finance.gov.sc,"200"
webdisk.polls.src.gov.sc,"Could not resolve host: webdisk.polls.src.gov.sc"
www.edu.gov.sc,"301"
webdisk.siah.gov.sc,"Could not resolve host: webdisk.siah.gov.sc"
whm.stagingauction.src.gov.sc,"Could not resolve host: whm.stagingauction.src.gov.sc"
whm.polls.src.gov.sc,"Could not resolve host: whm.polls.src.gov.sc"
edls.gov.sc,"301"
smsa.gov.sc,"404"
amu.finance.gov.sc,"200"
www.forms.src.gov.sc,"Could not resolve host: www.forms.src.gov.sc"
whm.stagingpublicsale.src.gov.sc,"Could not resolve host: whm.stagingpublicsale.src.gov.sc"
www.macce.gov.sc,"Could not resolve host: www.macce.gov.sc"
webmail.ysd.gov.sc,"Could not resolve host: webmail.ysd.gov.sc"
mhsca.gov.sc,"200"
webmail.srcaeoiuat.src.gov.sc,"Could not resolve host: webmail.srcaeoiuat.src.gov.sc"
www.localgovernment.gov.sc,"Could not resolve host: www.localgovernment.gov.sc"
registrationdivision.gov.sc,"200"
mail.spga.gov.sc,"301"
ecoalert.gov.sc,"404"
www.auction.src.gov.sc,"Could not resolve host: www.auction.src.gov.sc"
www.bulk.src.gov.sc,"Could not resolve host: www.bulk.src.gov.sc"
ict.gov.sc,"200"
www.nihss.gov.sc,"301"
www.meteo.gov.sc,"Could not resolve host: www.meteo.gov.sc"
luh.gov.sc,"404"
srcaeoiuat.src.gov.sc.encoun.tech,"200"
wod.meteo.gov.sc,"TLS connect error: error:0A000458:SSL routines::tlsv1 unrecognized name"
psb.gov.sc,"301"
api.scts.gov.sc,"Connection timed out after 3002 milliseconds"
anhrd.gov.sc,"Connection timed out after 3002 milliseconds"
app.spga.gov.sc,"Operation timed out after 3001 milliseconds with 0 bytes received"
staging.src.gov.sc,"503"
cpanel.spga.gov.sc,"Operation timed out after 3001 milliseconds with 0 bytes received"
evls.gov.sc,"200"
tms.src.gov.sc,"404"
dev.permits.ics.gov.sc,"Operation timed out after 3000 milliseconds with 0 bytes received"
dsaptr.gov.sc,"Operation timed out after 3001 milliseconds with 0 bytes received"
ebls.gov.sc,"Operation timed out after 3001 milliseconds with 0 bytes received"
edu.gov.sc,"Resolving timed out after 3000 milliseconds"
www.iecd.gov.sc,"200"
env.gov.sc,"Connection timed out after 3000 milliseconds"
www.polls.src.gov.sc,"Could not resolve host: www.polls.src.gov.sc"
www.portal.mfa.gov.sc.csinnovative.com,"200"
www.publicsale1.auction.src.gov.sc,"Could not resolve host: www.publicsale1.auction.src.gov.sc"
www.psb.gov.sc,"Could not resolve host: www.psb.gov.sc"
transport.gov.sc,"200"
scrpc.gov.sc,"Could not resolve host: scrpc.gov.sc"
www.stagingauction.src.gov.sc,"Could not resolve host: www.stagingauction.src.gov.sc"
info.gov.sc,"SSL: no alternative certificate subject name matches target hostname 'info.gov.sc'"
pridistrikkiltirel.gov.sc,"SSL: no alternative certificate subject name matches target hostname 'pridistrikkiltirel.gov.sc'"
www.teacherscouncil.gov.sc,"302"
mlh.gov.sc,"404"
