hostname,score,sources,label,level,http_status,mx
ait.org.tw,7,wikidata;wikidata;wikidata,American Institute in Taiwan | Kaohsiung Branch Office of the American Institute in Taiwan,central-1,301,10 ait-org-tw.mail.protection.outlook.com.
edu.tw,7,wikidata;wikidata,Ministry of Education of Taiwan,central,ConnectException,none
english.doh.gov.taipei,7,wikidata;wikidata,Ministry of Health and Welfare,central,200,none
english.gov.taipei,7,wikidata;wikidata,Taipei City Government,central-1,200,none
family.gov.taipei,7,wikidata;wikidata,Q130404967,,200,none
gov.taipei,7,wikidata;wikidata,Taipei City Government,central-1,ConnectException,10 ddei.gov.taipei.
meco.org.tw,7,wikidata;wikidata,"Manila Economic and Cultural Office, Taichung Extension Office | Manila Economic and Cultural Office",,ConnectException,0 meco-org-tw.mail.protection.outlook.com.
naer.edu.tw,7,wikidata;wikidata,National Academy for Educational Research,,ConnectException,10 mailgates.naer.edu.tw.
ncl.edu.tw,7,wikidata;wikidata;wikidata,Open Lab Multimedia Center National Central Library | National Central Library,,ConnectException,10 mg2.ncl.edu.tw.; 10 mg.ncl.edu.tw.
ngdo.gov.taipei,7,wikidata;wikidata,"Nangang District Office, Taipei City",central-1,200,none
whdo.gov.taipei,7,wikidata;wikidata,"Wanhua District Office, Taipei City",central-1,200,none
youth.gov.taipei,7,wikidata;wikidata,Department for Youth of Taipei City Government,,HttpTimeoutException: request timed out,none
eeas.europa.eu,6,wikidata;wikidata,European Economic and Trade Office in Taiwan,,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
france-taipei.org,6,wikidata;wikidata,French Office in Taipei,,301,5 mta-gw.infomaniak.ch.
koryu.or.jp,6,wikidata;wikidata,"Japan-Taiwan Exchange Association, Kaohsiung Office | Interchange Association Taipei Office",,ConnectException,10 mofa-go-jp.in.tmems-jp.trendmicro.com.
recoletos.ph,6,wikidata;wikidata,Province of Saint Ezequiél Moreno,,HttpTimeoutException: request timed out,1 smtp.google.com.
tmc.taipei,6,wikidata;wikidata,Taipei Music Center,,200,0 tmc-taipei.mail.protection.outlook.com.
australia.org.tw,4,wikidata,"Australian Office, Taipei",,200,10 biz-mx2.hinet.net.; 10 biz-mx1.hinet.net.
bola.gov.taipei,4,wikidata,"Department of Labor, Taipei City Government",,200,none
ca.gov.taipei,4,wikidata,"Department of Civil Affairs, Taipei City Government",central-1,200,none
cadf.org.tw,4,wikidata,Aviation Safety Council,,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching cadf.org.tw found.,10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 1 aspmx.l.google.com.; 20 officemail.cloudmax.com.tw.; 5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
dbas.gov.taipei,4,wikidata,"Department of Budget, Accounting and Statistics",,200,none
decm.gov.mo,4,wikidata,Macau Economic and Cultural Office,,HttpConnectTimeoutException: HTTP connect timed out,20 mx2.emailsrv.safp.gov.mo.; 10 mx1.emailsrv.safp.gov.mo.
dep.gov.taipei,4,wikidata,"Department of Environmental Protection, Taipei City Government",,ConnectException,none
docms.gov.taipei,4,wikidata,"Department of Military Compulsory service, Taipei City Government",,200,none
doe.gov.taipei,4,wikidata,"Department of Education, Taipei City Government",,ConnectException,none
doed.gov.taipei,4,wikidata,"Department of Economic Development, Taipei City Government",,200,none
doit.gov.taipei,4,wikidata,"Department of Information Technology, Taipei City Government",,200,none
ecct.com.tw,4,wikidata,European Chamber of Commerce Taiwan,,301,30 aspmx3.googlemail.com.; 30 aspmx2.googlemail.com.; 10 alt2.aspmx.l.google.com.; 10 alt1.aspmx.l.google.com.; 0 aspmx.l.google.com.
embapartwroc.com.tw,4,wikidata,"Embassy of Paraguay, Taipei",central,200,1 smtp.google.com.
english.docms.gov.taipei,4,wikidata,"Department of Military Compulsory service, Taipei City Government",,200,none
english.doit.gov.taipei,4,wikidata,"Department of Information Technology, Taipei City Government",,HttpConnectTimeoutException: HTTP connect timed out,none
english.geo.gov.taipei,4,wikidata,"Geotechnical Engineering Office, Public Works Department, Taipei City Government",,HttpConnectTimeoutException: HTTP connect timed out,none
english.pwd.gov.taipei,4,wikidata,"Public Works Department, Taipei City Government",,HttpConnectTimeoutException: HTTP connect timed out,none
english.rdec.gov.taipei,4,wikidata,"Research, Development and Evaluation Commission, Taipei City Government",,HttpConnectTimeoutException: HTTP connect timed out,none
english.tpedoit.gov.taipei,4,wikidata,"Department of Information and Tourism, Taipei City Government",,200,none
feitsui.gov.taipei,4,wikidata,Q15928874,,HttpConnectTimeoutException: HTTP connect timed out,5 mail.feitsui.gov.taipei.
geo.gov.taipei,4,wikidata,"Geotechnical Engineering Office, Public Works Department, Taipei City Government",,HttpConnectTimeoutException: HTTP connect timed out,none
india.org.tw,4,wikidata,India Taipei Association,,HttpConnectTimeoutException: HTTP connect timed out,none
