hostname,http_status,mx
afghanembassy-egypt.com,200,0 0.
alamiria.com,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 linkmx.hosting.link.net.
alexapta.org,200,5 mx1-hosting.jellyfish.systems.; 10 mx2-hosting.jellyfish.systems.; 20 mx3-hosting.jellyfish.systems.
alexcham.org,HttpConnectTimeoutException: HTTP connect timed out,10 mx.zoho.com.; 20 mx3.zoho.com.; 20 mx2.zoho.com.
algerianembassyincairo.org,ConnectException,none
aoi.org.eg,ConnectException: Host is unreachable,10 webmail.aoi.org.eg.
bibalex.org,301,10 mx.bibalex.org.
britishcouncil.org.eg,301,10 britishcouncil-org-eg.mail.protection.outlook.com.
burundi-embassyinegypt.info,HttpConnectTimeoutException: HTTP connect timed out,none
cairo.mae.ro,503,none
cairo.mfa.ee,HttpConnectTimeoutException: HTTP connect timed out,none
cairo.mofa.go.ug,200,none
cbe.org.eg,403,10 mail.cbe.org.eg.
cccpa-eg.org,403,0 cccpaeg-org01c.mail.protection.outlook.com.
cmrdi.sci.eg,200,10 mailsrv.cmrdi.sci.eg.
custodia.org,301,0 custodia-org.mail.protection.outlook.com.
drugcontrol.org.eg,HttpConnectTimeoutException: HTTP connect timed out,10 MX.IPI.GOV.eg.
eaea.org.eg,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 eaea.org.eg.
ealip.weebly.com,200,none
eca.org.eg,HttpConnectTimeoutException: HTTP connect timed out,0 mx.ipi.gov.eg.
eeas.europa.eu,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
eg.ambafrance.org,301,none
eg.mfa.lt,403,none
eg.mvep.hr,ConnectException,none
egnatcom.org.eg,HttpConnectTimeoutException: HTTP connect timed out,0 egnatcom-org-eg.mail.protection.outlook.com.
egypt.gov.org,HttpConnectTimeoutException: HTTP connect timed out,1000 0.0.0.0.
egypt.mid.ru,HttpConnectTimeoutException: HTTP connect timed out,none
egyptconsulates.org,200,10 mail.egyptconsulates.org.
egyptcotton-catgo.org,HttpConnectTimeoutException: HTTP connect timed out,0 egyptcottoncatgo-org02i.mail.protection.outlook.com.
egypten.um.dk,301,none
egyptera.org,200,1 mail.egyptera.org.; 5 mail2.egyptera.org.
ehc.eg,200,0 ehc-eg.mail.protection.outlook.com.
elections.eg,301,10 mx.zoho.com.; 50 mx3.zoho.com.; 20 mx2.zoho.com.
epassociation.net,HttpConnectTimeoutException: HTTP connect timed out,none
epri.sci.eg,HttpConnectTimeoutException: HTTP connect timed out,20 smtp.egcloud.gov.eg.; 10 smtp1.egcloud.gov.eg.
erembassy.com,302,none
finlandabroad.fi,301,10 mail.valtori.fi.
gopp.gggid.com,302,none
hbrc.edu.eg,HttpConnectTimeoutException: HTTP connect timed out,10 smtp1.egcloud.gov.eg.; 20 smtp.egcloud.gov.eg.
icch-eg.com,200,0 iccheg-com01b.mail.protection.outlook.com.
imc-egypt.org,SSLHandshakeException: Remote host terminated the handshake,10 mail.imc-egypt.org.
islamic-council.net,301,none
kairo.diplo.de,HttpConnectTimeoutException: HTTP connect timed out,10 mx1.bund.de.; 10 mx2.bund.de.
kairo.mfa.gov.hu,HttpConnectTimeoutException: HTTP connect timed out,none
kairo.veleposlanistvo.si,SSLHandshakeException: Remote host terminated the handshake,none
lfrpda.org,301,none
maspero.eg,301,10 smtp.egcloud.gov.eg.
mfa.bg,302,0 mfa-bg.mail.protection.outlook.com.
mfa.gr,403,10 mailhost.mfa.gr.
miaso.org.eg,HttpConnectTimeoutException: HTTP connect timed out,0 cloud97.hostgator.com.
mzv.cz,302,10 mzvczemta06.mzv.cz.; 50 mzvczemta05.mzv.cz.
mzv.sk,301,10 mail.gov.sk.
naqaae.eg,200,0 naqaae-eg.mail.protection.outlook.com.
narss.sci.eg,HttpConnectTimeoutException: HTTP connect timed out,10 mail.narss.sci.eg.
ncscr.org.eg,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 ncscr-org-eg.mail.protection.outlook.com.
nederlandwereldwijd.nl,301,0 .
netherlandsandyou.nl,301,0 .
nffcd.org,200,10 alt3.aspmx.l.google.com.; 0 nffcd.org.; 5 aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.
norway.no,301,0 mx.domeneshop.no.
nspo.com.eg,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 ExchangeSMTP.mod.gov.eg.
palembeg.ps,200,10 mail.palembeg.ps.
sca-egypt.org,200,none
sczone.eg,HttpConnectTimeoutException: HTTP connect timed out,10 smtp1.egcloud.gov.eg.; 20 smtp.egcloud.gov.eg.
senate.eg,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 bmail2mx.hosting.link.net.
socialtakafol.com,200,0 mail.socialtakafol.com.
sp.mofaic.gov.ae,ConnectException,none
swedenabroad.se,301,none
unesco.org,302,20 unesco-org.mail.protection.outlook.com.
who.int,301,10 who-int.mail.protection.outlook.com.
