subdomain,mx
132b114842d5f7d97bcc9a5af45dab47.awaas.gov.in,none
aadhaar.hp.gov.in,dig error
aadhaarmobileupdate.gov.in,none
aarogyasri.gov.in,10 mta1.aarogyasri.gov.in.
acb.mizoram.gov.in,50 mx3.mgovcloud.in.; 10 mx.mgovcloud.in.; 20 mx2.mgovcloud.in.
accountingonline.gov.in,none
accountsgoa.gov.in,20 mx2.mgovcloud.in.; 50 mx3.mgovcloud.in.; 10 mx.mgovcloud.in.
accr.nbe.gov.in,none
aces.gov.in,none
achievements.kerala.gov.in,0 pop.achievements.kerala.gov.in.; 10 pop.achievements.kerala.gov.in.
ada.gov.in,none
adibasikalyan.gov.in,5 adibasikalyan.gov.in.
admin.esms.kerala.gov.in,10 pop.admin.esms.kerala.gov.in.; 0 pop.admin.esms.kerala.gov.in.
admin.nsd.gov.in,none
admission.dvet.gov.in,none
admissions.dtemaharashtra.gov.in,none
aera.eoffice.gov.in,none
aftjaipur.gov.in,none
agri.goa.gov.in,none
agriculture.mizoram.gov.in,50 mx3.mgovcloud.in.; 10 mx.mgovcloud.in.; 20 mx2.mgovcloud.in.
agroweb.icar.gov.in,none
ahd.tn.gov.in,none
ahvety.mizoram.gov.in,50 mx3.mgovcloud.in.; 10 mx.mgovcloud.in.; 20 mx2.mgovcloud.in.
aiims.eoffice.gov.in,none
aims.indianrailways.gov.in,none
airmenselection.gov.in,none
airports-ecom.gov.in,10 mail.airports-ecom.gov.in.
aisprofiles.kerala.gov.in,10 pop.aisprofiles.kerala.gov.in.; 0 pop.aisprofiles.kerala.gov.in.
aizawl.nielit.gov.in,none
aizawlddma.mizoram.gov.in,20 mx2.mgovcloud.in.; 50 mx3.mgovcloud.in.; 10 mx.mgovcloud.in.
aizawldrda.mizoram.gov.in,10 mx.mgovcloud.in.; 20 mx2.mgovcloud.in.; 50 mx3.mgovcloud.in.
alumni.cipet.gov.in,none
amaravati.gov.in,none
amc.mizoram.gov.in,10 mx.mgovcloud.in.; 50 mx3.mgovcloud.in.; 20 mx2.mgovcloud.in.
anagrasarkalyan.gov.in,0 anagrasarkalyan.gov.in.
ansi.gov.in,0 webmail.ansi.gov.in.
antarang.icegate.gov.in,none
anyror.gujarat.gov.in,none
ap.gov.in,20 mx2.mgovcloud.in.; 10 mx.mgovcloud.in.; 50 mx3.mgovcloud.in.
apasp.meeseva.gov.in,none
apbcl.ap.gov.in,dig error
apct.gov.in,50 mx3.mgovcloud.in.; 20 mx2.mgovcloud.in.; 10 mx.mgovcloud.in.
apctcasmbx1.apcommercialtaxes.gov.in,none
apctcasmbx1.apct.gov.in,dig error
apctcasmbx2.apcommercialtaxes.gov.in,none
apdept.meeseva.gov.in,none
apfinance.gov.in,0 apfinance-gov-in.mail.protection.outlook.com.
apgepglq.apgenco.gov.in,none
aphrdi.ap.gov.in,none
api.sewadwaar.rajasthan.gov.in,none
apindustries.gov.in,none
apit.ap.gov.in,none
app.aarogyasri.gov.in,dig error
app.umang.gov.in,none
apps.mgov.gov.in,none
apspsc.gov.in,none
aptr-soi.gov.in,none
aptransco.gov.in,50 mx3.zoho.in.; 20 mx2.zoho.in.; 10 mx.zoho.in.
aptsrv2excv1.aptransco.gov.in,none
aptsrv3excv2.aptransco.gov.in,none
aquaptax.mcgm.gov.in,none
arstps.gov.in,none
arthvahini.maharashtra.gov.in,dig error
arthwahini.mahakosh.gov.in,none
arunachaltenders.gov.in,none
asp.meeseva.gov.in,none
assam.gov.in,none
assamtenders.gov.in,none
assets.mizoram.gov.in,none
ati.mizoram.gov.in,none
attendance.gov.in,none
atvt.gujarat.gov.in,none
aua.csc.gov.in,none
auction.eprocurement.gov.in,none
auth.awaas.gov.in,none
authenticate.epramaan.gov.in,none
authentication.mizoram.gov.in,none
autho.dvat.gov.in,none
autodiscover.amaravati.gov.in,none
autodiscover.ap.gov.in,none
autodiscover.apct.gov.in,none
autodiscover.apgenco.gov.in,none
autodiscover.aptransco.gov.in,none
autodiscover.cag.gov.in,none
autodiscover.cgiedinburgh.gov.in,none
autodiscover.cmrl.gov.in,none
autodiscover.crlindia.gov.in,none
autodiscover.cseb.gov.in,none
autodiscover.eoibelgrade.gov.in,none
autodiscover.gujarat.gov.in,none
autodiscover.hcisingapore.gov.in,none
autodiscover.hcizambia.gov.in,none
autodiscover.hpmail.gov.in,dig error
autodiscover.icar.gov.in,none
autodiscover.indembassy-tokyo.gov.in,none
autodiscover.indiapost.gov.in,none
autodiscover.ireda.gov.in,none
autodiscover.jalgaonpolice.gov.in,none
autodiscover.karnataka.gov.in,none
autodiscover.mahafireservice.gov.in,none
autodiscover.manipureducation.gov.in,none
autodiscover.manipurtourism.gov.in,none
autodiscover.mcgm.gov.in,none
autodiscover.mhrdnats.gov.in,none
autodiscover.mnpcs.gov.in,none
autodiscover.ncaor.gov.in,none
autodiscover.sebi.gov.in,none
autodiscover.telangana.gov.in,none
autodiscover.tgct.gov.in,none
autodiscover.thanecity.gov.in,none
autodiscover.wbphed.gov.in,none
avedg.sebi.gov.in,none
awards.nbe.gov.in,none
ayurveda.kerala.gov.in,none
bangaloreone.gov.in,none
banglarmukh.gov.in,none
barcrecruit.gov.in,none
barrackpore.gov.in,none
barrackpore1block.gov.in,none
bbmptax.karnataka.gov.in,none
bcdd.kerala.gov.in,none
bdobilkhawthlir.mizoram.gov.in,none
bdocpi.mizoram.gov.in,none
bdoeld.mizoram.gov.in,none
bdokhawzawl.mizoram.gov.in,10 mx.mgovcloud.in.; 20 mx2.mgovcloud.in.; 50 mx3.mgovcloud.in.
bdolungsen.mizoram.gov.in,none
bdoreiek.mizoram.gov.in,50 mx3.mgovcloud.in.; 20 mx2.mgovcloud.in.; 10 mx.mgovcloud.in.
bdoserchhip.mizoram.gov.in,none
bdothingsul.mizoram.gov.in,none
bdotlangnuam.mizoram.gov.in,none
beams.mahakosh.gov.in,none
beeindia.gov.in,20 mx2.mgovcloud.in.; 50 mx3.mgovcloud.in.; 10 mx.mgovcloud.in.
beenet.gov.in,dig error
beta.mahagst.gov.in,none
bharatkeveer.gov.in,none
bharatkosh.gov.in,none
bharatnet.csc.gov.in,none
bhc.gov.in,none
bhuvan.nrsc.gov.in,none
bhuvan3.nrsc.gov.in,none
bhuvan5.nrsc.gov.in,none
bhuvannuis.nrsc.gov.in,none
bihar.gov.in,none
biharcommercialtax.gov.in,none
biharpolice.gov.in,none
biharregd.gov.in,none
bms.hyderabadwater.gov.in,none
bncmc.gov.in,none
bps.ap.gov.in,none
briefcase.barc.gov.in,none
buvik.gov.in,none
buysite.eprocurement.gov.in,none
cadc.gov.in,1 www.cadc.gov.in.; 10 www.cadc.gov.in.; 5 mail.cadc.gov.in.
cag.gov.in,50 mx3.mgovcloud.in.; 20 mx2.mgovcloud.in.; 10 mx.mgovcloud.in.
cal.gov.in,none
cal.mail.gov.in,none
careers.neepco.gov.in,none
cbec-easiest.gov.in,none
cbnonline.gov.in,none
cccm.gov.in,none
ccmc.gov.in,none
ccpur.gov.in,none
ccs1.digitallocker.gov.in,none
ccsniam.gov.in,none
cctnsup.gov.in,none
cdscoonline.gov.in,none
cee.kerala.gov.in,none
cenjows.gov.in,none
centralexcisesilvassa.gov.in,none
centralstore.mpanashik.gov.in,none
ceodelhi.gov.in,none
cept.gov.in,none
cetonline.karnataka.gov.in,none
cfms.apfinance.gov.in,none
cfms.telanganafin.gov.in,none
cgdigital.gov.in,none
cgeprocurement.gov.in,none
cgg.gov.in,none
cggpggateway.cgg.gov.in,none
cgiedinburgh.gov.in,none
cgihk.gov.in,none
cgstate.gov.in,none
cgvyapam.cgstate.gov.in,none
chandigarh.eoffice.gov.in,none
channels.aponline.gov.in,none
chatbot.keralapolice.gov.in,none
chawngterd.mizoram.gov.in,none
chemexcil.gov.in,none
chips.gov.in,none
chti.eoffice.gov.in,none
cidcrime.mizoram.gov.in,none
cipetlibrary.gov.in,none
cisf-pis.gov.in,none
citizen.rajpolice.gov.in,none
citizenportal-op.gov.in,none
cloud.gov.in,none
clt.karnataka.gov.in,none
cm.telangana.gov.in,none
cmdrf.kerala.gov.in,none
cmo.kerala.gov.in,none
cmofficehry.gov.in,none
cmonline.mizoram.gov.in,none
cmrl.gov.in,none
cms.tn.gov.in,none
cms.uk.gov.in,none
cmshealth.mizoram.gov.in,20 mx2.mgovcloud.in.; 50 mx3.mgovcloud.in.; 10 mx.mgovcloud.in.
cmwssbccc.tn.gov.in,none
coal.eoffice.gov.in,none
coal.gov.in,none
coalindiatenders.gov.in,none
cochincustoms.gov.in,10 mx.mgovcloud.in.; 20 mx2.mgovcloud.in.; 50 mx3.mgovcloud.in.
cochinmunicipalcorporation.kerala.gov.in,none
coirboard.eoffice.gov.in,none
coirfed.kerala.gov.in,none
collabcad.gov.in,none
collabdds.gov.in,none
collabland.gov.in,none
comtax.kerala.gov.in,0 pop.comtax.kerala.gov.in.; 10 pop.comtax.kerala.gov.in.
comtaxappl.uk.gov.in,none
convo.nbe.gov.in,none
coop.mizoram.gov.in,none
cooptex.gov.in,0 cooptex.gov.in.
cp.jeevandayee.gov.in,none
cpanel.accr.nbe.gov.in,none
cpanel.apsrtc.gov.in,none
cpanel.arstps.gov.in,none
cpanel.awards.nbe.gov.in,none
cpanel.bncmc.gov.in,none
cpanel.cccm.gov.in,none
cpanel.ccsniam.gov.in,none
cpanel.cgiedinburgh.gov.in,none
cpanel.cgihk.gov.in,none
cpanel.convo.nbe.gov.in,none
cpanel.crlindia.gov.in,none
cpanel.dhulepolice.gov.in,none
cpanel.eoibelgrade.gov.in,none
cpanel.fellowexit.nbe.gov.in,none
cpanel.fmge.nbe.gov.in,none
cpanel.gallery.nbe.gov.in,none
cpanel.hcidhaka.gov.in,none
cpanel.hcisingapore.gov.in,none
cpanel.hcizambia.gov.in,none
cpanel.indembassy-tokyo.gov.in,none
cpanel.jalgaonpolice.gov.in,none
cpanel.jnvadilabad.gov.in,none
cpanel.jnvamravati.gov.in,none
cpanel.jnvauramaha.gov.in,none
cpanel.jnvbhavnagar.gov.in,none
cpanel.jnvbikaner.gov.in,none
cpanel.jnvcanaconasg.gov.in,none
cpanel.jnvchittoor.gov.in,none
cpanel.jnvchuru.gov.in,none
cpanel.jnvdahod.gov.in,none
cpanel.jnvdavanagere.gov.in,none
cpanel.jnvdewas.gov.in,none
cpanel.jnvgadag.gov.in,none
cpanel.jnvgadchiroli.gov.in,none
cpanel.jnvguntur.gov.in,none
cpanel.jnvhingoli.gov.in,none
cpanel.jnvkalahandi.gov.in,none
cpanel.jnvkbelgaum.gov.in,none
cpanel.jnvkhammam.gov.in,none
cpanel.jnvkodagu.gov.in,none
cpanel.jnvkurnool.gov.in,none
cpanel.jnvlohardaga.gov.in,none
cpanel.jnvmahendragarh.gov.in,none
cpanel.jnvmedak.gov.in,none
cpanel.jnvnalgonda.gov.in,none
cpanel.jnvparbhani.gov.in,none
cpanel.jnvsouthwest.gov.in,none
cpanel.jnvvisakhapatnam.gov.in,none
cpanel.jnvwarangal.gov.in,none
cpanel.jnvwashim.gov.in,none
cpanel.jnvwestgodavari.gov.in,none
cpanel.kandlaport.gov.in,none
cpanel.manipureducation.gov.in,none
cpanel.manipurtourism.gov.in,none
cpanel.mnpcs.gov.in,none
cpanel.mpanashik.gov.in,none
cpanel.mpsconline.mizoram.gov.in,none
cpanel.nashikruralpolice.gov.in,none
cpanel.navimumbaipolice.gov.in,none
cpanel.nbe.gov.in,none
cpanel.neetmds.nbe.gov.in,none
cpanel.neetpg.nbe.gov.in,none
cpanel.neetss.nbe.gov.in,none
cpanel.onlpget.nbe.gov.in,none
cpanel.pds.gov.in,none
