field,text
country_name,"none"
government_type,"semi-presidential republic"
capital,"Bucharest"
chief_of_state,"President Nicușor DAN (since 26 May 2025)"
head_of_government,"Prime Minister Ilie BOLOJAN (since 23 June 2005)"
judicial_highest_courts,"High Court of Cassation and Justice (consists of 111 judges organized into civil, penal, commercial, contentious administrative and fiscal business, and joint sections); Supreme Constitutional Court (consists of 9 members)"
constitution_history,"several previous; latest adopted 21 November 1991, approved by referendum and effective 8 December 1991"
