field,text
country_name,"Republic of Singapore"
government_type,"parliamentary republic"
capital,"Singapore"
chief_of_state,"President THARMAN Shanmugaratnam (since 14 September 2023)"
head_of_government,"Prime Minister Lawrence WONG (since 15 May 2024)"
judicial_highest_courts,"Supreme Court (number of judges varies but includes judicial commissioners, judges of appeal, and international judges); the court is organized into an upper-tier Appeal Court and a lower-tier High Court"
constitution_history,"several previous; latest adopted 22 December 1965"
