subdomain,http_status,mx
200mapi.essti.gov.et,Resolving timed out after 3001 milliseconds,none
200mari.essti.gov.et,Resolving timed out after 3001 milliseconds,none
aabpca.gov.et,Resolving timed out after 3002 milliseconds,none
aacta.gov.et,Could not resolve host: aacta.gov.et,none
aalhria.gov.et,Could not resolve host: aalhria.gov.et,none
aarc.gov.et,Resolving timed out after 3001 milliseconds,none
aawsa.gov.et,Resolving timed out after 3001 milliseconds,0 aawsa.gov.et.
addisculturetourism.gov.et,Resolving timed out after 3002 milliseconds,none
addismayor.gov.et,200,dig error
admin.derash.gov.et,200,none
admin.essti.gov.et,Resolving timed out after 3001 milliseconds,none
admin.qa.derash.gov.et,Resolving timed out after 3002 milliseconds,none
afarculture.gov.et,Resolving timed out after 3001 milliseconds,none
ahri.gov.et,200,5 alt1.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 1 aspmx.l.google.com.
aim.ata.gov.et,Resolving timed out after 3001 milliseconds,none
aimform.gov.et,Could not resolve host: aimform.gov.et,none
amharasemaetate.gov.et,Could not resolve host: amharasemaetate.gov.et,none
amharic.ebi.gov.et,Could not resolve host: amharic.ebi.gov.et,none
amharic.ephi.gov.et,Could not resolve host: amharic.ephi.gov.et,none
anrstvedb.gov.et,Could not resolve host: anrstvedb.gov.et,dig error
api.addismayor.gov.et,Resolving timed out after 3001 milliseconds,none
api.admin.derash.gov.et,Resolving timed out after 3001 milliseconds,none
api.admin.qa.derash.gov.et,Resolving timed out after 3002 milliseconds,none
api.derash.gov.et,Resolving timed out after 3002 milliseconds,none
api.eris.fmhaca.gov.et,Resolving timed out after 3001 milliseconds,dig error
api.fmhaca.gov.et,Could not resolve host: api.fmhaca.gov.et,none
api.public.derash.gov.et,Resolving timed out after 3001 milliseconds,dig error
api.public.qa.derash.gov.et,Resolving timed out after 3002 milliseconds,none
api.qa.derash.gov.et,Resolving timed out after 3002 milliseconds,none
appscwbdms.gov.et,Could not resolve host: appscwbdms.gov.et,none
asagert.gov.et,Resolving timed out after 3001 milliseconds,none
aslc.essti.gov.et,Resolving timed out after 3001 milliseconds,none
ata.gov.et,302,10 ata-gov-et.mail.protection.outlook.com.
autodiscover.aacta.gov.et,Resolving timed out after 3001 milliseconds,dig error
autodiscover.aalhria.gov.et,Resolving timed out after 3001 milliseconds,none
autodiscover.aawsa.gov.et,Resolving timed out after 3001 milliseconds,none
