subdomain,http_status,mx
4ebellevue-tabarre.gouv.ht,Could not resolve host: 4ebellevue-tabarre.gouv.ht,none
academiediplomatiquejeanpricemars.gouv.ht,Could not resolve host: academiediplomatiquejeanpricemars.gouv.ht,none
agero.lnbtp.gouv.ht,200,none
agriculture.gouv.ht,200,5 alt1.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 1 aspmx.l.google.com.
agriculturequarantaine.gouv.ht,SSL certificate problem: certificate has expired,none
aith.officedespostesdhaiti.gouv.ht,Could not resolve host: aith.officedespostesdhaiti.gouv.ht,none
alfabetizasyon.gouv.ht,Could not resolve host: alfabetizasyon.gouv.ht,none
alphabetisation.gouv.ht,Could not resolve host: alphabetisation.gouv.ht,none
ambassadehaitird.gouv.ht,Could not resolve host: ambassadehaitird.gouv.ht,none
anap.gouv.ht,200,none
anarse.gouv.ht,Operation timed out after 3000 milliseconds with 0 bytes received,20 alt3.aspmx.l.google.com.; 20 alt4.aspmx.l.google.com.; 10 aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 1 alt2.aspmx.l.google.com.
archivesnationales.gouv.ht,Could not resolve host: archivesnationales.gouv.ht,none
autodiscover.4ebellevue-tabarre.gouv.ht,Could not resolve host: autodiscover.4ebellevue-tabarre.gouv.ht,none
autodiscover.academiediplomatiquejeanpricemars.gouv.ht,Could not resolve host: autodiscover.academiediplomatiquejeanpricemars.gouv.ht,none
autodiscover.agriculturequarantaine.gouv.ht,Could not resolve host: autodiscover.agriculturequarantaine.gouv.ht,none
autodiscover.ambassadehaitird.gouv.ht,Could not resolve host: autodiscover.ambassadehaitird.gouv.ht,none
autodiscover.archivesnationales.gouv.ht,Could not resolve host: autodiscover.archivesnationales.gouv.ht,none
autodiscover.bhda.gouv.ht,Could not resolve host: autodiscover.bhda.gouv.ht,none
autodiscover.bmpad.gouv.ht,400,none
autodiscover.cgmiami.gouv.ht,Could not resolve host: autodiscover.cgmiami.gouv.ht,none
autodiscover.ciat.gouv.ht,SSL: no alternative certificate subject name matches target hostname 'autodiscover.ciat.gouv.ht',none
autodiscover.cscca.gouv.ht,200,none
autodiscover.douane.gouv.ht,302,none
autodiscover.dzf.gouv.ht,400,none
autodiscover.ema.gouv.ht,Could not resolve host: autodiscover.ema.gouv.ht,none
autodiscover.forumcivitax.gouv.ht,Could not resolve host: autodiscover.forumcivitax.gouv.ht,none
autodiscover.incah-haiti.gouv.ht,SSL: no alternative certificate subject name matches target hostname 'autodiscover.incah-haiti.gouv.ht',none
autodiscover.lnbtp.gouv.ht,Could not resolve host: autodiscover.lnbtp.gouv.ht,none
autodiscover.mae.gouv.ht,400,none
autodiscover.mci.gouv.ht,Could not resolve host: autodiscover.mci.gouv.ht,none
autodiscover.md.gouv.ht,SSL: no alternative certificate subject name matches target hostname 'autodiscover.md.gouv.ht',none
autodiscover.ministeredeladefense.gouv.ht,Could not resolve host: autodiscover.ministeredeladefense.gouv.ht,none
autodiscover.misprimature.gouv.ht,Could not resolve host: autodiscover.misprimature.gouv.ht,none
autodiscover.mspp.gouv.ht,Could not resolve host: autodiscover.mspp.gouv.ht,none
autodiscover.mtptc.gouv.ht,Could not resolve host: autodiscover.mtptc.gouv.ht,none
autodiscover.ofatma.gouv.ht,Could not resolve host: autodiscover.ofatma.gouv.ht,none
autodiscover.ofnac.gouv.ht,Failed to connect to autodiscover.ofnac.gouv.ht port 443 after 115 ms: Could not connect to server,none
autodiscover.orepacentre.gouv.ht,Could not resolve host: autodiscover.orepacentre.gouv.ht,none
autodiscover.orepanord.gouv.ht,Could not resolve host: autodiscover.orepanord.gouv.ht,none
autodiscover.orepaouest.gouv.ht,Could not resolve host: autodiscover.orepaouest.gouv.ht,none
autodiscover.orepasud.gouv.ht,Could not resolve host: autodiscover.orepasud.gouv.ht,none
autodiscover.secretariat-techniquehd.gouv.ht,Could not resolve host: autodiscover.secretariat-techniquehd.gouv.ht,none
autodiscover.securitepublique.gouv.ht,Resolving timed out after 3001 milliseconds,none
autodiscover.ucp.gouv.ht,Could not resolve host: autodiscover.ucp.gouv.ht,none
autodiscover.ucref.gouv.ht,Failed to connect to autodiscover.ucref.gouv.ht port 443 after 88 ms: Could not connect to server,none
autodiscover.ute.gouv.ht,Could not resolve host: autodiscover.ute.gouv.ht,none
backup.dinepa.gouv.ht,Could not resolve host: backup.dinepa.gouv.ht,none
been.officedespostesdhaiti.gouv.ht,Could not resolve host: been.officedespostesdhaiti.gouv.ht,none
bhda.gouv.ht,401,none
bin.officedespostesdhaiti.gouv.ht,Could not resolve host: bin.officedespostesdhaiti.gouv.ht,none
blog.officedespostesdhaiti.gouv.ht,Could not resolve host: blog.officedespostesdhaiti.gouv.ht,none
bmpad.gouv.ht,500,dig error
bmpad.misprimature.gouv.ht,Could not resolve host: bmpad.misprimature.gouv.ht,none
budget.gouv.ht,200,none
caert.officedespostesdhaiti.gouv.ht,Could not resolve host: caert.officedespostesdhaiti.gouv.ht,none
cantent.officedespostesdhaiti.gouv.ht,Could not resolve host: cantent.officedespostesdhaiti.gouv.ht,none
