hostname,http_status,mx
111.nhs.uk,405,none
999bsl.co.uk,200,5 sorenson-com.mail.protection.outlook.com.
abenburycommunitycouncil.org.uk,SSLException: (internal_error) Received fatal alert: internal_error,none
abermulewithllandyssilcommunitycouncil.org.uk,301,none
abervalleycommunitycouncil.org.uk,301,none
abilitynet.org.uk,200,0 abilitynet-org-uk.mail.protection.outlook.com.
aboutcookies.org.uk,403,none
abports.co.uk,301,10 eu-smtp-inbound-1.mimecast.com.; 10 eu-smtp-inbound-2.mimecast.com.
abuhb.nhs.wales,HttpConnectTimeoutException: HTTP connect timed out,none
accessable.co.uk,403,10 accessable-co-uk.mail.protection.outlook.com.
accessibility-services.co.uk,301,none
accurx.nhs.uk,200,none
actionfraud.police.uk,HttpConnectTimeoutException: HTTP connect timed out,10 actionfraud-police-uk.mail.protection.outlook.com.
activecouncil.co.uk,200,none
adelante.co.uk,HttpConnectTimeoutException: HTTP connect timed out,none
adeptnet.org.uk,200,5 alt1.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.
admin.cam.ac.uk,HttpConnectTimeoutException: HTTP connect timed out,0 admin-cam-ac-uk.mail.protection.outlook.com.
admin.ox.ac.uk,ConnectException,4 oxforduni.in.tmes.trendmicro.eu.
ads.org.uk,301,0 ads-org-uk.mail.protection.outlook.com.
afcommissioner.org.uk,301,none
ageingresearch.org,HttpConnectTimeoutException: HTTP connect timed out,none
ageuk.org.uk,301,none
ahdb.org.uk,200,0 ahdb-org-uk.mail.protection.outlook.com.
ahrc.ac.uk,302,2 ahrc-ac-uk.mail.protection.outlook.com.
alderhey.nhs.uk,301,0 alderhey-nhs-uk.mail.protection.outlook.com.
algerian-consulate.org.uk,200,none
algerianembassy.org.uk,HttpConnectTimeoutException: HTTP connect timed out,10 mailserver.livemail.co.uk.
alzheimers.org.uk,301,none
amazon.co.uk,301,10 amazon-smtp.amazon.com.
ambafrance-uk.org,HttpConnectTimeoutException: HTTP connect timed out,5 mta-gw.infomaniak.ch.
ambardc.london,HttpConnectTimeoutException: HTTP connect timed out,none
ambasadat.net,HttpConnectTimeoutException: HTTP connect timed out,20 mx2.emailsrvr.com.; 10 mx1.emailsrvr.com.
amtra.org.uk,HttpConnectTimeoutException: HTTP connect timed out,1 amtra-org-uk.mail.protection.outlook.com.
anglianwater.co.uk,HttpConnectTimeoutException: HTTP connect timed out,none
angola.org.uk,HttpConnectTimeoutException: HTTP connect timed out,10 mx00.ionos.co.uk.; 10 mx01.ionos.co.uk.
antislaverycommissioner.co.uk,200,none
apccs.police.uk,HttpConnectTimeoutException: HTTP connect timed out,none
arb.org.uk,200,10 eu-smtp-inbound-2.mimecast.com.; 10 eu-smtp-inbound-1.mimecast.com.
ardengemcsu.nhs.uk,HttpConnectTimeoutException: HTTP connect timed out,none
argoedcommunitycouncil.org.uk,301,10 mail.argoedcommunitycouncil.org.uk.
aria.org.uk,200,1 ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.; 5 ALT2.ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.
army.mod.uk,HttpConnectTimeoutException: HTTP connect timed out,none
arts.wales,200,20 cust73271-2.in.mailcontrol.com.; 10 cust73271-1.in.mailcontrol.com.
artscouncil-ni.org,200,20 mx-02-eu-west-1.prod.hydra.sophos.com.; 10 mx-01-eu-west-1.prod.hydra.sophos.com.
artscouncil.org.uk,301,none
asapglos.nhs.uk,HttpConnectTimeoutException: HTTP connect timed out,none
assets.nhs.uk,HttpConnectTimeoutException: HTTP connect timed out,none
asthmaandlung.org.uk,HttpConnectTimeoutException: HTTP connect timed out,0 asthmaandlung-org-uk.mail.protection.outlook.com.
audit.scot,200,none
audit.wales,HttpConnectTimeoutException: HTTP connect timed out,10 mxb-004ee501.gslb.pphosted.com.; 10 mxa-004ee501.gslb.pphosted.com.
autism.org.uk,HttpConnectTimeoutException: HTTP connect timed out,none
awe.co.uk,ConnectException,5 awe-co-uk.mail.protection.outlook.com.
axiell.co.uk,HttpConnectTimeoutException: HTTP connect timed out,none
bahamashclondon.net,HttpConnectTimeoutException: HTTP connect timed out,none
bahrainembassy.co.uk,HttpConnectTimeoutException: HTTP connect timed out,none
bankofengland.co.uk,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching bankofengland.co.uk found.,20 eu-smtp-inbound-2.mimecast.com.; 10 eu-smtp-inbound-1.mimecast.com.
barnsleyhealthcarefederation.co.uk,HttpConnectTimeoutException: HTTP connect timed out,none
bartshealth.nhs.uk,307,none
bathandnortheastsomersetccg.nhs.uk,HttpConnectTimeoutException: HTTP connect timed out,none
bbc.co.uk,301,20 cluster1a.eu.messagelabs.com.; 10 cluster1.eu.messagelabs.com.
bbits.co.uk,200,none
bbsrc.ac.uk,302,2 bbsrc-ac-uk.mail.protection.outlook.com.
bcuhb.nhs.wales,HttpConnectTimeoutException: HTTP connect timed out,none
bedfordshirehospitals.nhs.uk,HttpConnectTimeoutException: HTTP connect timed out,none
belfast-harbour.co.uk,HttpConnectTimeoutException: HTTP connect timed out,10 eu-smtp-inbound-1.mimecast.com.; 10 eu-smtp-inbound-2.mimecast.com.
belfastairport.com,HttpConnectTimeoutException: HTTP connect timed out,none
belizehighcommission.co.uk,HttpConnectTimeoutException: HTTP connect timed out,0 belizehighcommission-co-uk.mail.protection.outlook.com.
berkshirehealthcare.nhs.uk,HttpConnectTimeoutException: HTTP connect timed out,none
berkshirerecordoffice.org.uk,HttpConnectTimeoutException: HTTP connect timed out,none
bethdin.org.uk,301,10 eu-smtp-inbound-1.mimecast.com.; 10 eu-smtp-inbound-2.mimecast.com.
better.org.uk,301,5 mail.gll.org.; 10 feedback-smtp.eu-west-2.amazonses.com.
betterhealthns.co.uk,301,none
betteroffcalculator.co.uk,200,none
betws.wordpress.com,HttpConnectTimeoutException: HTTP connect timed out,none
bgateway.com,HttpConnectTimeoutException: HTTP connect timed out,0 bgateway-com.mail.protection.outlook.com.
bgs.ac.uk,301,0 bgs-ac-uk.mail.protection.outlook.com.
bhclondon.org.uk,200,none
bhembassy.co.uk,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching bhembassy.co.uk found.,none
biofair.uk,200,1 aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.
birmingham.ac.uk,301,10 mx08-002d3c02.pphosted.com.; 10 mx07-002d3c02.pphosted.com.
bishtoncommunitycouncil.webs.com,ConnectException,none
bl.uk,308,none
bliss.org.uk,301,none
blood.co.uk,405,none
blueteq-secure.co.uk,ConnectException,none
bma.org.uk,301,none
bnl.bm,301,0 mail.bnl.bm.
bookingsplus.co.uk,200,none
boundarycommission.org.uk,301,20 mx-02-eu-west-1.prod.hydra.sophos.com.; 10 mx-01-eu-west-1.prod.hydra.sophos.com.
brc.slam.nhs.uk,ConnectException,none
breezethemes.co.uk,ConnectException,none
bridgewater.nhs.uk,301,none
bristolbrc.nihr.ac.uk,301,none
bristolccg.nhs.uk,HttpConnectTimeoutException: HTTP connect timed out,none
british-business-bank.co.uk,301,none
britishchambers.org.uk,301,none
britishirishchamber.com,301,none
britishlegion.org.uk,301,none
britishwool.org.uk,HttpConnectTimeoutException: HTTP connect timed out,none
bspd.co.uk,HttpConnectTimeoutException: HTTP connect timed out,none
bsw.icb.nhs.uk,200,none
btp.police.uk,302,0 btp-police-uk.mail.protection.outlook.com.
btpa.police.uk,200,0 aspmx.l.google.com.
caa.co.uk,301,10 caa-co-uk.mail.protection.outlook.com.
caerwentcc.com,200,none
cambridge-brc.org.uk,405,none
cambs.police.uk,302,none
cambscommunityservices.nhs.uk,HttpConnectTimeoutException: HTTP connect timed out,none
cameroonhighcommission.co.uk,200,none
canalrivertrust.org.uk,200,10 mxb-007a4601.gslb.pphosted.com.; 10 mxa-007a4601.gslb.pphosted.com.
capt.org.uk,200,none
cardiffharbour.com,301,none
carechoices.co.uk,301,none
careerswales.com,301,none
careinspectorate.com,301,10 careinspectorate-com.mail.protection.outlook.com.
careopinion.org.uk,301,none
catribunal.org.uk,301,1 catribunal-org-uk.mail.protection.outlook.com.
cavuhb.nhs.wales,200,none
ccea.org.uk,200,none
cdffc.llyw.cymru,200,none
cefas.co.uk,HttpConnectTimeoutException: HTTP connect timed out,10 cefas-co-uk.mail.protection.outlook.com.
centralandsouthknowsleypcn.co.uk,301,none
centralmanchesterccg.nhs.uk,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching centralmanchesterccg.nhs.uk found.,none
cepc.org.uk,301,none
cfa.nhs.uk,200,10 inbound-smtp.eu-west-1.amazonaws.com.
channel4.com,301,10 eu-smtp-inbound-1.mimecast.com.; 10 eu-smtp-inbound-2.mimecast.com.
chathealth.nhs.uk,200,none
chcpcic.org.uk,301,10 chcpcic-org-uk.mail.protection.outlook.com.
chefsbay.co.uk,200,10 alt4.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
chelwest.nhs.uk,302,none
cheshire.police.uk,HttpConnectTimeoutException: HTTP connect timed out,none
cheshireandmerseyside.nhs.uk,200,0 cheshireandmerseyside-nhs-uk.mail.protection.outlook.com.
cheshirearchives.org.uk,301,none
chevening.org,301,none
childline.org.uk,301,5 mail01.nspcc.org.uk.; 10 mail02.nspcc.org.uk.
childsafeguarding.independent-panel.uk,200,none
cil.ie,HttpConnectTimeoutException: HTTP connect timed out,none
citizensadvice.org.uk,301,none
civicaepay.co.uk,ConnectException,10 mail.civicahosting.co.uk.
cjini.org,301,10 mx-01-eu-west-1.prod.hydra.sophos.com.; 20 mx-02-eu-west-1.prod.hydra.sophos.com.
clch.nhs.uk,200,none
cleveland.police.uk,403,none
click4assistance.co.uk,301,none
cmft.nhs.uk,HttpConnectTimeoutException: HTTP connect timed out,0 cmft-nhs-uk.mail.protection.outlook.com.
cmoptions.org,HttpConnectTimeoutException: HTTP connect timed out,none
cntw.nhs.uk,301,0 cntw-nhs-uk.mail.protection.outlook.com.
cnwl.nhs.uk,403,none
coedpoeth.com,405,none
coityhighercommunitycouncil.co.uk,301,10 mail.coityhighercommunitycouncil.co.uk.
college.police.uk,HttpConnectTimeoutException: HTTP connect timed out,none
