subdomain,parent_domain,http_status
0890.syzefxis.gov.gr,gov.gr,"SSL: no alternative certificate subject name matches target hostname '0890.syzefxis.gov.gr'"
112.gov.gr,gov.gr,"SSL: no alternative certificate subject name matches target hostname '112.gov.gr'"
1140.syzefxis.gov.gr,gov.gr,"Connection timed out after 3002 milliseconds"
1706.syzefxis.gov.gr,gov.gr,"SSL: no alternative certificate subject name matches target hostname '1706.syzefxis.gov.gr'"
academicid.minedu.gov.gr,gov.gr,"200"
acorrbox.gsac.gov.gr,gov.gr,"Could not resolve host: acorrbox.gsac.gov.gr"
agan.gov.gr,gov.gr,"307"
agrinio.gov.gr,gov.gr,"Connection timed out after 3002 milliseconds"
agrinio.gov.gr.agriniopolitismos.gr,gov.gr,"Could not resolve host: agrinio.gov.gr.agriniopolitismos.gr"
aisopos.minedu.gov.gr,gov.gr,"Could not resolve host: aisopos.minedu.gov.gr"
aitimata.kalymnos.gov.gr,gov.gr,"301"
aliartos.gov.gr,gov.gr,"301"
alonissos.gov.gr,gov.gr,"200"
alonnisos.gov.gr,gov.gr,"301"
amari.gov.gr,gov.gr,"301"
apdkritis.gov.gr,gov.gr,"301"
apella.minedu.gov.gr,gov.gr,"200"
api.koinonikosantiktypos.gov.gr,gov.gr,"Could not resolve host: api.koinonikosantiktypos.gov.gr"
apografi.gov.gr,gov.gr,"SSL certificate problem: unable to get local issuer certificate"
apokoronas.gov.gr,gov.gr,"200"
app.diavgeia.gov.gr,gov.gr,"200"
apps.efka.gov.gr,gov.gr,"200"
apps.gov.gr,gov.gr,"Could not resolve host: apps.gov.gr"
appsint.efka.gov.gr,gov.gr,"Could not resolve host: appsint.efka.gov.gr"
arxaiaolympia.gov.gr,gov.gr,"200"
arxaiologikoktimatologio.gov.gr,gov.gr,"404"
astegoi.gov.gr,gov.gr,"303"
atlas.gov.gr,gov.gr,"Could not resolve host: atlas.gov.gr"
attica.gov.gr,gov.gr,"200"
auth.dimoskarditsas.gov.gr,gov.gr,"Operation timed out after 3000 milliseconds with 0 bytes received"
auth.dimossouliou.gov.gr,gov.gr,"302"
auth.galatsi.gov.gr,gov.gr,"302"
auth.kalymnos.gov.gr,gov.gr,"Connection timed out after 3000 milliseconds"
autoconfig.erymanthou.gov.gr,gov.gr,"Could not resolve host: autoconfig.erymanthou.gov.gr"
autodiscover.agrinio.gov.gr,gov.gr,"Could not resolve host: autodiscover.agrinio.gov.gr"
autodiscover.alonnisos.gov.gr,gov.gr,"400"
autodiscover.brexit.gov.gr,gov.gr,"Could not resolve host: autodiscover.brexit.gov.gr"
autodiscover.elafonisos.gov.gr,gov.gr,"400"
autodiscover.erymanthou.gov.gr,gov.gr,"Could not resolve host: autodiscover.erymanthou.gov.gr"
autodiscover.filiates.gov.gr,gov.gr,"Could not resolve host: autodiscover.filiates.gov.gr"
autodiscover.gamingcommission.gov.gr,gov.gr,"Failed to connect to autodiscover.gamingcommission.gov.gr port 443 after 207 ms: Could not connect to server"
autodiscover.kileler.gov.gr,gov.gr,"Failed to connect to autodiscover.kileler.gov.gr port 443 after 188 ms: Could not connect to server"
autodiscover.koropi.gov.gr,gov.gr,"Could not resolve host: autodiscover.koropi.gov.gr"
autodiscover.lipsi.gov.gr,gov.gr,"400"
autodiscover.minedu.gov.gr,gov.gr,"404"
autodiscover.monemvasia.gov.gr,gov.gr,"Could not resolve host: autodiscover.monemvasia.gov.gr"
autodiscover.paiania.gov.gr,gov.gr,"Could not resolve host: autodiscover.paiania.gov.gr"
autodiscover.politis.pamth.gov.gr,gov.gr,"Could not resolve host: autodiscover.politis.pamth.gov.gr"
autodiscover.ppel.gov.gr,gov.gr,"Could not resolve host: autodiscover.ppel.gov.gr"
autodiscover.sintiki.gov.gr,gov.gr,"Could not resolve host: autodiscover.sintiki.gov.gr"
autodiscover.ydra.gov.gr,gov.gr,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.ydra.gov.gr'"
autodiscover.zografou.gov.gr,gov.gr,"400"
awstats.boriakinouria.gov.gr,gov.gr,"302"
bbb.crete.gov.gr,gov.gr,"Connection timed out after 3001 milliseconds"
bms.idika.gov.gr,gov.gr,"Connection timed out after 3001 milliseconds"
