hostname,score,sources,label,level
ccc.org.bd,7,wikidata;wikidata,Chattogram City Corporation,
comillacitycorporation.org,6,wikidata;wikidata,Cumilla City Corporation,
dhaka.thaiembassy.org,6,wikidata;wikidata,"Embassy of Thailand, Dhaka",central
gazipurcity.com,6,wikidata;wikidata,Gazipur City Corporation,
khulnacity.org,6,wikidata;wikidata,Khulna City Corporation,
acc.org.bd,4,wikidata,Anti-Corruption Commission,
bd.usembassy.gov,4,wikidata,"Embassy of the United States, Dhaka",central
bids.org.bd,4,wikidata,Bangladesh Institute of Development Studies,
dwasa.org.bd,4,wikidata,Dhaka WASA,
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Dhaka",central
nbc.org.bd,4,wikidata,National Book Centre,
nhrc.org.bd,4,wikidata,National Human Rights Commission of Bangladesh,
bangladesh-bank.org,3,wikidata,Bangladesh Bank,
bangladesh.mid.ru,3,wikidata,embassy of Russia in Bangladesh,central
bangladesh.um.dk,3,wikidata,embassy of Denmark in Dhaka,central
bd.ambafrance.org,3,wikidata,"Embassy of France, Dhaka",central
bd.china-embassy.org,3,wikidata,"Embassy of the People’s Republic of China, Dhaka",central
bd.mdvmission,3,wikidata,"High Commission of the Maldives, Dhaka",
cagbd.org,3,wikidata,"Office of the Comptroller and Auditor General, Bangladesh",
dhaka.diplo.de,3,wikidata,"Embassy of Germany, Bangladesh",central
dhaka.mfa.af,3,wikidata,"Embassy of Afghanistan, Dhaka",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Bangladesh,
ict-bd.org,3,wikidata,International Crimes Tribunal (Bangladesh),
nederlandwereldwijd.nl,3,wikidata,"Embassy of the Netherlands, Dhaka",central
netherlandsembassydhaka.org,3,wikidata,"Embassy of the Netherlands, Dhaka",central
norway.no,3,wikidata,"Embassy of Norway, Dhaka",central
palestinemissionbd.com,3,wikidata,"Embassy of Palestine, Dhaka",central
swedenabroad.se,3,wikidata,"Embassy of Sweden, Dhaka",central
zpchittagong.org,3,wikidata,Zila Parishad Chittagong,
