subdomain,http_status,mx
ax.mafra.go.kr,200,
baro.mafra.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
bigdata.mafra.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
bsc.mafra.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
data.mafra.go.kr,200,
ea.mafra.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ebooklib.mafra.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
fta.mafra.go.kr,200,
issa.mafra.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
kass.mafra.go.kr,200,
lib.mafra.go.kr,302,
mafra.go.kr,200,0 antispam.korea.kr.
mailtrain.mafra.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
nd.mafra.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
nj.mafra.go.kr,ConnectException > UnresolvedAddressException,
njf.mafra.go.kr,ConnectException > UnresolvedAddressException,
njy.mafra.go.kr,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
pdfstation.mafra.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
people.mafra.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
usb.mafra.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
woman.mafra.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.baro.mafra.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.kass.mafra.go.kr,ConnectException > UnresolvedAddressException,
www.lib.mafra.go.kr,ConnectException > UnresolvedAddressException,
www.mafra.go.kr,200,none
www.mailtrain.mafra.go.kr,ConnectException > UnresolvedAddressException,
www.nd.mafra.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.people.mafra.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
