subdomain,http_status,mx
518archives.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ccis.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
creation.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
culturestat.mcst.go.kr,ConnectException > UnresolvedAddressException,
duty.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ebook.culturestat.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
inaru.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
lib.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
m.mcst.go.kr,ConnectException > UnresolvedAddressException,
mcst.go.kr,301,0 antispam.korea.kr.
mnaru.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
naru.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
pds.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
pims.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
plog.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
production.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
stat.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
tourdure.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
vstat.culturestat.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
webfilter.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
webhard.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.lib.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.mcst.go.kr,403,none
www.tourdure.mcst.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
