subdomain,http_status,mx
assem.motie.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
bcs.motie.go.kr,302,
branch.motie.go.kr,302,
change.motie.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
csc.motie.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ekp.motie.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
emt.motie.go.kr,ConnectException > ClosedChannelException,
english.motie.go.kr,301,
eval.motie.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
fta.motie.go.kr,ConnectException > UnresolvedAddressException,
gwangup.motie.go.kr,SSLHandshakeException > CertificateException: No subject alternative DNS name matching gwangup.motie.go.kr found.,
istm.motie.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
itsm.motie.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ldap.motie.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
lib.motie.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
mine.motie.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
motie.go.kr,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching motie.go.kr found.,0 antispam.korea.kr.
portal.motie.go.kr,302,
rtv.motie.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
sso.motie.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
strm.motie.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.bcs.motie.go.kr,ConnectException > UnresolvedAddressException,
www.branch.motie.go.kr,ConnectException > UnresolvedAddressException,
www.csc.motie.go.kr,ConnectException > UnresolvedAddressException,
www.english.motie.go.kr,ConnectException > UnresolvedAddressException,
www.motie.go.kr,302,none
www.portal.motie.go.kr,ConnectException > UnresolvedAddressException,
