subdomain,http_status,mx
api.mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
api.stghis.mohw.go.kr,ConnectException > UnresolvedAddressException,
app.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
app2.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
basicpension.mohw.go.kr,405,
bip.mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
bip.stghis.mohw.go.kr,ConnectException > UnresolvedAddressException,
cc129.mohw.go.kr,ConnectException > UnresolvedAddressException,
chat.mohw.go.kr,SSLHandshakeException > CertificateException: No subject alternative DNS name matching chat.mohw.go.kr found.,
chmr.mohw.go.kr,302,
clr.mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
clr.stghis.mohw.go.kr,ConnectException > UnresolvedAddressException,
d-care.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
dba.mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
dba.stghis.mohw.go.kr,ConnectException > UnresolvedAddressException,
dboard.neoemr.mohw.go.kr,ConnectException > UnresolvedAddressException,
dev.hams.mohw.go.kr,ConnectException > UnresolvedAddressException,
dev.ihams.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
dev.mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
devdoap.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
doap.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
dru.mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
dru.stghis.mohw.go.kr,ConnectException > UnresolvedAddressException,
eco.mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
eco.stghis.mohw.go.kr,ConnectException > UnresolvedAddressException,
emrcert.mohw.go.kr,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
emrframe.mohw.go.kr,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
ems.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
frc.mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
frc.stghis.mohw.go.kr,ConnectException > UnresolvedAddressException,
gpk.mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
gpk.stghis.mohw.go.kr,ConnectException > UnresolvedAddressException,
gvnchcdl.mohw.go.kr,200,
hams-fido.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
hams.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
hams1.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
hams2.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
hcdl.mohw.go.kr,405,
hcms.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
hcs.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
hisimpan.mohw.go.kr,SSLHandshakeException > CertificateException: No subject alternative DNS name matching hisimpan.mohw.go.kr found.,
iam.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ihams.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ihams1.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ihams2.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ins.mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
insight.neoemr.mohw.go.kr,ConnectException > UnresolvedAddressException,
iportal.mohw.go.kr,405,
isr.mediro.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
isr.stghis.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
its.mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
its.stghis.mohw.go.kr,ConnectException > UnresolvedAddressException,
itsm.neoemr.mohw.go.kr,ConnectException > UnresolvedAddressException,
k-cure.mohw.go.kr,200,
keep.osong.mohw.go.kr,ConnectException > UnresolvedAddressException,
library.mohw.go.kr,302,
lic.mohw.go.kr,405,
lm.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
m1.mohw.go.kr,SSLHandshakeException > CertificateException: No subject alternative DNS name matching m1.mohw.go.kr found.,
mar.mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
mar.stghis.mohw.go.kr,ConnectException > UnresolvedAddressException,
mec.mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
mec.stghis.mohw.go.kr,ConnectException > UnresolvedAddressException,
medichart.mohw.go.kr,200,
mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
mob.mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
mob.stghis.mohw.go.kr,ConnectException > UnresolvedAddressException,
mobile.neoemr.mohw.go.kr,ConnectException > UnresolvedAddressException,
mohw.go.kr,405,0 spam.korea.kr.
mre.mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
mre.stghis.mohw.go.kr,ConnectException > UnresolvedAddressException,
mrecord.neoemr.mohw.go.kr,ConnectException > UnresolvedAddressException,
mwadmin.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
neoemr.mohw.go.kr,ConnectException > UnresolvedAddressException,
oacx.mohw.go.kr,SSLHandshakeException > ValidatorException > CertPathValidatorException > CertificateExpiredException: NotAfter: Mon Aug 17 01:59:59 CEST 2026,
osong.mohw.go.kr,405,
pep.mohw.go.kr,SSLHandshakeException > CertificateException: No subject alternative DNS name matching pep.mohw.go.kr found.,
por.mediro.mohw.go.kr,ConnectException > UnresolvedAddressException,
por.stghis.mohw.go.kr,ConnectException > UnresolvedAddressException,
portal.mediro.mohw.go.kr,404,
portal.mohw.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
