subdomain,http_status,mx
cmis.mof.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
daesan.mof.go.kr,302,
donghae.mof.go.kr,302,
e-navigation.mof.go.kr,403,
eastship.mof.go.kr,302,
fms.mof.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
gunsan.mof.go.kr,302,
incheon.mof.go.kr,302,
inpss.mof.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
jeju.mof.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
kcfms.mof.go.kr,302,
kfims.mof.go.kr,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
kms.mof.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
kmst.mof.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
lib.mof.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
masan.mof.go.kr,302,
mof.go.kr,302,none
mokpo.mof.go.kr,302,
naraport.mof.go.kr,200,
nulsan.mof.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
pohang.mof.go.kr,302,
pss.mof.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
pwis.mof.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
pyeongtaek.mof.go.kr,302,
safe.mof.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
southship.mof.go.kr,302,
stat.mof.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ulsan.mof.go.kr,302,
westship.mof.go.kr,302,
www.kcfms.mof.go.kr,ConnectException > UnresolvedAddressException,
www.mof.go.kr,200,none
yeosu.mof.go.kr,302,
