subdomain,http_status,mx
1350.moel.go.kr,200,
ai.moel.go.kr,400,
bwr.moel.go.kr,ConnectException > ClosedChannelException,
bwrstr.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
commt.moel.go.kr,ConnectException > ClosedChannelException,
dauri.moel.go.kr,ConnectException > ClosedChannelException,
daurimail.moel.go.kr,ConnectException > ClosedChannelException,
drmail.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
e-board.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
e-fax.moel.go.kr,ConnectException > ClosedChannelException,
eboard.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
enterpriseenrollment.moel.go.kr,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
fax.moel.go.kr,ConnectException > ClosedChannelException,
fine.moel.go.kr,ConnectException > ClosedChannelException,
finedev.moel.go.kr,ConnectException > ClosedChannelException,
gamsa.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
helpdesk.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ifine.moel.go.kr,302,
inwebfilter.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
iwc.moel.go.kr,SSLHandshakeException > CertificateException: No subject alternative DNS name matching iwc.moel.go.kr found.,
kmc.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
labor.moel.go.kr,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
laborcasi.moel.go.kr,SSLHandshakeException > CertificateException: No subject alternative DNS name matching laborcasi.moel.go.kr found.,
labordev.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
laborptadmin.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
laborstat.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
lect.moel.go.kr,ConnectException > ClosedChannelException,
m.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
minwon.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
minwonadm.moel.go.kr,ConnectException > ClosedChannelException,
moel.go.kr,405,0 antispam.korea.kr.
moelba.moel.go.kr,ConnectException > ClosedChannelException,
newdauri.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
news.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
newsso.moel.go.kr,ConnectException > ClosedChannelException,
nosadev.moel.go.kr,ConnectException > ClosedChannelException,
nosanuri.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
pension-performance.moel.go.kr,200,
pilms.moel.go.kr,ConnectException > ClosedChannelException,
public-servey.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
public-survey.moel.go.kr,302,
saudi.moel.go.kr,ConnectException > ClosedChannelException,
snsnr.moel.go.kr,ConnectException > ClosedChannelException,
snsnrchat.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
snsnrdev.moel.go.kr,ConnectException > ClosedChannelException,
snsnrea.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
snsnreadev.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
snsnreatest.moel.go.kr,ConnectException > ClosedChannelException,
snsnrecm.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
snsnredisk.moel.go.kr,ConnectException > ClosedChannelException,
snsnrstat.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
snsnrsttmgmt.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
snsnrtest.moel.go.kr,ConnectException > ClosedChannelException,
sso.moel.go.kr,ConnectException > ClosedChannelException,
stathtml.moel.go.kr,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
webfilter.moel.go.kr,IOException > EOFException: EOF reached while reading,
workrg.moel.go.kr,ConnectException > ClosedChannelException,
www.moel.go.kr,405,none
www.news.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.snsnr.moel.go.kr,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
