hostname,score,sources,label,level
lubuskie.pl,7,wikidata;wikidata,Zarząd Województwa Lubuskiego | Marshal's Office of Lubusz Voivodeship,central-1
umwd.dolnyslask.pl,7,wikidata;wikidata,Marshal's Office of Lower Silesian Voivodeship | Lower Silesian Regional Assembly,central-1
bip.podkarpackie.pl,4,wikidata,Marshal's Office of Podkarpackie Voivodeship,central-1
bip.sejmik.kielce.pl,4,wikidata,Marshal's Office of Świętokrzyskie Voivodeship,central-1
bip.slaskie.pl,4,wikidata,Marshal's Office of Silesian Voivodeship,central-1
bip.warmia.mazury.pl,4,wikidata,Marshal's Office of Warmian-Masurian Voivodeship,central-1
bip.wzp.pl,4,wikidata,Marshal's Office of West Pomeranian Voivodeship,central-1
kujawsko-pomorskie.pl,4,wikidata,Marshal's Office of Kuyavian-Pomeranian Voivodeship,central-1
lodzkie.pl,4,wikidata,Łódź Voivodeship Marshal's Office,central-1
lubelskie.pl,4,wikidata,Marshal's Office of Lublin Voivodeship,central-1
malopolska.pl,4,wikidata,Marshal’s Office of Lesser Poland Voivodeship,central-1
malopolskie.pl,4,wikidata,Lesser Poland Regional Assembly,central-1
mazovia.pl,4,wikidata,Marshal’s Office of Masovian Voivodeship,central-1
opolskie.pl,4,wikidata,Marshal’s Office of Opole Voivodeship,central-1
sejmik.podkarpackie.pl,4,wikidata,Podkarpackie Regional Assembly,central-1
sejmik.slaskie.pl,4,wikidata,Silesian Regional Assembly,central-1
sejmik.wzp.pl,4,wikidata,West Pomeranian Regional Assembly,central-1
umwo.opole.pl,4,wikidata,Opole Regional Assembly,central-1
umww.pl,4,wikidata,Marshal's Office of Greater Poland Voivodeship,central-1
wios.warszawa.pl,4,wikidata,Wojewódzki Inspektorat Ochrony Środowiska w Warszawie,central-1
wzdw.pl,4,wikidata,Greater Poland Voivodeship Roads Authority,central-1
bip.pomorskie.eu,3,wikidata,Marshal's Office of Pomeranian Voivodeship,central-1
oppeln.diplo.de,3,wikidata,German Consulate Opole,central-1
podlaskie.eu,3,wikidata,Marshal’s Office of Podlaskie Voivodeship,central-1
torun.pl,8,wikidata;linkgraph,Q120717214,local
um.warszawa.pl,8,wikidata;linkgraph,Warsaw City Council,local
gdansk.pl,7,wikidata;linkgraph,Gdańsk City Council,local
poland.representation.ec.europa.eu,6,wikidata;wikidata,European Commission Representation in Poland | European Commission Regional Representation in Wrocław,local
bip.krakow.pl,4,wikidata,Kraków City Council,local
en.um.warszawa.pl,4,wikidata,Warsaw City Council,local
rmk.krakow.pl,4,wikidata,Kraków City Council,local
sm.miastozabrze.pl,4,wikidata,Q133030557,local
sm.poznan.pl,4,wikidata,Q131390394,local
sm.szczecin.pl,4,wikidata,Q133030266,local
strazmiejska.bialystok.pl,4,wikidata,Q131390296,local
strazmiejska.bytom.pl,4,wikidata,Q133030169,local
strazmiejska.gda.pl,4,wikidata,Q133091267,local
strazmiejska.krakow.pl,4,wikidata,Q133030465,local
strazmiejska.lodz.pl,4,wikidata,Q131392077,local
strazmiejska.tomaszow-maz.pl,4,wikidata,Q133091593,local
strazmiejska.waw.pl,4,wikidata,Q131390402,local
uml.lodz.pl,4,wikidata,Łódź City Council,local
frontex.europa.eu,3,wikidata,European Border and Coast Guard Agency,local
kolobrzeg.eu,3,wikidata,Q133459352,local
strazmiejska.olsztyn.eu,3,wikidata,Q133030323,local
