field,text
country_name,"Republic of Vanuatu"
government_type,"parliamentary republic"
capital,"Port-Vila (on Efate)"
chief_of_state,"President Nikenike VUROBARAVU (since 23 July 2022)"
head_of_government,"Prime Minister Jotham NAPAT (since 11 February 2025)"
judicial_highest_courts,"Court of Appeal (consists of 2 or more judges of the Supreme Court designated by the chief justice); Supreme Court (consists of the chief justice and 6 puisne judges -- 3 local and 3 expatriate)"
constitution_history,"draft completed August 1979, finalized by constitution conference 19 September 1979, ratified by French and British Governments 23 October 1979, effective 30 July 1980 at independence"
