subdomain,http_status
1.marneuli.gov.ge,Could not resolve host: 1.marneuli.gov.ge
123.hrajara.gov.ge,Could not resolve host: 123.hrajara.gov.ge
4phouse.tsageri.gov.ge,Could not resolve host: 4phouse.tsageri.gov.ge
5g.gov.ge,200
abkhazia.gov.ge,302
acc1.mfa.gov.ge,Connection timed out after 3001 milliseconds
access.mrg.gov.ge,Connection timed out after 3002 milliseconds
accreditation.mfa.gov.ge,200
addreg.reestri.gov.ge,302
adfs.mes.gov.ge,Could not resolve host: adfs.mes.gov.ge
admin.bfd.gov.ge,Could not resolve host: admin.bfd.gov.ge
admin.bsa.gov.ge,Could not resolve host: admin.bsa.gov.ge
admin.test.ems.dea.gov.ge,Connection timed out after 3001 milliseconds
ais-dashboard.archive.gov.ge,403
ais.archive.gov.ge,200
akhaltsikhe.gov.ge,200
apa.gov.ge,301
api.bfd.gov.ge,Could not resolve host: api.bfd.gov.ge
api.my.gov.ge,200
api.sp.gov.ge,Connection timed out after 3002 milliseconds
app.culturalroutes.gov.ge,TLS connect error: error:0A000126:SSL routines::unexpected eof while reading
app.iec.gov.ge,SSL: no alternative certificate subject name matches target hostname 'app.iec.gov.ge'
app.nplg.gov.ge,Connection timed out after 3002 milliseconds
app.stajireba.gov.ge,Connection timed out after 3002 milliseconds
apps.municipal.gov.ge,301
archival-services.gov.ge,403
archive.gov.ge,200
archives-ajara.gov.ge,SSL: no alternative certificate subject name matches target hostname 'archives-ajara.gov.ge'
aspindza.gov.ge,Connection timed out after 3002 milliseconds
atlas.mepa.gov.ge,200
auto.sa.gov.ge,Connection timed out after 3002 milliseconds
autodiscover.5g.gov.ge,400
autodiscover.abkhazia.gov.ge,400
autodiscover.apa.gov.ge,302
autodiscover.archives-ajara.gov.ge,Could not resolve host: autodiscover.archives-ajara.gov.ge
autodiscover.baghdati.gov.ge,Could not resolve host: autodiscover.baghdati.gov.ge
autodiscover.bolnisi.gov.ge,Could not resolve host: autodiscover.bolnisi.gov.ge
autodiscover.boulevard.gov.ge,400
autodiscover.chiatura.gov.ge,Could not resolve host: autodiscover.chiatura.gov.ge
autodiscover.cloud.gov.ge,Connection timed out after 3002 milliseconds
