hostname,http_status,mx
ac-spm.fr,ConnectException,10 msg-a85.education.gouv.fr.; 10 msg-b85.education.gouv.fr.
academie-francaise.fr,301,0 academiefrancaise-fr02b.mail.protection.outlook.com.
academiemarquisienne.com,200,none
accueil.ccsp.fr,ConnectException,none
afriquesud.net,ConnectException,none
ag50pas-guadeloupe.fr,SSLException: (internal_error) Received fatal alert: internal_error,10 mx01.ionos.fr.; 10 mx00.ionos.fr.
agence.eau-loire-bretagne.fr,302,none
agence.erasmusplus.fr,200,none
agencedpc.fr,301,0 agencedpc-fr.mail.protection.outlook.com.
ageps.aphp.fr,302,0 .
aixenprovence.fr,200,5 mailhost.mairie-aixenprovence.fr.; 8 mailhost2.mairie-aixenprovence.fr.
alimh.inra.fr,ConnectException,none
alpes.cnrs.fr,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mx1.cnrs.fr.; 10 mx2.cnrs.fr.
alsace.cnrs.fr,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mx2.cnrs.fr.; 10 mx1.cnrs.fr.
amb-afg.fr,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching amb-afg.fr found.,100 mx3.mail.ovh.net.; 1 mx1.mail.ovh.net.; 5 mx2.mail.ovh.net.
amb-algerie.fr,200,5 ambalgerie-fr0i.mail.protection.outlook.com.
ambacamparis.org,ConnectException,none
ambalaos-france.com,302,10 mail.ambalaos-france.com.
ambardcparis.com,200,none
ambarimparis.fr,200,1 mx1.mail.ovh.net.; 5 mx2.mail.ovh.net.; 100 mx3.mail.ovh.net.
ambasadat.net,200,none
ambassade-comores.com,ConnectException,none
ambassade-du-burundi.fr,301,none
ambassade-du-soudan.fr,503,5 mx2.mail.ovh.net.; 1 mx1.mail.ovh.net.; 100 mx3.mail.ovh.net.
ambassade-vietnam.com,200,10 mx00.ionos.fr.; 10 mx01.ionos.fr.
ambassadesyrie.fr,200,10 mail.ambassadesyrie.fr.
ambasseneparis.com,500,none
ambtchad-paris.org,403,none
ameli.fr,301,20 assurancemaladiefr.mail.protection.outlook.com.
amf-france.org,301,5 hermes10.amf-france.org.; 50 hermes20.amf-france.org.
anciennedouane.fr,301,10 spool.mail.gandi.net.; 50 fb.mail.gandi.net.
angers-nantes.inra.fr,ConnectException,0 mx2.relay.renater.fr.; 0 mx1.relay.renater.fr.
anses.fr,301,120 jerry.adista.fr.; 110 tom.adista.fr.; 10 mailhost.anses.fr.
aquitaine-poitou-charentes.inserm.fr,ConnectException,none
arcom.fr,301,50 mx3.arcom.fr.; 10 mx1.arcom.fr.; 10 mx2.arcom.fr.
assemblee-afe.fr,301,5 mta-gw.infomaniak.ch.
assemblee-nationale.fr,ConnectException,10 smtp21.assemblee-nationale.fr.; 30 smtp31.assemblee-nationale.fr.
autorite-concurrence.nc,200,none
auvergnerhonealpes.fr,302,10 mx02.cloud.vadesecure.com.
aviesan.fr,IOException: HTTP/1.1 header parser received no bytes,10 ins-mly-fml3.inserm.fr.
bap.inra.fr,ConnectException,none
bdi.fr,302,0 bdi-fr.mail.protection.outlook.com.
bea.aero,200,none
benin-ambassade.fr,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching benin-ambassade.fr found.,1 beninambassade-fr01c.mail.protection.outlook.com.
bnu.fr,301,3 bnu-fr.mail.eo.outlook.com.
bordeaux.cour-administrative-appel.fr,200,none
bordeaux.diplo.de,301,none
bordeus.consuladoportugal.mne.pt,IOException: EOF reached while reading,none
bourgognefranchecomte.cci.fr,301,0 bourgognefranchecomte-cci-fr.mail.protection.outlook.com.
bourgognefranchecomte.fr,200,10 bourgognefranchecomte.in.tmes.trendmicro.eu.
bretagne.bzh,302,none
brezhoneg.bzh,301,10 mail.opab.bzh.
brgm.fr,302,none
bus-tub.com,301,none
caf.fr,302,10 mel1.cnaf.fr.; 10 mel2.cnaf.fr.
calvados.fr,301,20 vade-mx-eu-fallback01.hornetsecurity.com.; 20 vade-mx-eu-fallback02.hornetsecurity.com.; 10 vade-mx-fr01.hornetsecurity.com.; 10 vade-mx-fr02.hornetsecurity.com.
cavimac.fr,200,5 cavimac-fr.mail.protection.outlook.com.
ccomptes.fr,301,30 mail3.ccomptes.fr.; 10 mail1.ccomptes.fr.; 40 mail4.ccomptes.fr.; 20 mail2.ccomptes.fr.
ccsf.fr,200,20 vade-mx-eu-fallback02.hornetsecurity.com.; 10 vade-mx-fr01.hornetsecurity.com.; 20 vade-mx-eu-fallback01.hornetsecurity.com.; 10 vade-mx-fr02.hornetsecurity.com.
centre-poitou-charentes.cnrs.fr,ConnectException,none
cerema.fr,301,5 relternet-02.developpement-durable.gouv.fr.; 10 ca.relternet-02.developpement-durable.gouv.fr.; 10 ca.relternet-01.developpement-durable.gouv.fr.; 5 relternet-01.developpement-durable.gouv.fr.; 10 cs.relternet-02.developpement-durable.gouv.fr.; 10 cs.relternet-01.developpement-durable.gouv.fr.
cert-ist.com,302,none
cg971.fr,301,5 mail2.cg971.fr.
cgbresil.org,ConnectException,none
cgireunion.com,IOException: HTTP/1.1 header parser received no bytes,none
ciheam.org,HttpTimeoutException: request timed out,none
cirad.fr,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 antispam.cirad.fr.
civam.org,301,none
clermontmetropole.eu,307,none
cncdh.fr,301,10 smtp2.pm.gouv.fr.; 10 smtp1.pm.gouv.fr.
cnda.fr,ConnectException,none
cnil.fr,301,10 mail-premium2.cnil.fr.; 10 mail-premium.cnil.fr.
cnrgv.toulouse.inra.fr,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching cnrgv.toulouse.inra.fr found.,none
cnrgv.toulouse.inrae.fr,200,none
cnrs.fr,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mx1.cnrs.fr.; 10 mx2.cnrs.fr.
commission-malraux.fr,301,10 mx1.rapidomaine.biz.
conseil-constitutionnel.fr,301,30 conseil-constitutionnel.mailinblack.com.
conseil-etat.fr,200,none
conseil-europe.delegfrance.org,301,none
conseil-superieur-magistrature.fr,200,10 emix.sdv.fr.
consmadrun.com,ConnectException,none
consuladoportugalparis.com,HttpConnectTimeoutException: HTTP connect timed out,none
consuladordmarsella.com,HttpConnectTimeoutException: HTTP connect timed out,none
consulat-besancon-algerie.fr,200,5 consulatbesanconalgerie-fr02b1c.mail.protection.outlook.com.
consulat-bordeaux-algerie.fr,200,5 consulatbordeauxalgerie-fr02b1c.mail.protection.outlook.com.
consulat-general-tunisie-paris.com,ConnectException,none
consulat-mali-lyon.fr,200,5 mx2.mail.ovh.net.; 100 mx3.mail.ovh.net.; 1 mx1.mail.ovh.net.
consulat-metz-algerie.fr,200,5 consulatmetzalgerie-fr02bc.mail.protection.outlook.com.
consulat-strasbourg-algerie.fr,200,5 consulatstrasbourgalgerie-fr02b1i.mail.protection.outlook.com.
consulat.indonesie.pagesperso-orange.fr,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching consulat.indonesie.pagesperso-orange.fr found.,none
consulatalgerie-lyon.org,HttpConnectTimeoutException: HTTP connect timed out,none
consulatalgerie-paris.org,HttpConnectTimeoutException: HTTP connect timed out,none
consulatalgerielille.org,HttpConnectTimeoutException: HTTP connect timed out,none
consulatchine-strasbourg.org,HttpConnectTimeoutException: HTTP connect timed out,none
consulatcolombie.com,HttpConnectTimeoutException: HTTP connect timed out,0 consulatcolombie-com.mail.protection.outlook.com.
consulatdumalienfrance.fr,200,10 mx1.mail.ovh.net.; 20 mx2.mail.ovh.net.; 40 mx4.mail.ovh.net.; 1 mx0.mail.ovh.net.; 30 mx3.mail.ovh.net.
consulatmaroclyon.com,HttpConnectTimeoutException: HTTP connect timed out,none
consulatmarocstrasbourg.fr,HttpConnectTimeoutException: HTTP connect timed out,none
consulmada-marseille.com,HttpConnectTimeoutException: HTTP connect timed out,none
consulsen-paris.fr,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 mail.consulsen-paris.fr.
consulsenbordeaux.com,HttpConnectTimeoutException: HTTP connect timed out,none
