domain,http_status,mx
act.gov.au,302,
nsw.gov.au,301,
nt.gov.au,200,
qld.gov.au,301,
sa.gov.au,301,
tas.gov.au,HttpConnectTimeoutException: HTTP connect timed out,
vic.gov.au,301,
wa.gov.au,301,
