hostname,http_status,mx
aaf.edu.au,200,0 aaf-edu-au.mail.protection.outlook.com.
aapant.org.au,200,10 mi21.nt.gov.au.; 10 mi31.nt.gov.au.; 10 mi11.nt.gov.au.
abc.net.au,301,10 mxa-0036d701.gslb.pphosted.com.; 10 mxb-0036d701.gslb.pphosted.com.
acara.edu.au,200,0 acara-edu-au.mail.protection.outlook.com.
acoustics.asn.au,200,10 mail.acoustics.asn.au.
adelaidemetro.com.au,301,100 ap-southeast-2.amazonses.com.; 10 mail.dptiapps.com.au.
aftrs.edu.au,301,10 mx2.hc2851-60.iphmx.com.; 10 mx1.hc2851-60.iphmx.com.
agrifutures.com.au,200,0 agrifutures-com-au.mail.protection.outlook.com.
ahmrc.org.au,301,0 ahmrc-org-au.mail.protection.outlook.com.
ainse.edu.au,301,50 ainse-edu-au.mail.protection.outlook.com.
airservicesaustralia.com,301,0 airservicesaustralia-com.mail.protection.outlook.com.
algeriaemb.org.au,301,0 algeriaemb-org-au.mail.protection.outlook.com.
ambafrance-au.org,ConnectException,5 mta-gw.infomaniak.ch.
ambasadat.net,200,10 mx1.emailsrvr.com.; 20 mx2.emailsrvr.com.
amc.edu.au,301,100 au-smtp-inbound-1.mimecast.com.; 100 au-smtp-inbound-2.mimecast.com.
anu.edu.au,301,10 anu-edu-au.mail.protection.outlook.com.
apm.net.au,200,0 apm-net-au.mail.protection.outlook.com.
artc.com.au,302,10 au-smtp-inbound-2.mimecast.com.; 10 au-smtp-inbound-1.mimecast.com.
artlabaustralia.com.au,301,10 _dc-mx.c10048f31da1.artlabaustralia.com.au.
asmof.org.au,301,30 asmof-org-au.p30.mxthunder.net.; 10 asmof-org-au.p10.mxthunder.com.; 20 asmof-org-au.p20.mxthunder.net.; 40 asmof-org-au.p40.mxthunder.net.
au.ambafrance.org,301,none
au.china-embassy.org,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching au.china-embassy.org found.,none
au.mfa.lt,403,none
au.mvep.hr,ConnectException,none
auda.org.au,301,0 auda-org-au.mail.protection.outlook.com.
australia.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
australiachinafoundation.org.au,301,0 australiachinafoundation-org-au.mail.protection.outlook.com.
australiaday.org.au,302,1 australiaday-org-au.mail.protection.outlook.com.
australianphenomics.org.au,"SSLException: Unrecognized SSL message, plaintext connection?",0 australianphenomics-org-au.mail.protection.outlook.com.
australien.diplo.de,200,none
australien.um.dk,301,none
awri.com.au,301,10 awri-com-au.mail.protection.outlook.com.
bargo.rfsa.org.au,SSLHandshakeException: Remote host terminated the handshake,none
bastow.vic.edu.au,301,0 bastow-vic-edu-au.mail.protection.outlook.com.
benalla-college.vic.edu.au,ConnectException,none
bhcanberra.com,HttpConnectTimeoutException: HTTP connect timed out,none
bihembassy.org,303,0 mail.bihembassy.org.; 10 bihembassy.org.
brunei.org.au,301,0 _dc-mx.46d556311be1.brunei.org.au.
canberra.embassy.qa,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
canberra.embassy.si,SSLHandshakeException: Remote host terminated the handshake,none
canberra.mae.ro,503,none
canberra.mfa.af,ConnectException,none
canberra.mfa.ee,200,none
