hostname,http_status,mx
csc.net.kw,ConnectException,none
eeas.europa.eu,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
epa.org.kw,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching epa.org.kw found.,0 epa-org-kw.mail.protection.outlook.com.
ghanaembassy-kuwait.com,ConnectException,none
kgoc.com,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 mx1.hc48415.c3s2.iphmx.com.; 5 mx2.hc48415.c3s2.iphmx.com.
kna.kw,302,0 kna-kw.mail.protection.outlook.com.
kuna.net.kw,ConnectException,0 kuna-net-kw.in.tmes-sg.trendmicro.com.
kuvait.mfa.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
kuwait.diplo.de,200,10 mx1.bund.de.; 10 mx2.bund.de.
kuwait.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
kuweit.mae.ro,ConnectException,none
kw.ambafrance.org,301,none
malawigulf.com,200,10 mx2.hostinger.com.; 5 mx1.hostinger.com.
mfa.bg,302,0 mfa-bg.mail.protection.outlook.com.
mfa.gr,403,10 mailhost.mfa.gr.
moe.edu.kw,200,10 moe-edu-kw.mail.protection.outlook.com.
mohe.edu.kw,200,0 mohe-edu-kw.mail.protection.outlook.com.
mzv.cz,302,10 mzvczemta06.mzv.cz.; 50 mzvczemta05.mzv.cz.
mzv.sk,301,10 mail.gov.sk.
roc-taiwan.org,302,none
sp.mofaic.gov.ae,ConnectException,none
