subdomain,http_status
48ertandler-qm.wien.gv.at,"Could not resolve host: 48ertandler-qm.wien.gv.at"
admin.fma.gv.at,"Could not resolve host: admin.fma.gv.at"
accounts.wien.gv.at,"Could not resolve host: accounts.wien.gv.at"
adportal.bmf.gv.at,"Could not resolve host: adportal.bmf.gv.at"
aklcsg01.ktn.gv.at,"Could not resolve host: aklcsg01.ktn.gv.at"
abfall.gda.gv.at,"200"
adressen.eggenburg.gv.at,"SSL: no alternative certificate subject name matches target hostname 'adressen.eggenburg.gv.at'"
aklwi01.ktn.gv.at,"Could not resolve host: aklwi01.ktn.gv.at"
advfem.nsgslb.wien.gv.at,"Could not resolve host: advfem.nsgslb.wien.gv.at"
accounts.citrix.wien.gv.at,"Could not resolve host: accounts.citrix.wien.gv.at"
accreditor.bka.gv.at,"200"
altheim.ooe.gv.at,"Could not resolve host: altheim.ooe.gv.at"
ainet.tirol.gv.at,"Could not resolve host: ainet.tirol.gv.at"
apf.gv.at,"301"
anwportal.ooe.gv.at,"Could not resolve host: anwportal.ooe.gv.at"
authc.stmk.gv.at,"Could not resolve host: authc.stmk.gv.at"
amtssignatur.brz.gv.at,"301"
aschach-donau.ooe.gv.at,"Could not resolve host: aschach-donau.ooe.gv.at"
ardagger.gv.at,"301"
ainet.gv.at,"302"
anwportal-t.ooe.gv.at,"Could not resolve host: anwportal-t.ooe.gv.at"
ahdb.ehealth.gv.at,"OpenSSL SSL_read: OpenSSL/3.5.3: error:0A000119:SSL routines::decryption failed or bad record mac, errno 0"
autodiscover.bad-leonfelden.ooe.gv.at,"Failed to connect to autodiscover.bad-leonfelden.ooe.gv.at port 443 after 96 ms: Could not connect to server"
ap2.bmf.gv.at,"400"
antrag.bev.gv.at,"200"
app.portal.ooe.gv.at,"Could not resolve host: app.portal.ooe.gv.at"
atamobil.ehealth.gv.at,"Could not resolve host: atamobil.ehealth.gv.at"
ag1.bmf.bca.gv.at,"Could not resolve host: ag1.bmf.bca.gv.at"
apps.tirol.gv.at,"Could not resolve host: apps.tirol.gv.at"
andorf.ooe.gv.at,"Could not resolve host: andorf.ooe.gv.at"
aufsichtskonferenz.fma.gv.at,"Could not resolve host: aufsichtskonferenz.fma.gv.at"
as.apab.gv.at,"SSL: no alternative certificate subject name matches target hostname 'as.apab.gv.at'"
autodiscover.ampflwang.ooe.gv.at,"Failed to connect to autodiscover.ampflwang.ooe.gv.at port 443 after 123 ms: Could not connect to server"
autodiscover.andorf.ooe.gv.at,"Failed to connect to autodiscover.andorf.ooe.gv.at port 443 after 127 ms: Could not connect to server"
as.bmwf.gv.at,"Could not resolve host: as.bmwf.gv.at"
autodiscover-dev.bmvit.gv.at,"Could not resolve host: autodiscover-dev.bmvit.gv.at"
autodiscover.attnang-puchheim.ooe.gv.at,"Could not resolve host: autodiscover.attnang-puchheim.ooe.gv.at"
ausservillgraten.tirol.gv.at,"Could not resolve host: ausservillgraten.tirol.gv.at"
arzl-pitztal.tirol.gv.at,"Could not resolve host: arzl-pitztal.tirol.gv.at"
autodiscover.altheim.ooe.gv.at,"Failed to connect to autodiscover.altheim.ooe.gv.at port 443 after 136 ms: Could not connect to server"
autodiscover.bak.gv.at,"Failed to connect to autodiscover.bak.gv.at port 443 after 131 ms: Could not connect to server"
autodiscover.aschach-donau.ooe.gv.at,"Failed to connect to autodiscover.aschach-donau.ooe.gv.at port 443 after 133 ms: Could not connect to server"
auth.zmr.register.gv.at,"Could not resolve host: auth.zmr.register.gv.at"
as.stmk.gv.at,"SSL certificate problem: unable to get local issuer certificate"
autodiscover.bad-goisern.ooe.gv.at,"Failed to connect to autodiscover.bad-goisern.ooe.gv.at port 443 after 132 ms: Could not connect to server"
attnang7.attnang-puchheim.ooe.gv.at,"Could not resolve host: attnang7.attnang-puchheim.ooe.gv.at"
autodiscover.bmi.gv.at,"Failed to connect to autodiscover.bmi.gv.at port 443 after 123 ms: Could not connect to server"
aufatmen.wien.gv.at,"Could not resolve host: aufatmen.wien.gv.at"
as.frauenministerium.gv.at,"Could not resolve host: as.frauenministerium.gv.at"
amtssignatur.tirol.gv.at,"302"
alt.intern.magwien.gv.at,"Could not resolve host: alt.intern.magwien.gv.at"
ausschreibungen.tirol.gv.at,"302"
ams.brz.gv.at,"302"
autodiscover.asten.ooe.gv.at,"Failed to connect to autodiscover.asten.ooe.gv.at port 443 after 166 ms: Could not connect to server"
autodiscover.hofkirchen-traunkreis.ooe.gv.at,"Failed to connect to autodiscover.hofkirchen-traunkreis.ooe.gv.at port 443 after 64 ms: Could not connect to server"
autodiscover.gallspach.ooe.gv.at,"Failed to connect to autodiscover.gallspach.ooe.gv.at port 443 after 139 ms: Could not connect to server"
autodiscover.krems.gv.at,"Could not resolve host: autodiscover.krems.gv.at"
autodiscover.garsten.ooe.gv.at,"Failed to connect to autodiscover.garsten.ooe.gv.at port 443 after 142 ms: Could not connect to server"
assets.pyhra.gv.at,"SSL certificate problem: unable to get local issuer certificate"
autodiscover.help.gv.at,"Could not resolve host: autodiscover.help.gv.at"
autodiscover.ktn.gv.at,"Could not resolve host: autodiscover.ktn.gv.at"
apps.egiz.gv.at,"302"
autodiscover.hirschbach.ooe.gv.at,"Failed to connect to autodiscover.hirschbach.ooe.gv.at port 443 after 97 ms: Could not connect to server"
autodiscover.gesundheit.gv.at,"Could not resolve host: autodiscover.gesundheit.gv.at"
autodiscover.laakirchen.ooe.gv.at,"Failed to connect to autodiscover.laakirchen.ooe.gv.at port 443 after 78 ms: Could not connect to server"
autodiscover.muenzbach.ooe.gv.at,"Failed to connect to autodiscover.muenzbach.ooe.gv.at port 443 after 55 ms: Could not connect to server"
autodiscover.erb.gv.at,"Could not resolve host: autodiscover.erb.gv.at"
ats.bmbf.gv.at,"Could not resolve host: ats.bmbf.gv.at"
autodiscover.hinterstoder.ooe.gv.at,"Failed to connect to autodiscover.hinterstoder.ooe.gv.at port 443 after 121 ms: Could not connect to server"
autodiscover.jobboerse.gv.at,"Could not resolve host: autodiscover.jobboerse.gv.at"
autodiscover.neukirchen-voeckla.ooe.gv.at,"Failed to connect to autodiscover.neukirchen-voeckla.ooe.gv.at port 443 after 66 ms: Could not connect to server"
autodiscover.freistadt.ooe.gv.at,"Failed to connect to autodiscover.freistadt.ooe.gv.at port 443 after 176 ms: Could not connect to server"
autodiscover.gnas.gv.at,"Failed to connect to autodiscover.gnas.gv.at port 443 after 156 ms: Could not connect to server"
autodiscover.gunskirchen.ooe.gv.at,"Failed to connect to autodiscover.gunskirchen.ooe.gv.at port 443 after 142 ms: Could not connect to server"
