hostname,score,sources,label,level
parlamento.pt,10,wikidata;wikidata;linkgraph,Assembly of the Republic,central
presidencia.pt,8,linkgraph,Linked from 74 public-sector domains,
chpvvc.min-saude.pt,7,wikidata;wikidata,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde | Unidade Local de Saúde de Póvoa de Varzim/Vila do Conde,
cmvm.pt,7,wikidata;wikidata,Securities Market Commission,central
dgav.pt,7,wikidata;wikidata,Direcção-Geral de Alimentação e Veterinária | Q136310447,
exercito.pt,7,wikidata;wikidata,Direção de Formação | Direção de História e Cultura Militar,
gnr.pt,7,wikidata;linkgraph,National Republican Guard,central
icnf.pt,7,wikidata;wikidata,Institute for Nature Conservation and Forests,
infarmed.pt,7,wikidata;wikidata,National Authority of Medicines and Health Products,
moptc.pt,7,wikidata;wikidata,"Ministry of Public Works, Transport and Communications",central
policiajudiciaria.pt,7,wikidata;wikidata,Laboratório de Polícia Científica | Polícia Judiciária,
pontosj.pt,7,wikidata;wikidata,Portuguese Province of the Society of Jesus,
psp.pt,7,wikidata;wikidata,Corpo de Intervenção | Polícia de Segurança Pública,
pt.usembassy.gov,7,wikidata;wikidata,"Embassy of the United States, Lisbon | Consulate of the United States, Ponta Delgada",central
ccila-portugal.com,6,wikidata;wikidata,German-Portuguese Chamber of Industry and Commerce,
lajesfss.com,6,wikidata;wikidata,65th Force Support Squadron | Lajes Airman and Family Readiness Center,
stj.pt,6,wikidata,Portuguese Supreme Court of Justice,central
tribunalconstitucional.pt,6,wikidata,Portuguese Constitutional Court,
cm-abrantes.pt,5,linkgraph,Linked from 9 public-sector domains,
cm-alcanena.pt,5,linkgraph,Linked from 8 public-sector domains,
cm-constancia.pt,5,linkgraph,Linked from 8 public-sector domains,
cm-entroncamento.pt,5,linkgraph,Linked from 8 public-sector domains,
cm-ferreiradozezere.pt,5,linkgraph,Linked from 8 public-sector domains,
cm-macao.pt,5,linkgraph,Linked from 8 public-sector domains,
cm-ourem.pt,5,linkgraph,Linked from 9 public-sector domains,
cm-sardoal.pt,5,linkgraph,Linked from 8 public-sector domains,
cm-serta.pt,5,linkgraph,Linked from 8 public-sector domains,
cm-tomar.pt,5,linkgraph,Linked from 8 public-sector domains,
cm-viladerei.pt,5,linkgraph,Linked from 8 public-sector domains,
cm-vnbarquinha.pt,5,linkgraph,Linked from 9 public-sector domains,
acad-ciencias.pt,4,wikidata,Academy of Sciences of Lisbon,
academia.marinha.pt,4,wikidata,Academia de Marinha,
acss.min-saude.pt,4,wikidata,Administracao Central do Sistema de Saude,
adop.pt,4,wikidata,Autoridade Antidopagem de Portugal,
aeportugal.pt,4,wikidata,Portuguese Business Association,
ahbva.pt,4,wikidata,Q92758918,
aip.pt,4,wikidata,Portuguese Industrial Association,
amn.pt,4,wikidata,Polícia Marítima,
anacom.pt,4,wikidata,Autoridade Nacional de Comunicações,
apambiente.pt,4,wikidata,Portuguese Environment Agency,
areasprotegidas.icnf.pt,4,wikidata,Centro Nacional de Reprodução de Lince Ibérico,
asf.com.pt,4,wikidata,Insurance and Pension Funds Supervisory Authority,
bportugal.pt,4,wikidata,Banco de Portugal,
bvpacodearcos.pt,4,wikidata,Q9661188,
bvseixal.pt,4,wikidata,Q92061606,
bvsulesueste.pt,4,wikidata,Associação Humanitária dos Bombeiros Voluntários do Sul e Sueste,
bvvizela.pt,4,wikidata,Q93903539,
ccpfc.uminho.pt,4,wikidata,Conselho Científico-Pedagógico da Formação Contínua,
chbm.min-saude.pt,4,wikidata,Unidade Local de Saúde do Arco Ribeirinho,
chbv.min-saude.pt,4,wikidata,Unidade Local de Saúde da Região de Aveiro,
chcbeira.min-saude.pt,4,wikidata,Unidade Local de Saúde da Cova da Beira,
chedv.min-saude.pt,4,wikidata,Unidade Local de Saúde de Entre Douro e Vouga,
chlc.min-saude.pt,4,wikidata,Unidade Local de Saúde de São José,
chleiria.pt,4,wikidata,Unidade Local de Saúde da Região de Leiria,
chln.min-saude.pt,4,wikidata,Unidade Local de Saúde de Santa Maria,
chlo.min-saude.pt,4,wikidata,Unidade Local de Saúde de Lisboa Ocidental,
chmt.min-saude.pt,4,wikidata,Unidade Local de Saúde do Médio Tejo,
choeste.min-saude.pt,4,wikidata,Unidade Local de Saúde do Oeste,
chporto.pt,4,wikidata,Unidade Local de Saúde de Santo António,
chs.min-saude.pt,4,wikidata,Unidade Local de Saúde da Arrábida,
chtmad.min-saude.pt,4,wikidata,Unidade Local de Saúde de Trás-os-Montes e Alto Douro,
chts.min-saude.pt,4,wikidata,Centro Hospitalar do Tâmega e Sousa,
chtv.min-saude.pt,4,wikidata,Unidade Local de Saúde de Viseu Dão-Lafões,
chualgarve.min-saude.pt,4,wikidata,Unidade Local de Saúde do Algarve,
chuc.min-saude.pt,4,wikidata,Unidade Local de Saúde de Coimbra,
